visa_record_id,employee_id,visa_status,effective_date,end_date,work_authorization_status,verification_status
VISA000747,DUD100613,Permanent Resident,2025-06-04,,Eligible,Verified
VISA000748,DUD100614,Work Visa,2020-11-20,,Eligible,Verified
VISA000749,DUD100615,Work Visa,2024-02-04,,Eligible,Verified
VISA000750,DUD100616,Permanent Resident,2023-10-18,,Eligible,Verified
VISA000751,DUD100617,Work Visa,2023-07-22,,Eligible,Verified
VISA000752,DUD100618,Dependent Visa with Work Permission,2025-09-16,,Eligible,Verified
VISA000753,DUD100619,Work Visa,2020-01-08,,Eligible,Verified
VISA000754,DUD100620,Work Visa,2021-08-27,,Eligible,Verified
VISA000755,DUD100621,Work Visa,2022-03-14,,Eligible,Verified
VISA000756,DUD100622,Permanent Resident,2025-02-23,,Eligible,Verified
VISA000757,DUD100623,Permanent Resident,2021-08-29,,Eligible,Verified
VISA000758,DUD100624,Permanent Resident,2023-12-26,,Pending,Verified
VISA000759,DUD100625,Dependent Visa with Work Permission,2020-02-04,,Eligible,Verified
VISA000760,DUD100626,Spouse of Japanese National,2026-01-13,,Eligible,Verified
VISA000761,DUD100627,Work Visa,2020-12-17,,Eligible,Verified
VISA000762,DUD100628,Work Visa,2024-09-29,,Eligible,Verified
VISA000763,DUD100629,Permanent Resident,2023-03-09,,Eligible,Verified
VISA000764,DUD100630,Long-Term Resident,2020-09-03,,Eligible,Verified
VISA000765,DUD100631,Long-Term Resident,2024-07-18,,Eligible,Verified
VISA000766,DUD100632,Student Visa with Work Permission,2022-10-29,,Eligible,Verified
VISA000767,DUD100633,Long-Term Resident,2019-06-13,,Eligible,Verified
VISA000768,DUD100634,Permanent Resident,2025-04-20,,Eligible,Verified
VISA000769,DUD100635,Work Visa,2023-06-08,2025-04-07,Eligible,Verified
VISA000770,DUD100635,Spouse of Japanese National,2025-04-08,,Eligible,Verified
VISA000771,DUD100636,Permanent Resident,2024-09-08,,Eligible,Verified
VISA000772,DUD100637,Work Visa,2024-07-07,,Eligible,Verified
VISA000773,DUD100638,Work Visa,2021-05-14,2023-01-13,Eligible,Verified
VISA000774,DUD100638,Permanent Resident,2023-01-14,,Eligible,Verified
VISA000775,DUD100639,Long-Term Resident,2022-01-26,,Eligible,Verified
VISA000776,DUD100640,Permanent Resident,2024-02-11,,Eligible,Verified
VISA000777,DUD100641,Permanent Resident,2021-07-24,,Eligible,Verified
VISA000778,DUD100642,Work Visa,2023-08-14,,Eligible,Verified
VISA000779,DUD100643,Spouse of Japanese National,2026-01-02,,Eligible,Verified
VISA000780,DUD100644,Long-Term Resident,2020-08-11,,Eligible,Verified
VISA000781,DUD100645,Permanent Resident,2025-12-06,,Eligible,Verified
VISA000782,DUD100646,Other Work-Eligible Status,2019-11-07,,Eligible,Verified
VISA000783,DUD100647,Spouse of Japanese National,2022-04-18,,Eligible,Verified
VISA000784,DUD100648,Permanent Resident,2024-07-24,,Eligible,Verified
VISA000785,DUD100649,Permanent Resident,2020-09-25,,Eligible,Verified
VISA000786,DUD100650,Work Visa,2020-06-13,,Eligible,Verified
VISA000787,DUD100651,Permanent Resident,2023-02-12,,Eligible,Verified
VISA000788,DUD100652,Work Visa,2024-04-30,,Eligible,Verified
VISA000789,DUD100653,Permanent Resident,2025-08-07,,Eligible,Verified
VISA000790,DUD100654,Permanent Resident,2021-04-23,,Eligible,Verified
VISA000791,DUD100655,Work Visa,2022-04-21,,Eligible,Verified
VISA000792,DUD100656,Work Visa,2022-02-09,,Eligible,Verified
VISA000793,DUD100657,Other Work-Eligible Status,2022-07-31,,Eligible,Verified
VISA000794,DUD100658,Work Visa,2023-08-12,,Eligible,Verified
VISA000795,DUD100659,Permanent Resident,2021-11-28,,Eligible,Verified
VISA000796,DUD100660,Permanent Resident,2021-04-28,,Eligible,Verified
VISA000797,DUD100661,Spouse of Japanese National,2020-06-07,,Eligible,Verified
VISA000798,DUD100662,Spouse of Japanese National,2022-04-05,,Eligible,Verified
VISA000799,DUD100663,Work Visa,2022-09-21,,Eligible,Verified
VISA000800,DUD100664,Work Visa,2023-12-01,,Eligible,Verified
VISA000801,DUD100665,Permanent Resident,2020-07-02,,Eligible,Verified
VISA000802,DUD100666,Work Visa,2021-05-03,,Eligible,Verified
VISA000803,DUD100667,Permanent Resident,2020-03-03,,Eligible,Verified
VISA000804,DUD100668,Other Work-Eligible Status,2024-02-14,,Eligible,Verified
VISA000805,DUD100669,Work Visa,2022-12-30,,Eligible,Verified
VISA000806,DUD100670,Work Visa,2024-01-08,,Eligible,Verified
VISA000807,DUD100671,Work Visa,2020-06-26,,Eligible,Verified
VISA000808,DUD100672,Student Visa with Work Permission,2019-12-08,,Eligible,Verified
VISA000809,DUD100673,Work Visa,2025-12-24,,Eligible,Verified
VISA000810,DUD100674,Work Visa,2024-07-30,,Pending,Verified
VISA000811,DUD100675,Work Visa,2020-12-30,,Eligible,Verified
VISA000812,DUD100676,Long-Term Resident,2024-11-24,,Eligible,Verified
VISA000813,DUD100677,Work Visa,2021-05-18,,Eligible,Verified
VISA000814,DUD100678,Spouse of Japanese National,2024-01-08,,Eligible,Verified
VISA000815,DUD100679,Other Work-Eligible Status,2022-09-24,,Eligible,Verified
VISA000816,DUD100680,Permanent Resident,2022-09-16,,Eligible,Verified
VISA000817,DUD100681,Work Visa,2024-11-25,,Eligible,Verified
VISA000818,DUD100682,Long-Term Resident,2024-06-11,,Eligible,Verified
VISA000819,DUD100683,Work Visa,2020-09-29,,Eligible,Verified
VISA000820,DUD100684,Work Visa,2025-08-29,,Pending,Verified
VISA000821,DUD100685,Work Visa,2022-06-09,,Eligible,Verified
VISA000822,DUD100686,Work Visa,2024-09-21,,Eligible,Verified
VISA000823,DUD100687,Permanent Resident,2023-12-04,,Eligible,Verified
VISA000824,DUD100688,Work Visa,2022-07-16,,Eligible,Verified
VISA000825,DUD100689,Dependent Visa with Work Permission,2021-05-01,,Eligible,Verified
VISA000826,DUD100690,Permanent Resident,2024-08-05,,Eligible,Verified
VISA000827,DUD100691,Work Visa,2023-05-15,,Eligible,Verified
VISA000828,DUD100692,Work Visa,2022-08-31,,Eligible,Verified
VISA000829,DUD100693,Long-Term Resident,2021-07-03,,Eligible,Verified
VISA000830,DUD100694,Work Visa,2025-12-16,,Eligible,Verified
VISA000831,DUD100695,Work Visa,2023-10-29,,Eligible,Verified
VISA000832,DUD100696,Work Visa,2025-06-08,,Eligible,Verified
VISA000833,DUD100697,Permanent Resident,2020-09-14,,Eligible,Verified
VISA000834,DUD100698,Permanent Resident,2023-06-12,,Eligible,Verified
VISA000835,DUD100699,Work Visa,2020-06-01,,Eligible,Verified
VISA000836,DUD100700,Work Visa,2023-12-24,,Eligible,Verified
VISA000837,DUD100701,Work Visa,2023-09-08,2025-09-28,Eligible,Verified
VISA000838,DUD100701,Permanent Resident,2025-09-29,,Eligible,Verified
VISA000839,DUD100702,Work Visa,2023-07-08,,Eligible,Verified
VISA000840,DUD100703,Long-Term Resident,2025-10-05,,Eligible,Verified
VISA000841,DUD100704,Work Visa,2020-09-15,2024-03-06,Eligible,Verified
VISA000842,DUD100704,Long-Term Resident,2024-03-07,,Eligible,Verified
VISA000843,DUD100705,Permanent Resident,2020-12-17,,Eligible,Verified
VISA000844,DUD100706,Work Visa,2021-10-04,2023-05-05,Eligible,Verified
VISA000845,DUD100706,Permanent Resident,2023-05-06,,Eligible,Verified
VISA000846,DUD100707,Permanent Resident,2025-10-26,,Eligible,Verified
VISA000847,DUD100708,Permanent Resident,2023-05-19,,Eligible,Verified
VISA000848,DUD100709,Work Visa,2024-05-15,,Eligible,Verified
VISA000849,DUD100710,Other Work-Eligible Status,2019-04-26,,Eligible,Verified
VISA000850,DUD100711,Permanent Resident,2022-12-06,,Eligible,Verified
VISA000851,DUD100712,Work Visa,2024-11-03,,Eligible,Verified
VISA000852,DUD100713,Work Visa,2025-11-10,,Eligible,Verified
VISA000853,DUD100714,Spouse of Japanese National,2024-01-29,,Eligible,Verified
VISA000854,DUD100715,Spouse of Japanese National,2019-08-04,,Eligible,Verified
VISA000855,DUD100716,Spouse of Japanese National,2022-11-17,,Pending,Verified
VISA000856,DUD100717,Long-Term Resident,2026-02-22,,Eligible,Verified
VISA000857,DUD100718,Work Visa,2019-11-15,2023-05-04,Eligible,Verified
VISA000858,DUD100718,Long-Term Resident,2023-05-05,,Eligible,Verified
VISA000859,DUD100719,Long-Term Resident,2025-09-14,,Eligible,Verified
VISA000860,DUD100720,Long-Term Resident,2023-12-19,,Eligible,Verified
VISA000861,DUD100721,Work Visa,2020-09-05,,Eligible,Verified
VISA000862,DUD100722,Work Visa,2021-02-28,,Eligible,Verified
VISA000863,DUD100723,Other Work-Eligible Status,2022-12-31,,Eligible,Verified
VISA000864,DUD100724,Permanent Resident,2023-12-08,,Eligible,Verified
VISA000865,DUD100725,Permanent Resident,2022-08-18,,Eligible,Verified
VISA000866,DUD100726,Work Visa,2024-07-26,,Eligible,Verified
VISA000867,DUD100727,Work Visa,2021-10-12,,Eligible,Verified
VISA000868,DUD100728,Other Work-Eligible Status,2025-10-10,,Eligible,Verified
VISA000869,DUD100729,Long-Term Resident,2025-03-28,,Eligible,Verified
VISA000870,DUD100730,Spouse of Japanese National,2022-05-02,,Eligible,Verified
VISA000871,DUD100731,Work Visa,2020-07-12,,Eligible,Verified
VISA000872,DUD100732,Work Visa,2023-10-26,,Eligible,Verified
VISA000873,DUD100733,Long-Term Resident,2019-04-16,,Eligible,Verified
VISA000874,DUD100734,Work Visa,2019-06-13,,Eligible,Verified
VISA000875,DUD100735,Work Visa,2025-10-14,,Eligible,Verified
VISA000876,DUD100736,Permanent Resident,2020-05-23,,Eligible,Verified
VISA000877,DUD100737,Work Visa,2023-01-24,,Eligible,Verified
VISA000878,DUD100738,Work Visa,2021-10-10,,Eligible,Verified
VISA000879,DUD100739,Work Visa,2025-06-07,,Eligible,Verified
VISA000880,DUD100740,Long-Term Resident,2019-10-04,,Eligible,Verified
VISA000881,DUD100741,Spouse of Japanese National,2020-12-22,,Eligible,Verified
VISA000882,DUD100742,Work Visa,2022-09-04,,Eligible,Verified
VISA000883,DUD100743,Permanent Resident,2022-04-17,,Eligible,Verified
VISA000884,DUD100744,Permanent Resident,2020-06-03,,Eligible,Verified
VISA000885,DUD100745,Work Visa,2025-06-24,,Eligible,Verified
VISA000886,DUD100746,Student Visa with Work Permission,2025-03-10,,Eligible,Verified
VISA000887,DUD100747,Work Visa,2019-08-17,,Eligible,Verified
VISA000888,DUD100748,Work Visa,2023-08-30,,Eligible,Verified
VISA000889,DUD100749,Permanent Resident,2022-07-22,,Eligible,Verified
VISA000890,DUD100750,Student Visa with Work Permission,2021-01-02,,Eligible,Verified
VISA000891,DUD100751,Student Visa with Work Permission,2020-06-13,,Eligible,Verified
VISA000892,DUD100752,Work Visa,2024-03-30,,Eligible,Verified
VISA000893,DUD100753,Work Visa,2022-07-10,,Eligible,Verified
VISA000894,DUD100754,Work Visa,2020-08-23,,Eligible,Verified
VISA000895,DUD100755,Work Visa,2022-05-09,,Eligible,Verified
VISA000896,DUD100756,Work Visa,2025-08-03,,Eligible,Verified
VISA000897,DUD100757,Dependent Visa with Work Permission,2024-08-03,,Eligible,Verified
VISA000898,DUD100758,Long-Term Resident,2020-01-03,,Eligible,Verified
VISA000899,DUD100759,Long-Term Resident,2021-04-05,,Eligible,Verified
VISA000900,DUD100760,Work Visa,2019-08-28,,Eligible,Verified
VISA000901,DUD100761,Permanent Resident,2021-02-05,,Eligible,Verified
VISA000902,DUD100762,Work Visa,2023-11-15,,Eligible,Verified
VISA000903,DUD100763,Other Work-Eligible Status,2025-08-02,,Eligible,Verified
VISA000904,DUD100764,Work Visa,2024-11-09,,Eligible,Verified
VISA000905,DUD100765,Dependent Visa with Work Permission,2020-02-18,,Eligible,Verified
VISA000906,DUD100766,Work Visa,2022-04-02,,Eligible,Verified
VISA000907,DUD100767,Permanent Resident,2019-12-19,,Eligible,Verified
VISA000908,DUD100768,Work Visa,2020-09-20,,Eligible,Verified
VISA000909,DUD100769,Work Visa,2019-11-13,,Eligible,Verified
VISA000910,DUD100770,Long-Term Resident,2024-01-30,,Eligible,Verified
VISA000911,DUD100771,Dependent Visa with Work Permission,2025-11-05,,Eligible,Verified
VISA000912,DUD100772,Student Visa with Work Permission,2021-04-18,,Eligible,Verified
VISA000913,DUD100773,Work Visa,2025-05-11,,Eligible,Verified
VISA000914,DUD100774,Other Work-Eligible Status,2022-01-11,,Eligible,Verified
VISA000915,DUD100775,Student Visa with Work Permission,2025-06-18,,Eligible,Verified
VISA000916,DUD100776,Spouse of Japanese National,2022-04-20,,Eligible,Verified
VISA000917,DUD100777,Work Visa,2021-08-02,,Eligible,Verified
VISA000918,DUD100778,Permanent Resident,2022-04-05,,Eligible,Verified
VISA000919,DUD100779,Work Visa,2024-06-24,,Eligible,Verified
VISA000920,DUD100780,Work Visa,2022-06-18,,Eligible,Verified
VISA000921,DUD100781,Spouse of Japanese National,2026-01-24,,Eligible,Verified
VISA000922,DUD100782,Permanent Resident,2023-04-24,,Eligible,Verified
VISA000923,DUD100783,Permanent Resident,2022-05-14,,Eligible,Verified
VISA000924,DUD100784,Permanent Resident,2019-10-06,,Eligible,Verified
VISA000925,DUD100785,Work Visa,2025-12-31,,Eligible,Verified
VISA000926,DUD100786,Permanent Resident,2024-02-08,,Eligible,Verified
VISA000927,DUD100787,Permanent Resident,2019-10-09,,Eligible,Verified
VISA000928,DUD100788,Student Visa with Work Permission,2020-03-17,,Eligible,Verified
VISA000929,DUD100789,Student Visa with Work Permission,2026-02-04,,Eligible,Verified
VISA000930,DUD100790,Work Visa,2022-11-03,,Eligible,Verified
VISA000931,DUD100791,Spouse of Japanese National,2021-11-13,,Eligible,Verified
VISA000932,DUD100792,Spouse of Japanese National,2023-02-08,,Eligible,Verified
VISA000933,DUD100793,Work Visa,2025-07-11,,Eligible,Verified
VISA000934,DUD100794,Work Visa,2023-09-04,,Eligible,Verified
VISA000935,DUD100795,Permanent Resident,2020-07-08,,Eligible,Verified
VISA000936,DUD100796,Spouse of Japanese National,2025-12-08,,Eligible,Verified
VISA000937,DUD100797,Permanent Resident,2025-11-11,,Eligible,Verified
VISA000938,DUD100798,Work Visa,2023-08-01,,Eligible,Verified
VISA000939,DUD100799,Permanent Resident,2020-08-07,,Eligible,Verified
VISA000940,DUD100800,Work Visa,2025-01-06,,Eligible,Verified
VISA000941,DUD100801,Other Work-Eligible Status,2025-09-08,,Eligible,Verified
VISA000942,DUD100802,Work Visa,2020-10-20,,Eligible,Verified
VISA000943,DUD100803,Work Visa,2025-01-20,,Eligible,Verified
VISA000944,DUD100804,Permanent Resident,2019-05-10,,Eligible,Verified
VISA000945,DUD100805,Work Visa,2020-04-28,,Eligible,Verified
VISA000946,DUD100806,Spouse of Japanese National,2025-10-24,,Eligible,Verified
VISA000947,DUD100807,Permanent Resident,2023-04-19,,Eligible,Verified
VISA000948,DUD100808,Work Visa,2020-07-20,,Eligible,Verified
VISA000949,DUD100809,Permanent Resident,2023-11-02,,Eligible,Verified
VISA000950,DUD100810,Other Work-Eligible Status,2023-02-10,,Eligible,Verified
VISA000951,DUD100811,Work Visa,2019-07-21,2021-08-09,Eligible,Verified
VISA000952,DUD100811,Permanent Resident,2021-08-10,,Eligible,Verified
VISA000953,DUD100812,Work Visa,2025-04-15,,Eligible,Verified
VISA000954,DUD100813,Long-Term Resident,2019-07-16,,Eligible,Verified
VISA000955,DUD100814,Permanent Resident,2020-09-14,,Eligible,Verified
VISA000956,DUD100815,Work Visa,2025-05-16,,Eligible,Verified
VISA000957,DUD100816,Long-Term Resident,2022-04-07,,Eligible,Verified
VISA000958,DUD100817,Work Visa,2019-06-25,,Eligible,Verified
VISA000959,DUD100818,Work Visa,2020-07-10,,Eligible,Verified
VISA000960,DUD100819,Work Visa,2023-10-27,,Eligible,Verified
VISA000961,DUD100820,Permanent Resident,2025-08-21,,Eligible,Verified
VISA000962,DUD100821,Long-Term Resident,2025-01-23,,Eligible,Verified
VISA000963,DUD100822,Work Visa,2021-02-15,,Eligible,Verified
VISA000964,DUD100823,Spouse of Japanese National,2020-08-07,,Eligible,Verified
VISA000965,DUD100824,Spouse of Japanese National,2023-06-15,,Eligible,Verified
VISA000966,DUD100825,Long-Term Resident,2021-04-08,,Eligible,Verified
VISA000967,DUD100826,Work Visa,2025-08-05,,Pending,Verified
VISA000968,DUD100827,Other Work-Eligible Status,2021-07-10,,Eligible,Verified
VISA000969,DUD100828,Work Visa,2025-12-09,,Eligible,Verified
VISA000970,DUD100829,Spouse of Japanese National,2020-11-25,,Eligible,Verified
VISA000971,DUD100830,Work Visa,2020-07-31,,Eligible,Verified
VISA000972,DUD100831,Other Work-Eligible Status,2022-06-03,,Eligible,Verified
VISA000973,DUD100832,Spouse of Japanese National,2024-07-16,,Eligible,Verified
VISA000974,DUD100833,Work Visa,2023-05-04,,Eligible,Verified
VISA000975,DUD100834,Permanent Resident,2022-02-08,,Eligible,Verified
VISA000976,DUD100835,Other Work-Eligible Status,2019-09-15,,Eligible,Verified
VISA000977,DUD100836,Permanent Resident,2020-05-31,,Pending,Verified
VISA000978,DUD100837,Spouse of Japanese National,2023-05-26,,Eligible,Verified
VISA000979,DUD100838,Work Visa,2022-05-22,,Eligible,Verified
VISA000980,DUD100839,Work Visa,2025-09-04,,Eligible,Verified
VISA000981,DUD100840,Work Visa,2019-05-19,,Eligible,Verified
VISA000982,DUD100841,Spouse of Japanese National,2020-11-14,,Eligible,Verified
VISA000983,DUD100842,Other Work-Eligible Status,2025-02-24,,Eligible,Verified
VISA000984,DUD100843,Work Visa,2022-07-02,,Eligible,Verified
VISA000985,DUD100844,Other Work-Eligible Status,2025-02-06,,Eligible,Verified
VISA000986,DUD100845,Work Visa,2020-06-22,,Eligible,Verified
VISA000987,DUD100846,Spouse of Japanese National,2019-07-13,,Eligible,Verified
VISA000988,DUD100847,Work Visa,2021-12-09,2023-12-20,Eligible,Verified
VISA000989,DUD100847,Spouse of Japanese National,2023-12-21,,Eligible,Verified
VISA000990,DUD100848,Long-Term Resident,2025-02-20,,Eligible,Verified
VISA000991,DUD100849,Long-Term Resident,2021-02-20,,Eligible,Verified
VISA000992,DUD100850,Work Visa,2025-07-19,,Eligible,Verified
VISA000993,DUD100851,Permanent Resident,2022-01-13,,Eligible,Verified
VISA000994,DUD100852,Work Visa,2023-03-06,,Eligible,Verified
VISA000995,DUD100853,Permanent Resident,2020-03-02,,Eligible,Verified
VISA000996,DUD100854,Work Visa,2024-08-21,,Eligible,Verified
VISA000997,DUD100855,Long-Term Resident,2023-11-07,,Eligible,Verified
VISA000998,DUD100856,Work Visa,2022-09-05,,Eligible,Verified
VISA000999,DUD100857,Spouse of Japanese National,2024-01-18,,Eligible,Verified
VISA001000,DUD100858,Work Visa,2019-09-14,,Eligible,Verified
VISA001001,DUD100859,Work Visa,2023-04-14,,Eligible,Verified
VISA001002,DUD100860,Permanent Resident,2020-09-21,,Eligible,Verified
VISA001003,DUD100861,Work Visa,2020-12-11,,Eligible,Verified
VISA001004,DUD100862,Work Visa,2021-05-23,,Eligible,Verified
VISA001005,DUD100863,Spouse of Japanese National,2022-01-15,,Eligible,Verified
VISA001006,DUD100864,Permanent Resident,2022-04-21,,Eligible,Verified
VISA001007,DUD100865,Work Visa,2019-07-06,,Eligible,Verified
VISA001008,DUD100866,Student Visa with Work Permission,2023-02-04,,Eligible,Verified
VISA001009,DUD100867,Permanent Resident,2023-02-15,,Eligible,Verified
VISA001010,DUD100868,Work Visa,2025-08-13,,Eligible,Verified
VISA001011,DUD100869,Permanent Resident,2020-05-14,,Pending,Verified
VISA001012,DUD100870,Spouse of Japanese National,2022-05-27,,Eligible,Verified
VISA001013,DUD100871,Work Visa,2024-04-19,,Eligible,Verified
VISA001014,DUD100872,Work Visa,2023-12-21,,Eligible,Verified
VISA001015,DUD100873,Permanent Resident,2022-01-23,,Eligible,Verified
VISA001016,DUD100874,Work Visa,2021-12-11,2024-08-25,Eligible,Verified
VISA001017,DUD100874,Long-Term Resident,2024-08-26,,Eligible,Verified
VISA001018,DUD100875,Work Visa,2021-04-08,,Eligible,Verified
VISA001019,DUD100876,Spouse of Japanese National,2023-11-17,,Eligible,Verified
VISA001020,DUD100877,Permanent Resident,2019-12-10,,Eligible,Verified
VISA001021,DUD100878,Spouse of Japanese National,2025-10-24,,Eligible,Verified
VISA001022,DUD100879,Work Visa,2023-01-01,,Eligible,Verified
VISA001023,DUD100880,Other Work-Eligible Status,2025-11-30,,Eligible,Verified
VISA001024,DUD100881,Work Visa,2022-09-15,,Eligible,Verified
VISA001025,DUD100882,Other Work-Eligible Status,2022-08-27,,Eligible,Verified
VISA001026,DUD100883,Long-Term Resident,2024-11-22,,Eligible,Verified
VISA001027,DUD100884,Work Visa,2023-02-08,,Eligible,Verified
VISA001028,DUD100885,Work Visa,2025-03-14,,Eligible,Verified
VISA001029,DUD100886,Work Visa,2020-03-16,,Eligible,Verified
VISA001030,DUD100887,Spouse of Japanese National,2024-05-17,,Eligible,Verified
VISA001031,DUD100888,Work Visa,2021-10-26,,Eligible,Verified
VISA001032,DUD100889,Work Visa,2021-06-20,,Eligible,Verified
VISA001033,DUD100890,Work Visa,2024-05-12,,Eligible,Verified
VISA001034,DUD100891,Spouse of Japanese National,2025-03-26,,Eligible,Verified
VISA001035,DUD100892,Long-Term Resident,2025-01-01,,Eligible,Verified
VISA001036,DUD100893,Spouse of Japanese National,2020-07-13,,Eligible,Verified
VISA001037,DUD100894,Other Work-Eligible Status,2023-10-04,,Eligible,Verified
VISA001038,DUD100895,Permanent Resident,2022-03-27,,Eligible,Verified
VISA001039,DUD100896,Work Visa,2019-12-13,,Eligible,Verified
VISA001040,DUD100897,Spouse of Japanese National,2023-06-08,,Eligible,Verified
VISA001041,DUD100898,Student Visa with Work Permission,2021-01-27,,Eligible,Verified
VISA001042,DUD100899,Long-Term Resident,2026-02-06,,Pending,Verified
VISA001043,DUD100900,Long-Term Resident,2023-12-16,,Eligible,Verified
VISA001044,DUD100901,Long-Term Resident,2022-07-29,,Eligible,Verified
VISA001045,DUD100902,Permanent Resident,2024-06-11,,Eligible,Verified
VISA001046,DUD100903,Long-Term Resident,2025-03-05,,Eligible,Verified
VISA001047,DUD100904,Work Visa,2025-08-04,,Eligible,Verified
VISA001048,DUD100905,Permanent Resident,2024-02-25,,Eligible,Verified
VISA001049,DUD100906,Work Visa,2024-03-04,,Eligible,Verified
VISA001050,DUD100907,Work Visa,2025-04-03,,Eligible,Verified
VISA001051,DUD100908,Permanent Resident,2019-10-03,,Eligible,Verified
VISA001052,DUD100909,Permanent Resident,2023-03-26,,Eligible,Verified
VISA001053,DUD100910,Permanent Resident,2023-09-28,,Eligible,Verified
VISA001054,DUD100911,Other Work-Eligible Status,2023-04-30,,Eligible,Verified
VISA001055,DUD100912,Work Visa,2023-10-26,,Eligible,Verified
VISA001056,DUD100913,Work Visa,2019-07-04,2022-05-04,Eligible,Verified
VISA001057,DUD100913,Long-Term Resident,2022-05-05,,Eligible,Verified
VISA001058,DUD100914,Work Visa,2021-09-03,,Eligible,Verified
VISA001059,DUD100915,Student Visa with Work Permission,2023-06-02,,Eligible,Verified
VISA001060,DUD100916,Permanent Resident,2024-07-11,,Eligible,Verified
VISA001061,DUD100917,Permanent Resident,2021-10-01,,Eligible,Verified
VISA001062,DUD100918,Student Visa with Work Permission,2024-08-03,,Eligible,Verified
VISA001063,DUD100919,Work Visa,2021-10-01,,Pending,Verified
VISA001064,DUD100920,Work Visa,2022-08-26,,Eligible,Verified
VISA001065,DUD100921,Student Visa with Work Permission,2023-08-15,,Eligible,Verified
VISA001066,DUD100922,Work Visa,2023-02-13,,Eligible,Verified
VISA001067,DUD100923,Work Visa,2025-02-04,,Eligible,Verified
VISA001068,DUD100924,Work Visa,2022-03-14,,Eligible,Verified
VISA001069,DUD100925,Work Visa,2022-09-23,,Eligible,Verified
VISA001070,DUD100926,Student Visa with Work Permission,2021-10-19,,Eligible,Verified
VISA001071,DUD100927,Long-Term Resident,2021-02-27,,Eligible,Verified
VISA001072,DUD100928,Work Visa,2024-01-18,,Eligible,Verified
VISA001073,DUD100929,Work Visa,2023-11-10,,Eligible,Verified
VISA001074,DUD100930,Permanent Resident,2021-11-12,,Eligible,Verified
VISA001075,DUD100931,Permanent Resident,2022-10-12,,Eligible,Verified
VISA001076,DUD100932,Work Visa,2023-02-25,2025-09-06,Eligible,Verified
VISA001077,DUD100932,Spouse of Japanese National,2025-09-07,,Eligible,Verified
VISA001078,DUD100933,Dependent Visa with Work Permission,2022-07-13,,Eligible,Verified
VISA001079,DUD100934,Work Visa,2020-07-01,,Eligible,Verified
VISA001080,DUD100935,Work Visa,2020-06-10,,Eligible,Verified
VISA001081,DUD100936,Permanent Resident,2023-07-17,,Pending,Verified
VISA001082,DUD100937,Other Work-Eligible Status,2019-09-22,,Eligible,Verified
VISA001083,DUD100938,Other Work-Eligible Status,2022-12-11,,Eligible,Verified
VISA001084,DUD100939,Work Visa,2019-10-23,,Eligible,Verified
VISA001085,DUD100940,Student Visa with Work Permission,2023-01-08,,Eligible,Verified
VISA001086,DUD100941,Spouse of Japanese National,2023-07-22,,Eligible,Verified
VISA001087,DUD100942,Work Visa,2025-07-22,,Eligible,Verified
VISA001088,DUD100943,Spouse of Japanese National,2023-02-09,,Eligible,Verified
VISA001089,DUD100944,Work Visa,2025-05-27,,Eligible,Verified
VISA001090,DUD100945,Work Visa,2022-08-05,,Eligible,Verified
VISA001091,DUD100946,Spouse of Japanese National,2023-08-26,,Eligible,Verified
VISA001092,DUD100947,Other Work-Eligible Status,2020-10-12,,Eligible,Verified
VISA001093,DUD100948,Work Visa,2023-03-19,,Eligible,Verified
VISA001094,DUD100949,Spouse of Japanese National,2021-03-02,,Eligible,Verified
VISA001095,DUD100950,Permanent Resident,2019-08-13,,Eligible,Verified
VISA001096,DUD100951,Work Visa,2025-09-15,,Eligible,Verified
VISA001097,DUD100952,Permanent Resident,2020-02-04,,Eligible,Verified
VISA001098,DUD100953,Permanent Resident,2020-04-02,,Eligible,Verified
VISA001099,DUD100954,Student Visa with Work Permission,2022-02-11,,Eligible,Verified
VISA001100,DUD100955,Work Visa,2026-01-17,,Eligible,Verified
VISA001101,DUD100956,Work Visa,2025-08-31,,Eligible,Verified
VISA001102,DUD100957,Work Visa,2021-01-12,,Eligible,Verified
VISA001103,DUD100958,Spouse of Japanese National,2020-08-30,,Eligible,Verified
VISA001104,DUD100959,Work Visa,2025-06-18,,Eligible,Verified
VISA001105,DUD100960,Spouse of Japanese National,2023-10-13,,Eligible,Verified
VISA001106,DUD100961,Permanent Resident,2022-06-11,,Eligible,Verified
VISA001107,DUD100962,Permanent Resident,2023-08-19,,Eligible,Verified
VISA001108,DUD100963,Long-Term Resident,2019-10-31,,Eligible,Verified
VISA001109,DUD100964,Work Visa,2024-12-24,,Eligible,Verified
VISA001110,DUD100965,Spouse of Japanese National,2025-09-15,,Eligible,Verified
VISA001111,DUD100966,Dependent Visa with Work Permission,2023-09-10,,Eligible,Verified
VISA001112,DUD100967,Permanent Resident,2022-09-26,,Eligible,Verified
VISA001113,DUD100968,Spouse of Japanese National,2024-04-17,,Eligible,Verified
VISA001114,DUD100969,Work Visa,2023-09-27,,Eligible,Verified
VISA001115,DUD100970,Dependent Visa with Work Permission,2025-01-22,,Eligible,Verified
VISA001116,DUD100971,Permanent Resident,2023-06-12,,Eligible,Verified
VISA001117,DUD100972,Work Visa,2022-02-20,,Eligible,Verified
VISA001118,DUD100973,Work Visa,2024-03-02,,Eligible,Verified
VISA001119,DUD100974,Work Visa,2025-03-28,,Eligible,Verified
VISA001120,DUD100975,Work Visa,2023-08-29,,Eligible,Verified
