employment_history_id,employee_id,employment_start_date,employment_end_date,employment_status,employment_type,position,career_level,start_reason,end_reason,assignment_status
EMPLOY000472,DUD100472,2023-12-11,,Active,Full-time,Lead Trainer,6,Initial Hire,,Assigned
EMPLOY000473,DUD100473,2024-09-19,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000474,DUD100474,2025-10-01,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000475,DUD100475,2026-04-06,2027-12-05,Inactive,Full-time,Experienced Teacher,2,Initial Hire,Personal Reasons,Assigned
EMPLOY000476,DUD100476,2025-08-21,2027-04-27,Inactive,Full-time,Senior Trainer,5,Initial Hire,Relocation,Assigned
EMPLOY000477,DUD100477,2025-08-09,,Active,Full-time,Senior Trainer,5,Initial Hire,,Awaiting Assignment
EMPLOY000478,DUD100478,2022-05-19,2022-10-25,Inactive,Full-time,Experienced Teacher,2,Initial Hire,Voluntary Resignation,Assigned
EMPLOY000479,DUD100479,2023-01-17,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000480,DUD100480,2022-02-11,2023-04-09,Inactive,Full-time,Senior Teacher,3,Initial Hire,Relocation,Assigned
EMPLOY000481,DUD100481,2023-09-01,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000482,DUD100482,2025-07-25,,Active,Full-time,Experienced Teacher,2,Initial Hire,,Awaiting Assignment
EMPLOY000483,DUD100483,2022-10-11,,Active,Full-time,Lead Trainer,6,Initial Hire,,Assigned
EMPLOY000484,DUD100484,2022-05-19,2023-09-19,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Relocation,Awaiting Assignment
EMPLOY000485,DUD100485,2025-01-02,,Active,Full-time,Experienced Teacher,2,Initial Hire,,Awaiting Assignment
EMPLOY000486,DUD100486,2024-10-10,2027-01-11,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Relocation,Assigned
EMPLOY000487,DUD100487,2023-09-06,2025-11-02,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Contract End,Awaiting Assignment
EMPLOY000488,DUD100488,2026-08-08,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000489,DUD100489,2026-05-14,2028-01-31,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Career Change,Assigned
EMPLOY000490,DUD100490,2024-11-17,,Active,Full-time,Experienced Teacher,2,Initial Hire,,Assigned
EMPLOY000491,DUD100491,2021-09-27,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000492,DUD100492,2023-06-04,,Active,Full-time,Experienced Teacher,2,Initial Hire,,Awaiting Assignment
EMPLOY000493,DUD100493,2023-05-31,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000494,DUD100494,2024-06-28,,Active,Full-time,Trainer,4,Initial Hire,,Assigned
EMPLOY000495,DUD100495,2022-10-12,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000496,DUD100496,2021-11-15,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Awaiting Assignment
EMPLOY000497,DUD100497,2021-06-10,,Active,Full-time,Experienced Teacher,2,Initial Hire,,Assigned
EMPLOY000498,DUD100498,2024-08-01,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000499,DUD100499,2021-05-29,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000500,DUD100500,2021-11-18,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000501,DUD100501,2022-10-13,,Active,Full-time,Experienced Teacher,2,Initial Hire,,Assigned
EMPLOY000502,DUD100502,2026-05-23,,Active,Full-time,Trainer,4,Initial Hire,,Assigned
EMPLOY000503,DUD100503,2026-05-13,,Active,Full-time,Experienced Teacher,2,Initial Hire,,Assigned
EMPLOY000504,DUD100504,2023-02-10,,Active,Full-time,Experienced Teacher,2,Initial Hire,,Assigned
EMPLOY000505,DUD100505,2026-07-29,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000506,DUD100506,2024-03-12,2025-08-11,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Personal Reasons,Assigned
EMPLOY000507,DUD100507,2021-11-10,,Active,Full-time,Senior Teacher,3,Initial Hire,,Assigned
EMPLOY000508,DUD100508,2024-01-31,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000509,DUD100509,2021-11-26,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000510,DUD100510,2023-12-10,,Active,Full-time,Trainer,4,Initial Hire,,Assigned
EMPLOY000511,DUD100511,2023-12-23,,Active,Full-time,Senior Teacher,3,Initial Hire,,Assigned
EMPLOY000512,DUD100512,2023-04-18,,Active,Full-time,Lead Trainer,6,Initial Hire,,Assigned
EMPLOY000513,DUD100513,2021-07-05,,Active,Full-time,Experienced Teacher,2,Initial Hire,,Assigned
EMPLOY000514,DUD100514,2021-11-17,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Awaiting Assignment
EMPLOY000515,DUD100515,2022-12-01,,Active,Full-time,Experienced Teacher,2,Initial Hire,,Assigned
EMPLOY000516,DUD100516,2025-03-11,2027-03-07,Inactive,Full-time,Experienced Teacher,2,Initial Hire,Relocation,Assigned
EMPLOY000517,DUD100517,2021-10-09,,Active,Full-time,Senior Teacher,3,Initial Hire,,Assigned
EMPLOY000518,DUD100518,2026-01-13,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000519,DUD100519,2021-12-30,,Active,Full-time,Senior Teacher,3,Initial Hire,,Assigned
EMPLOY000520,DUD100520,2024-04-16,,Active,Full-time,Senior Teacher,3,Initial Hire,,Assigned
EMPLOY000521,DUD100521,2025-06-05,,Active,Full-time,Lead Trainer,6,Initial Hire,,Assigned
EMPLOY000522,DUD100522,2021-12-11,,Active,Full-time,Experienced Teacher,2,Initial Hire,,Awaiting Assignment
EMPLOY000523,DUD100523,2021-06-17,,Active,Full-time,Senior Teacher,3,Initial Hire,,Awaiting Assignment
EMPLOY000524,DUD100524,2024-10-13,,Active,Full-time,Senior Trainer,5,Initial Hire,,Awaiting Assignment
EMPLOY000525,DUD100525,2026-05-06,,Active,Full-time,Experienced Teacher,2,Initial Hire,,Awaiting Assignment
EMPLOY000526,DUD100526,2025-05-17,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000527,DUD100527,2021-01-03,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000528,DUD100528,2024-03-02,2024-07-03,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Relocation,Assigned
EMPLOY000529,DUD100529,2021-11-02,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Awaiting Assignment
EMPLOY000530,DUD100530,2023-12-10,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000531,DUD100531,2026-02-01,,Active,Full-time,Senior Teacher,3,Initial Hire,,Assigned
EMPLOY000532,DUD100532,2023-03-18,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000533,DUD100533,2025-03-01,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000534,DUD100534,2023-11-18,,Active,Full-time,Trainer,4,Initial Hire,,Assigned
EMPLOY000535,DUD100535,2025-05-12,2026-03-19,Inactive,Full-time,Trainer,4,Initial Hire,Contract End,Assigned
EMPLOY000536,DUD100536,2021-01-21,,Active,Full-time,Experienced Teacher,2,Initial Hire,,Assigned
EMPLOY000537,DUD100537,2021-03-30,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000538,DUD100538,2025-05-06,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000539,DUD100539,2022-06-19,,Active,Full-time,Trainer,4,Initial Hire,,Assigned
EMPLOY000540,DUD100540,2023-01-07,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000541,DUD100541,2025-04-07,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Awaiting Assignment
EMPLOY000542,DUD100542,2021-08-14,2023-10-21,Inactive,Full-time,Senior Trainer,5,Initial Hire,Career Change,Assigned
EMPLOY000543,DUD100543,2026-05-05,,Active,Full-time,Experienced Teacher,2,Initial Hire,,Assigned
EMPLOY000544,DUD100544,2026-04-24,,Active,Full-time,Experienced Teacher,2,Initial Hire,,Awaiting Assignment
EMPLOY000545,DUD100545,2026-04-23,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000546,DUD100546,2025-03-19,2027-08-25,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Career Change,Assigned
EMPLOY000547,DUD100547,2023-01-03,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000548,DUD100548,2023-03-07,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000549,DUD100549,2024-01-03,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000550,DUD100550,2023-09-19,,Active,Full-time,Experienced Teacher,2,Initial Hire,,Assigned
EMPLOY000551,DUD100551,2025-06-24,,Active,Full-time,Experienced Teacher,2,Initial Hire,,Awaiting Assignment
EMPLOY000552,DUD100552,2022-03-30,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000553,DUD100553,2025-09-29,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000554,DUD100554,2022-04-21,,Active,Full-time,Experienced Teacher,2,Initial Hire,,Awaiting Assignment
EMPLOY000555,DUD100555,2024-09-21,,Active,Full-time,Experienced Teacher,2,Initial Hire,,Awaiting Assignment
EMPLOY000556,DUD100556,2021-06-18,,Active,Full-time,Experienced Teacher,2,Initial Hire,,Assigned
EMPLOY000557,DUD100557,2023-11-26,2025-05-10,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Voluntary Resignation,Awaiting Assignment
EMPLOY000558,DUD100558,2023-05-11,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000559,DUD100559,2024-09-06,,Active,Full-time,Experienced Teacher,2,Initial Hire,,Assigned
EMPLOY000560,DUD100560,2024-02-23,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Awaiting Assignment
EMPLOY000561,DUD100561,2023-08-07,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000562,DUD100562,2023-11-30,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000563,DUD100563,2026-01-29,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Awaiting Assignment
EMPLOY000564,DUD100564,2024-08-19,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Awaiting Assignment
EMPLOY000565,DUD100565,2025-06-28,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Awaiting Assignment
EMPLOY000566,DUD100566,2021-08-14,,Active,Full-time,Senior Teacher,3,Initial Hire,,Assigned
EMPLOY000567,DUD100567,2025-09-07,2028-02-19,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Relocation,Assigned
EMPLOY000568,DUD100568,2024-07-18,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000569,DUD100569,2021-07-13,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000570,DUD100570,2023-05-17,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Awaiting Assignment
EMPLOY000571,DUD100571,2026-04-30,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Awaiting Assignment
EMPLOY000572,DUD100572,2024-05-14,,Active,Full-time,Senior Trainer,5,Initial Hire,,Awaiting Assignment
EMPLOY000573,DUD100573,2024-11-11,,Active,Full-time,Experienced Teacher,2,Initial Hire,,Assigned
EMPLOY000574,DUD100574,2026-01-12,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000575,DUD100575,2022-08-19,2024-05-05,Inactive,Full-time,Trainer,4,Initial Hire,Career Change,Assigned
EMPLOY000576,DUD100576,2025-05-31,2027-01-30,Inactive,Full-time,Trainer,4,Initial Hire,Voluntary Resignation,Awaiting Assignment
EMPLOY000577,DUD100577,2022-06-28,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000578,DUD100578,2025-04-30,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000579,DUD100579,2026-07-09,,Active,Full-time,Senior Teacher,3,Initial Hire,,Assigned
EMPLOY000580,DUD100580,2024-06-15,2025-08-02,Inactive,Full-time,Senior Trainer,5,Initial Hire,Relocation,Assigned
EMPLOY000581,DUD100581,2023-03-16,,Active,Full-time,Trainer,4,Initial Hire,,Assigned
EMPLOY000582,DUD100582,2022-08-23,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000583,DUD100583,2023-10-27,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000584,DUD100584,2022-05-19,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000585,DUD100585,2023-05-17,,Active,Full-time,Lead Trainer,6,Initial Hire,,Assigned
EMPLOY000586,DUD100586,2025-10-23,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000587,DUD100587,2025-09-18,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Awaiting Assignment
EMPLOY000588,DUD100588,2025-11-09,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000589,DUD100589,2022-05-27,,Active,Full-time,Trainer,4,Initial Hire,,Assigned
EMPLOY000590,DUD100590,2022-05-05,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000591,DUD100591,2023-08-19,,Active,Full-time,Senior Trainer,5,Initial Hire,,Assigned
EMPLOY000592,DUD100592,2025-04-02,2026-01-06,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Contract End,Assigned
EMPLOY000593,DUD100593,2023-04-11,2025-01-26,Inactive,Full-time,Lead Trainer,6,Initial Hire,Relocation,Awaiting Assignment
EMPLOY000594,DUD100594,2022-01-20,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Awaiting Assignment
EMPLOY000595,DUD100595,2024-06-15,2025-10-18,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Contract End,Assigned
EMPLOY000596,DUD100596,2024-09-01,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000597,DUD100597,2021-11-04,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000598,DUD100598,2025-12-01,2026-08-27,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Performance,Assigned
EMPLOY000599,DUD100599,2023-01-16,2025-04-21,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Voluntary Resignation,Awaiting Assignment
EMPLOY000600,DUD100600,2022-07-13,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000601,DUD100601,2022-10-11,,Active,Full-time,Senior Teacher,3,Initial Hire,,Assigned
EMPLOY000602,DUD100602,2025-10-30,,Active,Full-time,Experienced Teacher,2,Initial Hire,,Assigned
EMPLOY000603,DUD100603,2022-09-21,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000604,DUD100604,2024-05-15,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Awaiting Assignment
EMPLOY000605,DUD100605,2023-11-13,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Awaiting Assignment
EMPLOY000606,DUD100606,2022-03-06,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000607,DUD100607,2024-05-14,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000608,DUD100608,2024-01-03,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000609,DUD100609,2022-05-05,2023-09-07,Inactive,Full-time,Senior Teacher,3,Initial Hire,Performance,Assigned
EMPLOY000610,DUD100610,2024-11-28,,Active,Full-time,Trainer,4,Initial Hire,,Assigned
EMPLOY000611,DUD100611,2021-01-23,2021-12-09,Inactive,Full-time,Experienced Teacher,2,Initial Hire,Personal Reasons,Assigned
EMPLOY000612,DUD100612,2023-10-08,2025-11-13,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Performance,Awaiting Assignment
EMPLOY000613,DUD100613,2022-12-24,2024-09-05,Inactive,Full-time,Senior Teacher,3,Initial Hire,Contract End,Assigned
EMPLOY000614,DUD100614,2026-04-23,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Awaiting Assignment
EMPLOY000615,DUD100615,2022-10-18,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000616,DUD100616,2023-09-30,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000617,DUD100617,2023-11-16,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000618,DUD100618,2022-11-06,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000619,DUD100619,2022-03-07,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000620,DUD100620,2024-12-28,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000621,DUD100621,2021-07-10,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000622,DUD100622,2023-10-11,2024-11-30,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Relocation,Assigned
EMPLOY000623,DUD100623,2023-09-30,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000624,DUD100624,2026-05-02,,Active,Full-time,Senior Teacher,3,Initial Hire,,Assigned
EMPLOY000625,DUD100625,2023-02-26,2024-03-14,Inactive,Full-time,Experienced Teacher,2,Initial Hire,Career Change,Assigned
EMPLOY000626,DUD100626,2021-10-13,,Active,Full-time,Experienced Teacher,2,Initial Hire,,Awaiting Assignment
EMPLOY000627,DUD100627,2026-04-10,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Awaiting Assignment
EMPLOY000628,DUD100628,2024-07-17,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000629,DUD100629,2025-07-05,2027-05-14,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Relocation,Assigned
EMPLOY000630,DUD100630,2024-02-01,2024-07-15,Inactive,Full-time,Experienced Teacher,2,Initial Hire,Relocation,Assigned
EMPLOY000631,DUD100631,2026-01-30,2027-05-10,Inactive,Full-time,Senior Trainer,5,Initial Hire,Voluntary Resignation,Assigned
EMPLOY000632,DUD100632,2023-03-25,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Awaiting Assignment
EMPLOY000633,DUD100633,2026-04-28,,Active,Full-time,Senior Trainer,5,Initial Hire,,Assigned
EMPLOY000634,DUD100634,2022-01-05,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Awaiting Assignment
EMPLOY000635,DUD100635,2024-03-02,,Active,Full-time,Experienced Teacher,2,Initial Hire,,Assigned
EMPLOY000636,DUD100636,2023-05-20,,Active,Full-time,Trainer,4,Initial Hire,,Assigned
EMPLOY000637,DUD100637,2021-06-16,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000638,DUD100638,2022-05-15,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000639,DUD100639,2026-01-10,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000640,DUD100640,2025-11-25,,Active,Full-time,Trainer,4,Initial Hire,,Awaiting Assignment
EMPLOY000641,DUD100641,2025-08-05,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000642,DUD100642,2024-02-16,2024-11-24,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Personal Reasons,Assigned
EMPLOY000643,DUD100643,2021-07-12,2022-10-20,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Performance,Assigned
EMPLOY000644,DUD100644,2024-02-24,2024-12-03,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Career Change,Assigned
EMPLOY000645,DUD100645,2021-12-25,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000646,DUD100646,2022-07-10,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000647,DUD100647,2022-07-15,2023-05-12,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Personal Reasons,Assigned
EMPLOY000648,DUD100648,2025-08-28,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Awaiting Assignment
EMPLOY000649,DUD100649,2025-08-08,,Active,Full-time,Experienced Teacher,2,Initial Hire,,Assigned
EMPLOY000650,DUD100650,2022-02-12,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000651,DUD100651,2023-08-09,2024-12-25,Inactive,Full-time,Senior Teacher,3,Initial Hire,Performance,Assigned
EMPLOY000652,DUD100652,2023-10-30,2025-09-27,Inactive,Full-time,Lead Trainer,6,Initial Hire,Performance,Assigned
EMPLOY000653,DUD100653,2022-05-05,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000654,DUD100654,2021-12-23,2023-05-16,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Contract End,Assigned
EMPLOY000655,DUD100655,2024-07-03,2025-05-02,Inactive,Full-time,Experienced Teacher,2,Initial Hire,Performance,Assigned
EMPLOY000656,DUD100656,2022-03-27,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000657,DUD100657,2023-09-15,2024-08-04,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Voluntary Resignation,Assigned
EMPLOY000658,DUD100658,2023-04-08,2023-10-09,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Career Change,Awaiting Assignment
EMPLOY000659,DUD100659,2021-01-08,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000660,DUD100660,2022-12-31,,Active,Full-time,Trainer,4,Initial Hire,,Awaiting Assignment
EMPLOY000661,DUD100661,2023-11-25,,Active,Full-time,Senior Trainer,5,Initial Hire,,Awaiting Assignment
EMPLOY000662,DUD100662,2021-05-12,2022-03-14,Inactive,Full-time,Experienced Teacher,2,Initial Hire,Contract End,Assigned
EMPLOY000663,DUD100663,2026-06-17,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000664,DUD100664,2022-06-27,,Active,Full-time,Experienced Teacher,2,Initial Hire,,Assigned
EMPLOY000665,DUD100665,2024-03-14,,Active,Full-time,Trainer,4,Initial Hire,,Assigned
EMPLOY000666,DUD100666,2022-01-28,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000667,DUD100667,2024-07-16,2024-11-26,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Career Change,Assigned
EMPLOY000668,DUD100668,2022-07-27,,Active,Full-time,Senior Trainer,5,Initial Hire,,Awaiting Assignment
EMPLOY000669,DUD100669,2022-08-14,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000670,DUD100670,2024-11-25,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000671,DUD100671,2026-02-13,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000672,DUD100672,2024-10-12,,Active,Full-time,Senior Trainer,5,Initial Hire,,Assigned
EMPLOY000673,DUD100673,2023-10-05,,Active,Full-time,Lead Trainer,6,Initial Hire,,Assigned
EMPLOY000674,DUD100674,2022-04-21,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000675,DUD100675,2025-07-15,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Awaiting Assignment
EMPLOY000676,DUD100676,2025-03-23,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Awaiting Assignment
EMPLOY000677,DUD100677,2023-02-16,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000678,DUD100678,2023-08-02,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Awaiting Assignment
EMPLOY000679,DUD100679,2022-03-25,,Active,Full-time,Experienced Teacher,2,Initial Hire,,Assigned
EMPLOY000680,DUD100680,2021-07-14,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000681,DUD100681,2026-01-04,,Active,Full-time,Trainer,4,Initial Hire,,Assigned
EMPLOY000682,DUD100682,2023-12-15,,Active,Full-time,Experienced Teacher,2,Initial Hire,,Assigned
EMPLOY000683,DUD100683,2023-06-26,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000684,DUD100684,2025-08-13,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Awaiting Assignment
EMPLOY000685,DUD100685,2022-03-03,2022-09-06,Inactive,Full-time,Experienced Teacher,2,Initial Hire,Career Change,Awaiting Assignment
EMPLOY000686,DUD100686,2025-12-30,2027-08-27,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Relocation,Assigned
EMPLOY000687,DUD100687,2023-05-05,2024-09-01,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Career Change,Assigned
EMPLOY000688,DUD100688,2021-12-08,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000689,DUD100689,2022-02-10,2023-05-28,Inactive,Full-time,Experienced Teacher,2,Initial Hire,Relocation,Assigned
EMPLOY000690,DUD100690,2022-08-17,2024-03-10,Inactive,Full-time,Senior Teacher,3,Initial Hire,Relocation,Assigned
EMPLOY000691,DUD100691,2024-02-18,,Active,Full-time,Lead Trainer,6,Initial Hire,,Assigned
EMPLOY000692,DUD100692,2021-11-10,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000693,DUD100693,2021-10-15,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000694,DUD100694,2024-01-04,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Awaiting Assignment
EMPLOY000695,DUD100695,2024-05-18,2026-04-13,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Contract End,Assigned
EMPLOY000696,DUD100696,2022-10-31,,Active,Full-time,Senior Teacher,3,Initial Hire,,Awaiting Assignment
EMPLOY000697,DUD100697,2024-05-01,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000698,DUD100698,2025-04-10,,Active,Full-time,Experienced Teacher,2,Initial Hire,,Assigned
EMPLOY000699,DUD100699,2026-06-25,,Active,Full-time,Trainer,4,Initial Hire,,Assigned
EMPLOY000700,DUD100700,2025-08-19,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000701,DUD100701,2023-09-09,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000702,DUD100702,2024-10-24,,Active,Full-time,Trainer,4,Initial Hire,,Assigned
EMPLOY000703,DUD100703,2021-01-04,2023-03-10,Inactive,Full-time,Trainer,4,Initial Hire,Career Change,Awaiting Assignment
EMPLOY000704,DUD100704,2021-08-04,,Active,Full-time,Trainer,4,Initial Hire,,Assigned
EMPLOY000705,DUD100705,2021-09-25,2023-11-24,Inactive,Full-time,Trainer,4,Initial Hire,Voluntary Resignation,Awaiting Assignment
EMPLOY000706,DUD100706,2024-09-07,,Active,Full-time,Trainer,4,Initial Hire,,Assigned
EMPLOY000707,DUD100707,2024-12-30,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
