client_feedback_id,client_id,assignment_id,employee_id,feedback_date,overall_satisfaction,teacher_performance,reliability,communication,lesson_quality,professionalism,assignment_satisfaction,renewal_intention,complaint_flag,complaint_category,comments
CFB0003254,CLI0029,ASG001273,DUD100818,2024-08-22,5,4,5,5,5,4,5,Yes,False,,
CFB0003255,CLI0029,ASG001273,DUD100818,2024-06-24,4,4,4,5,3,4,4,Yes,False,,
CFB0003256,CLI0029,ASG001273,DUD100818,2024-09-27,3,3,3,3,3,4,3,Maybe,False,,
CFB0003257,CLI0022,ASG001274,DUD100819,2025-05-15,4,3,3,5,4,5,4,Yes,False,,
CFB0003258,CLI0022,ASG001274,DUD100819,2025-07-02,5,5,5,5,5,5,5,Yes,False,,
CFB0003259,CLI0022,ASG001274,DUD100819,2025-03-07,5,5,4,5,5,4,5,Yes,False,,
CFB0003260,CLI0192,ASG001275,DUD100820,2024-09-26,5,5,4,5,5,5,4,Yes,True,Communication,
CFB0003261,CLI0192,ASG001275,DUD100820,2023-03-17,4,4,4,4,5,5,4,Yes,False,,
CFB0003262,CLI0192,ASG001275,DUD100820,2026-02-02,4,3,4,5,4,3,5,Yes,False,,
CFB0003263,CLI0192,ASG001275,DUD100820,2026-04-29,5,5,4,5,5,4,4,Maybe,False,,
CFB0003264,CLI0096,ASG001276,DUD100821,2025-04-04,4,4,4,5,3,5,4,Yes,False,,
CFB0003265,CLI0096,ASG001276,DUD100821,2025-10-17,4,4,3,5,4,4,4,Yes,False,,
CFB0003266,CLI0174,ASG001277,DUD100822,2024-02-29,4,5,4,4,5,5,4,No,False,,
CFB0003267,CLI0174,ASG001277,DUD100822,2024-01-15,5,5,5,5,4,5,5,Yes,False,,
CFB0003268,CLI0174,ASG001277,DUD100822,2023-10-19,4,3,4,4,4,3,5,No,False,,
CFB0003269,CLI0174,ASG001277,DUD100822,2023-07-23,2,1,2,3,1,3,2,Yes,False,,
CFB0003270,CLI0181,ASG001278,DUD100822,2026-03-19,5,5,5,5,4,5,5,Yes,False,,
CFB0003271,CLI0059,ASG001279,DUD100823,2025-10-04,3,4,3,3,3,3,4,No,False,,
CFB0003272,CLI0059,ASG001279,DUD100823,2025-12-30,4,5,3,4,5,4,4,Yes,False,,
CFB0003273,CLI0122,ASG001280,DUD100824,2026-03-31,4,4,4,4,4,3,3,Yes,False,,
CFB0003274,CLI0280,ASG001281,DUD100824,2027-03-26,4,5,5,3,4,4,4,Yes,True,Classroom Management,
CFB0003275,CLI0115,ASG001282,DUD100825,2025-02-24,3,2,3,3,3,2,3,Maybe,False,,
CFB0003276,CLI0115,ASG001282,DUD100825,2025-03-04,4,5,4,4,4,4,4,Maybe,False,,
CFB0003277,CLI0115,ASG001282,DUD100825,2025-06-08,4,4,4,5,5,4,4,Maybe,False,,
CFB0003278,CLI0115,ASG001282,DUD100825,2025-04-15,4,4,3,4,4,3,5,No,False,,
CFB0003279,CLI0165,ASG001283,DUD100826,2022-05-18,4,4,5,5,4,5,3,Yes,False,,
CFB0003280,CLI0165,ASG001283,DUD100826,2022-08-01,3,3,4,2,3,3,3,Yes,True,Lesson Quality,
CFB0003281,CLI0165,ASG001283,DUD100826,2022-10-28,5,5,5,5,5,5,5,Yes,False,,
CFB0003282,CLI0290,ASG001284,DUD100826,2026-06-16,5,4,5,5,4,4,5,Yes,False,,
CFB0003283,CLI0290,ASG001284,DUD100826,2023-05-30,5,5,5,5,5,5,4,Yes,False,,
CFB0003284,CLI0290,ASG001284,DUD100826,2026-05-21,2,2,3,3,2,2,2,Yes,True,Classroom Management,
CFB0003285,CLI0290,ASG001284,DUD100826,2023-09-04,3,4,3,3,3,3,3,Yes,False,,
CFB0003286,CLI0202,ASG001285,DUD100827,2025-10-05,4,4,4,4,4,4,4,Yes,False,,
CFB0003287,CLI0202,ASG001285,DUD100827,2025-09-21,3,3,3,4,3,3,4,No,False,,
CFB0003288,CLI0063,ASG001286,DUD100827,2027-07-01,4,5,5,5,5,4,5,Yes,False,,
CFB0003289,CLI0202,ASG001287,DUD100828,2021-09-16,3,3,2,4,3,2,2,Maybe,False,,
CFB0003290,CLI0249,ASG001288,DUD100828,2022-11-12,4,4,4,4,4,4,5,Maybe,False,,
CFB0003291,CLI0171,ASG001289,DUD100829,2025-08-05,1,1,2,2,1,1,1,Maybe,False,,
CFB0003292,CLI0010,ASG001290,DUD100829,2027-01-09,4,4,3,5,4,4,3,Maybe,False,,
CFB0003293,CLI0010,ASG001290,DUD100829,2026-09-16,4,3,3,5,3,5,5,Yes,False,,
CFB0003294,CLI0010,ASG001290,DUD100829,2026-12-26,1,2,1,1,1,1,1,Maybe,False,,
CFB0003295,CLI0105,ASG001291,DUD100830,2025-09-01,4,4,4,4,5,3,3,Maybe,False,,
CFB0003296,CLI0105,ASG001291,DUD100830,2025-07-29,3,3,3,2,3,4,3,Yes,False,,
CFB0003297,CLI0105,ASG001291,DUD100830,2026-01-20,5,5,5,5,4,4,5,Yes,False,,
CFB0003298,CLI0241,ASG001292,DUD100830,2026-07-14,5,5,5,5,5,4,5,No,False,,
CFB0003299,CLI0048,ASG001293,DUD100831,2024-08-30,4,4,4,3,4,3,3,Maybe,False,,
CFB0003300,CLI0191,ASG001294,DUD100832,2023-08-30,4,4,4,3,5,4,3,Maybe,False,,
CFB0003301,CLI0036,ASG001295,DUD100833,2022-06-15,3,4,3,3,3,4,2,No,False,,
CFB0003302,CLI0036,ASG001295,DUD100833,2025-08-05,5,5,5,5,5,5,5,Yes,True,Punctuality,
CFB0003303,CLI0166,ASG001296,DUD100834,2022-09-26,3,2,2,3,4,2,3,Yes,False,,
CFB0003304,CLI0259,ASG001297,DUD100835,2026-01-23,3,3,3,4,4,4,3,Yes,False,,
CFB0003305,CLI0259,ASG001297,DUD100835,2026-01-04,4,3,4,4,5,3,5,Yes,False,,
CFB0003306,CLI0259,ASG001297,DUD100835,2025-12-13,5,5,4,5,5,5,5,Maybe,False,,
CFB0003307,CLI0259,ASG001297,DUD100835,2025-08-26,3,4,4,3,3,2,3,No,False,,
CFB0003308,CLI0028,ASG001298,DUD100836,2023-06-25,5,5,5,5,5,4,5,Yes,False,,
CFB0003309,CLI0028,ASG001298,DUD100836,2022-10-07,4,4,4,3,4,5,4,Yes,False,,
CFB0003310,CLI0292,ASG001299,DUD100836,2025-01-29,3,3,3,3,3,3,3,No,True,Communication,
CFB0003311,CLI0292,ASG001299,DUD100836,2025-11-14,3,3,4,3,3,3,3,No,False,,
CFB0003312,CLI0292,ASG001299,DUD100836,2025-06-06,2,3,3,2,3,2,2,Yes,False,,
CFB0003313,CLI0245,ASG001300,DUD100837,2024-08-27,4,5,5,4,5,4,5,Yes,False,,
CFB0003314,CLI0245,ASG001300,DUD100837,2026-05-06,1,1,2,2,2,1,2,No,False,,
CFB0003315,CLI0245,ASG001300,DUD100837,2023-02-19,3,3,2,3,3,3,4,Yes,False,,
CFB0003316,CLI0245,ASG001300,DUD100837,2023-10-23,2,2,2,3,3,2,2,No,False,,
CFB0003317,CLI0152,ASG001301,DUD100838,2026-02-25,5,5,5,4,4,5,5,Yes,True,Attendance,
CFB0003318,CLI0152,ASG001301,DUD100838,2025-09-12,4,4,3,5,4,3,4,Maybe,False,,
CFB0003319,CLI0205,ASG001302,DUD100839,2025-07-26,3,4,3,3,4,4,3,No,False,,
CFB0003320,CLI0205,ASG001302,DUD100839,2026-05-13,4,4,4,4,5,5,4,Yes,False,,
CFB0003321,CLI0205,ASG001302,DUD100839,2023-07-12,3,4,3,2,4,4,3,Maybe,False,,
CFB0003322,CLI0205,ASG001302,DUD100839,2024-02-22,5,5,4,5,5,5,5,Maybe,False,,
CFB0003323,CLI0030,ASG001303,DUD100840,2025-08-13,4,3,3,3,5,5,4,Yes,False,,
CFB0003324,CLI0292,ASG001304,DUD100841,2024-04-09,2,3,1,3,1,2,3,Maybe,False,,
CFB0003325,CLI0292,ASG001304,DUD100841,2025-11-23,5,5,4,5,5,5,5,Maybe,False,,
CFB0003326,CLI0292,ASG001304,DUD100841,2025-10-09,3,2,3,4,3,4,3,Maybe,False,,
CFB0003327,CLI0090,ASG001305,DUD100842,2024-04-16,4,4,3,5,4,5,5,Maybe,False,,
CFB0003328,CLI0090,ASG001305,DUD100842,2024-10-09,4,4,4,5,3,4,5,Maybe,False,,
CFB0003329,CLI0090,ASG001305,DUD100842,2024-04-11,4,3,4,4,4,3,4,Yes,False,,
CFB0003330,CLI0090,ASG001305,DUD100842,2024-06-23,4,4,4,5,5,4,5,Yes,False,,
CFB0003331,CLI0097,ASG001306,DUD100842,2025-05-27,4,4,3,4,4,3,4,Yes,False,,
CFB0003332,CLI0097,ASG001306,DUD100842,2025-10-12,1,1,2,1,1,1,1,No,False,,
CFB0003333,CLI0097,ASG001306,DUD100842,2025-04-24,2,3,2,2,3,2,3,Maybe,True,Attendance,
CFB0003334,CLI0097,ASG001306,DUD100842,2025-07-12,2,2,2,2,2,3,2,No,True,Lesson Quality,
CFB0003335,CLI0049,ASG001307,DUD100842,2026-05-06,3,4,2,3,2,3,4,Maybe,True,Attendance,
CFB0003336,CLI0015,ASG001308,DUD100843,2025-07-20,3,4,3,4,3,3,4,Maybe,False,,
CFB0003337,CLI0015,ASG001308,DUD100843,2025-10-04,5,4,4,5,5,5,5,Yes,False,,
CFB0003338,CLI0015,ASG001308,DUD100843,2025-02-13,4,4,5,5,4,4,4,Yes,False,,
CFB0003339,CLI0015,ASG001308,DUD100843,2025-11-01,2,1,1,1,2,1,1,No,False,,
CFB0003340,CLI0093,ASG001309,DUD100844,2022-09-09,4,4,4,4,4,3,5,Yes,False,,
CFB0003341,CLI0093,ASG001309,DUD100844,2023-01-11,3,4,3,2,4,4,3,Yes,True,Attendance,
CFB0003342,CLI0093,ASG001309,DUD100844,2023-07-07,4,5,3,4,4,3,5,Yes,False,,
CFB0003343,CLI0158,ASG001310,DUD100844,2023-07-30,5,5,5,5,5,5,5,Yes,True,Attendance,
CFB0003344,CLI0210,ASG001311,DUD100844,2024-05-30,1,1,2,1,1,2,1,No,False,,
CFB0003345,CLI0210,ASG001311,DUD100844,2026-02-06,4,4,4,4,4,4,5,Yes,False,,
CFB0003346,CLI0173,ASG001312,DUD100845,2023-01-13,5,5,5,5,5,5,5,Yes,False,,
CFB0003347,CLI0054,ASG001313,DUD100846,2024-06-20,5,5,4,5,4,5,5,Yes,False,,
CFB0003348,CLI0054,ASG001313,DUD100846,2024-05-09,4,4,4,4,5,5,5,Yes,False,,
CFB0003349,CLI0054,ASG001313,DUD100846,2024-04-10,3,3,3,3,3,2,3,No,False,,
CFB0003350,CLI0054,ASG001313,DUD100846,2024-06-20,4,3,5,4,4,4,5,Yes,False,,
CFB0003351,CLI0101,ASG001314,DUD100847,2021-08-17,2,2,2,3,1,2,2,No,False,,
CFB0003352,CLI0101,ASG001314,DUD100847,2021-08-15,5,5,5,5,5,5,5,No,False,,
CFB0003353,CLI0101,ASG001314,DUD100847,2021-03-30,4,4,4,4,3,3,3,Yes,False,,
CFB0003354,CLI0101,ASG001314,DUD100847,2021-03-29,3,3,4,4,3,3,4,No,False,,
CFB0003355,CLI0124,ASG001315,DUD100847,2022-10-01,3,3,3,4,3,3,4,Maybe,True,Classroom Management,
CFB0003356,CLI0124,ASG001315,DUD100847,2021-11-13,2,1,1,2,1,2,2,No,False,,
CFB0003357,CLI0124,ASG001315,DUD100847,2022-05-22,4,3,5,4,5,5,3,Yes,False,,
CFB0003358,CLI0007,ASG001316,DUD100847,2024-06-29,2,2,1,2,2,2,2,Yes,True,Professionalism,
CFB0003359,CLI0007,ASG001316,DUD100847,2024-08-24,5,4,5,5,5,4,5,Yes,False,,
CFB0003360,CLI0116,ASG001317,DUD100848,2026-03-25,4,5,5,5,4,5,5,Maybe,False,,
CFB0003361,CLI0116,ASG001317,DUD100848,2025-09-24,4,3,4,5,5,3,3,Yes,False,,
CFB0003362,CLI0267,ASG001318,DUD100849,2026-06-18,3,3,3,3,3,3,3,Yes,False,,
CFB0003363,CLI0140,ASG001319,DUD100850,2023-05-19,5,5,5,5,5,5,5,Yes,False,,
CFB0003364,CLI0140,ASG001319,DUD100850,2023-07-10,4,5,4,4,3,4,4,Yes,False,,
CFB0003365,CLI0269,ASG001320,DUD100851,2024-10-07,4,5,4,4,5,5,4,Maybe,False,,
CFB0003366,CLI0269,ASG001320,DUD100851,2024-08-08,4,4,5,5,4,5,4,No,False,,
CFB0003367,CLI0269,ASG001320,DUD100851,2024-09-21,4,3,4,5,3,4,4,Yes,False,,
CFB0003368,CLI0061,ASG001321,DUD100851,2025-02-25,5,5,5,5,5,5,4,Yes,False,,
CFB0003369,CLI0061,ASG001321,DUD100851,2025-03-29,4,3,5,5,3,4,5,Maybe,False,,
CFB0003370,CLI0061,ASG001321,DUD100851,2025-04-29,5,5,5,4,5,4,5,Yes,False,,
CFB0003371,CLI0061,ASG001321,DUD100851,2025-06-04,4,5,4,4,4,4,5,Yes,False,,
CFB0003372,CLI0294,ASG001322,DUD100851,2026-06-24,3,2,4,3,3,4,2,Maybe,False,,
CFB0003373,CLI0294,ASG001322,DUD100851,2026-02-28,4,5,4,4,5,4,5,Yes,False,,
CFB0003374,CLI0294,ASG001322,DUD100851,2025-12-15,3,4,2,2,2,3,3,Yes,True,Attendance,
CFB0003375,CLI0294,ASG001322,DUD100851,2025-11-06,5,5,5,4,5,5,5,Yes,False,,
CFB0003376,CLI0122,ASG001323,DUD100852,2024-06-19,3,3,2,2,2,3,3,Maybe,False,,
CFB0003377,CLI0122,ASG001323,DUD100852,2025-08-19,3,3,3,2,3,3,4,No,False,,
CFB0003378,CLI0122,ASG001323,DUD100852,2026-08-15,5,5,4,5,4,5,5,Yes,False,,
CFB0003379,CLI0020,ASG001324,DUD100853,2021-05-26,1,1,1,1,1,1,1,Maybe,False,,
CFB0003380,CLI0020,ASG001324,DUD100853,2021-07-11,1,1,2,1,1,1,2,Maybe,False,,
CFB0003381,CLI0080,ASG001325,DUD100853,2025-05-31,5,5,5,5,4,5,5,Maybe,False,,
CFB0003382,CLI0100,ASG001326,DUD100854,2026-04-25,4,4,3,4,4,4,4,Yes,False,,
CFB0003383,CLI0100,ASG001326,DUD100854,2026-06-19,4,5,4,5,3,3,3,Maybe,False,,
CFB0003384,CLI0100,ASG001326,DUD100854,2026-09-08,1,1,1,2,2,1,2,Yes,False,,
CFB0003385,CLI0100,ASG001326,DUD100854,2026-09-06,4,4,4,4,4,4,4,Yes,False,,
CFB0003386,CLI0234,ASG001327,DUD100854,2026-12-16,4,4,3,4,3,3,5,Yes,False,,
CFB0003387,CLI0198,ASG001328,DUD100855,2023-12-27,2,2,1,1,2,2,2,Yes,False,,
CFB0003388,CLI0198,ASG001328,DUD100855,2023-05-03,4,4,4,5,4,4,4,Maybe,False,,
CFB0003389,CLI0198,ASG001328,DUD100855,2024-12-24,5,5,5,4,5,4,5,Yes,False,,
CFB0003390,CLI0269,ASG001329,DUD100856,2024-03-01,5,5,5,5,5,5,5,Yes,False,,
CFB0003391,CLI0269,ASG001329,DUD100856,2025-06-12,5,4,4,4,5,4,5,Yes,False,,
CFB0003392,CLI0269,ASG001329,DUD100856,2024-09-16,5,5,4,5,5,4,4,Yes,False,,
CFB0003393,CLI0087,ASG001330,DUD100857,2025-03-09,5,5,5,5,5,5,4,Yes,False,,
CFB0003394,CLI0087,ASG001330,DUD100857,2024-11-22,5,5,5,5,5,5,4,Yes,False,,
CFB0003395,CLI0087,ASG001330,DUD100857,2025-03-26,3,3,3,3,4,3,2,No,False,,
CFB0003396,CLI0087,ASG001330,DUD100857,2024-09-12,3,3,3,2,3,4,3,Maybe,False,,
CFB0003397,CLI0123,ASG001331,DUD100858,2022-10-06,4,4,4,3,3,3,3,Yes,False,,
CFB0003398,CLI0123,ASG001331,DUD100858,2022-09-19,3,4,3,4,4,4,3,Maybe,False,,
CFB0003399,CLI0297,ASG001332,DUD100858,2023-11-27,4,5,4,3,3,3,3,Yes,False,,
CFB0003400,CLI0297,ASG001332,DUD100858,2023-09-28,4,5,5,4,4,5,4,Yes,False,,
CFB0003401,CLI0241,ASG001333,DUD100858,2024-11-17,3,3,2,3,4,2,3,Yes,False,,
CFB0003402,CLI0241,ASG001333,DUD100858,2025-05-26,5,5,5,5,5,4,5,Yes,False,,
CFB0003403,CLI0272,ASG001334,DUD100859,2023-06-26,3,4,2,2,2,4,2,Maybe,False,,
CFB0003404,CLI0272,ASG001334,DUD100859,2024-09-08,5,4,5,4,4,5,5,Maybe,False,,
CFB0003405,CLI0272,ASG001334,DUD100859,2026-03-06,1,1,1,1,1,1,1,Yes,False,,
CFB0003406,CLI0272,ASG001334,DUD100859,2021-10-17,2,3,2,2,3,3,1,Maybe,False,,
CFB0003407,CLI0023,ASG001335,DUD100860,2023-08-08,4,4,5,3,4,4,5,Yes,False,,
CFB0003408,CLI0023,ASG001335,DUD100860,2023-03-17,3,3,2,2,3,3,4,No,False,,
CFB0003409,CLI0047,ASG001336,DUD100861,2025-10-23,4,5,4,5,3,4,4,No,False,,
CFB0003410,CLI0047,ASG001336,DUD100861,2025-11-04,3,3,3,4,4,4,2,No,False,,
CFB0003411,CLI0047,ASG001336,DUD100861,2025-04-15,4,4,4,3,3,3,4,Maybe,False,,
CFB0003412,CLI0072,ASG001337,DUD100862,2025-07-20,4,3,5,4,4,4,4,Maybe,False,,
CFB0003413,CLI0267,ASG001338,DUD100863,2024-09-07,4,4,4,4,5,4,4,Yes,False,,
CFB0003414,CLI0267,ASG001338,DUD100863,2025-08-10,5,5,4,5,5,5,5,Yes,False,,
CFB0003415,CLI0267,ASG001338,DUD100863,2025-11-15,3,2,4,2,3,3,4,No,False,,
CFB0003416,CLI0063,ASG001339,DUD100864,2025-11-25,4,3,4,4,3,4,4,Yes,False,,
CFB0003417,CLI0063,ASG001339,DUD100864,2024-09-29,1,2,1,1,2,2,1,Maybe,False,,
CFB0003418,CLI0063,ASG001339,DUD100864,2024-07-17,4,4,3,3,3,3,3,Yes,False,,
CFB0003419,CLI0191,ASG001340,DUD100865,2023-09-01,4,3,3,4,4,4,3,Yes,False,,
CFB0003420,CLI0242,ASG001341,DUD100865,2024-01-04,3,3,2,2,3,3,2,Yes,False,,
CFB0003421,CLI0242,ASG001341,DUD100865,2024-03-11,5,5,5,5,5,5,4,Maybe,False,,
CFB0003422,CLI0242,ASG001341,DUD100865,2023-11-20,4,3,4,4,5,4,4,Yes,False,,
CFB0003423,CLI0114,ASG001342,DUD100865,2024-12-18,4,3,4,4,5,3,4,Yes,False,,
CFB0003424,CLI0114,ASG001342,DUD100865,2025-01-06,3,3,3,3,4,2,3,Maybe,True,Professionalism,
CFB0003425,CLI0137,ASG001343,DUD100866,2026-07-12,4,4,3,3,4,4,3,Yes,False,,
CFB0003426,CLI0137,ASG001343,DUD100866,2026-09-20,4,4,3,4,5,4,5,Yes,False,,
CFB0003427,CLI0170,ASG001344,DUD100867,2021-07-06,4,5,3,4,4,4,3,Yes,False,,
CFB0003428,CLI0130,ASG001345,DUD100868,2021-09-24,4,5,4,3,4,3,3,Maybe,False,,
CFB0003429,CLI0130,ASG001345,DUD100868,2021-12-16,4,4,4,5,4,3,3,Yes,False,,
CFB0003430,CLI0130,ASG001345,DUD100868,2021-08-28,2,2,2,2,2,2,1,Maybe,False,,
CFB0003431,CLI0243,ASG001346,DUD100868,2022-08-01,4,4,5,5,4,5,5,Maybe,False,,
CFB0003432,CLI0243,ASG001346,DUD100868,2022-10-12,5,5,5,5,5,5,5,Yes,False,,
CFB0003433,CLI0111,ASG001347,DUD100869,2026-03-14,2,1,3,1,1,2,2,No,False,,
CFB0003434,CLI0111,ASG001347,DUD100869,2025-07-26,4,4,4,5,5,4,4,Maybe,False,,
CFB0003435,CLI0111,ASG001347,DUD100869,2025-07-12,3,4,3,3,3,3,3,Yes,True,Professionalism,
CFB0003436,CLI0111,ASG001347,DUD100869,2025-11-28,3,3,3,2,4,3,3,Maybe,False,,
CFB0003437,CLI0172,ASG001348,DUD100870,2024-11-01,4,4,4,4,3,5,5,Yes,False,,
CFB0003438,CLI0172,ASG001348,DUD100870,2025-03-09,5,5,4,5,5,4,4,Yes,False,,
CFB0003439,CLI0080,ASG001349,DUD100871,2026-05-24,5,5,5,5,5,5,4,No,False,,
CFB0003440,CLI0015,ASG001350,DUD100871,2026-07-29,4,4,5,5,4,3,4,Yes,False,,
CFB0003441,CLI0015,ASG001350,DUD100871,2026-08-16,3,4,3,4,3,3,3,Maybe,False,,
CFB0003442,CLI0137,ASG001351,DUD100872,2025-01-30,4,4,5,3,4,5,4,Yes,False,,
CFB0003443,CLI0034,ASG001352,DUD100873,2025-10-04,5,5,5,5,5,5,5,Yes,False,,
CFB0003444,CLI0034,ASG001352,DUD100873,2023-01-12,2,2,2,2,1,2,2,Maybe,False,,
CFB0003445,CLI0034,ASG001352,DUD100873,2025-06-18,5,5,5,5,4,4,4,Yes,False,,
CFB0003446,CLI0110,ASG001353,DUD100874,2023-11-17,4,4,4,4,4,4,4,No,False,,
CFB0003447,CLI0283,ASG001354,DUD100875,2025-07-26,4,3,4,4,4,4,3,Maybe,False,,
CFB0003448,CLI0283,ASG001354,DUD100875,2026-02-23,4,3,3,4,5,4,5,Yes,False,,
CFB0003449,CLI0208,ASG001355,DUD100876,2024-12-31,2,2,2,1,1,3,2,Yes,False,,
CFB0003450,CLI0208,ASG001355,DUD100876,2024-12-12,5,5,5,5,4,5,5,Yes,False,,
CFB0003451,CLI0208,ASG001355,DUD100876,2024-12-21,4,4,4,5,4,3,4,Yes,False,,
CFB0003452,CLI0116,ASG001356,DUD100876,2025-12-02,4,4,4,5,4,3,4,Yes,False,,
CFB0003453,CLI0116,ASG001356,DUD100876,2025-02-20,3,3,3,3,2,2,3,Maybe,True,Lesson Quality,
CFB0003454,CLI0116,ASG001356,DUD100876,2026-03-10,3,3,3,2,3,3,3,Maybe,False,,
CFB0003455,CLI0164,ASG001357,DUD100877,2026-01-08,5,5,5,4,5,5,5,Yes,False,,
CFB0003456,CLI0164,ASG001357,DUD100877,2026-07-12,4,3,3,3,4,4,4,Yes,False,,
CFB0003457,CLI0164,ASG001357,DUD100877,2026-06-29,3,3,3,3,3,4,3,Maybe,False,,
CFB0003458,CLI0237,ASG001358,DUD100878,2026-07-31,3,3,4,3,3,3,4,Yes,False,,
CFB0003459,CLI0237,ASG001358,DUD100878,2025-09-21,2,2,2,2,3,2,2,Maybe,False,,
CFB0003460,CLI0237,ASG001358,DUD100878,2026-01-11,5,5,4,5,5,5,5,Maybe,False,,
CFB0003461,CLI0237,ASG001358,DUD100878,2026-04-23,5,4,4,4,5,5,5,Yes,False,,
CFB0003462,CLI0278,ASG001359,DUD100879,2026-03-21,5,5,5,5,5,5,4,Maybe,False,,
CFB0003463,CLI0278,ASG001359,DUD100879,2025-11-12,5,5,5,5,5,5,5,Yes,False,,
CFB0003464,CLI0278,ASG001359,DUD100879,2026-05-17,3,3,3,3,2,3,2,Maybe,False,,
CFB0003465,CLI0027,ASG001360,DUD100880,2026-01-26,3,3,3,4,3,2,3,Yes,True,Communication,
CFB0003466,CLI0027,ASG001360,DUD100880,2026-07-05,3,2,4,3,4,2,4,Yes,True,Classroom Management,
CFB0003467,CLI0061,ASG001361,DUD100880,2027-04-23,4,4,5,5,4,3,4,Maybe,False,,
CFB0003468,CLI0064,ASG001362,DUD100881,2027-02-14,1,1,2,1,1,1,2,Maybe,False,,
CFB0003469,CLI0064,ASG001362,DUD100881,2027-07-29,4,3,5,3,5,4,5,Yes,False,,
CFB0003470,CLI0064,ASG001362,DUD100881,2026-06-22,5,4,5,5,5,5,5,Yes,False,,
CFB0003471,CLI0229,ASG001363,DUD100881,2027-09-13,2,3,1,2,2,2,1,Maybe,False,,
CFB0003472,CLI0229,ASG001363,DUD100881,2027-09-13,4,4,5,4,5,4,5,Yes,False,,
CFB0003473,CLI0125,ASG001364,DUD100882,2022-06-23,3,3,3,3,3,2,4,Maybe,True,Punctuality,
CFB0003474,CLI0039,ASG001365,DUD100883,2023-07-25,4,5,4,3,4,4,3,Yes,False,,
CFB0003475,CLI0039,ASG001365,DUD100883,2023-10-29,4,4,5,4,4,3,4,Yes,False,,
CFB0003476,CLI0039,ASG001365,DUD100883,2023-07-08,1,1,1,1,1,1,1,Maybe,False,,
CFB0003477,CLI0129,ASG001366,DUD100883,2024-06-23,5,5,5,5,5,5,5,Yes,False,,
CFB0003478,CLI0129,ASG001366,DUD100883,2024-09-19,4,3,5,4,4,4,4,Maybe,False,,
CFB0003479,CLI0129,ASG001366,DUD100883,2024-03-28,2,3,3,2,2,1,3,Yes,False,,
CFB0003480,CLI0062,ASG001367,DUD100884,2022-11-02,3,3,3,2,4,2,3,Yes,True,Communication,
CFB0003481,CLI0062,ASG001367,DUD100884,2023-08-14,5,5,4,5,5,5,5,Maybe,False,,
CFB0003482,CLI0075,ASG001368,DUD100884,2025-03-09,5,5,4,5,4,4,5,Yes,False,,
CFB0003483,CLI0075,ASG001368,DUD100884,2025-05-01,4,4,5,3,3,4,4,Yes,False,,
CFB0003484,CLI0075,ASG001368,DUD100884,2026-07-12,4,4,4,5,3,4,5,Yes,False,,
CFB0003485,CLI0075,ASG001368,DUD100884,2024-05-05,4,5,5,4,3,3,4,Maybe,False,,
CFB0003486,CLI0274,ASG001369,DUD100885,2025-10-26,4,4,5,4,5,4,5,Yes,False,,
CFB0003487,CLI0267,ASG001370,DUD100886,2024-08-09,2,1,3,3,2,2,3,Maybe,False,,
CFB0003488,CLI0131,ASG001371,DUD100887,2023-04-17,2,3,3,1,2,1,1,Maybe,True,Classroom Management,
CFB0003489,CLI0131,ASG001371,DUD100887,2023-03-22,4,4,3,5,4,5,3,Yes,False,,
CFB0003490,CLI0131,ASG001371,DUD100887,2023-04-18,4,3,5,4,4,3,4,Maybe,False,,
CFB0003491,CLI0211,ASG001372,DUD100887,2024-05-29,4,4,3,4,5,4,5,Yes,False,,
CFB0003492,CLI0211,ASG001372,DUD100887,2024-06-12,5,5,5,4,5,4,4,Yes,False,,
CFB0003493,CLI0239,ASG001373,DUD100887,2025-12-14,4,3,4,4,4,3,4,Yes,False,,
CFB0003494,CLI0239,ASG001373,DUD100887,2024-10-10,2,2,1,2,2,2,3,Maybe,True,Classroom Management,
CFB0003495,CLI0239,ASG001373,DUD100887,2025-05-02,2,1,3,1,2,1,2,No,False,,
CFB0003496,CLI0239,ASG001373,DUD100887,2024-12-24,3,3,4,4,3,3,3,Maybe,False,,
CFB0003497,CLI0179,ASG001374,DUD100888,2025-11-22,4,3,4,4,3,4,4,Maybe,False,,
CFB0003498,CLI0018,ASG001375,DUD100889,2024-05-27,5,5,5,5,4,5,5,Yes,False,,
CFB0003499,CLI0018,ASG001375,DUD100889,2024-06-28,5,4,5,5,5,5,5,Yes,False,,
CFB0003500,CLI0018,ASG001375,DUD100889,2024-05-07,3,4,3,2,4,2,4,Yes,False,,
CFB0003501,CLI0018,ASG001375,DUD100889,2024-06-06,3,4,3,4,4,4,3,No,False,,
CFB0003502,CLI0084,ASG001376,DUD100889,2026-01-22,3,2,3,4,4,4,3,Maybe,False,,
CFB0003503,CLI0084,ASG001376,DUD100889,2025-12-28,3,3,3,4,2,3,4,Yes,False,,
CFB0003504,CLI0084,ASG001376,DUD100889,2026-03-17,5,5,5,5,5,5,5,Yes,False,,
CFB0003505,CLI0084,ASG001376,DUD100889,2024-11-08,3,2,2,4,3,3,4,Maybe,False,,
CFB0003506,CLI0158,ASG001377,DUD100890,2026-07-17,5,5,4,5,5,4,5,Yes,False,,
CFB0003507,CLI0158,ASG001377,DUD100890,2025-01-11,5,4,5,5,4,5,5,No,False,,
CFB0003508,CLI0106,ASG001378,DUD100891,2026-01-28,5,4,5,5,5,5,5,Yes,False,,
