training_record_id,employee_id,training_date,training_type,delivery_mode,trainer_employee_id,completion_status,result,training_notes
TRN008712,DUD100558,2025-03-10,General Zoom Training,Zoom,DUD100597,Completed,Passed,Teaching ideas and classroom techniques
TRN008713,DUD100558,2025-08-31,General Zoom Training,Zoom,DUD101283,Completed,Passed,General teaching skills refresher
TRN008714,DUD100558,2025-11-24,General Zoom Training,Zoom,DUD101193,Completed,Passed,General teaching skills refresher
TRN008715,DUD100558,2026-02-02,General Zoom Training,Zoom,DUD101324,Completed,Passed,Reinforced communication and professionalism
TRN008717,DUD100559,2025-01-29,Orientation,In Person,DUD100075,Completed,Passed,Initial training completed
TRN008718,DUD100559,2025-02-05,On-the-Job Training,In Person,DUD101193,Completed,Passed,Two-week initial training
TRN008719,DUD100559,2025-04-25,General Zoom Training,Zoom,DUD100861,Completed,Passed,Reinforced communication and professionalism
TRN008720,DUD100559,2025-07-26,General Zoom Training,Zoom,DUD100453,Completed,Passed,General teaching skills refresher
TRN008721,DUD100559,2025-10-07,General Zoom Training,Zoom,DUD100181,Completed,Passed,General teaching skills refresher
TRN008722,DUD100559,2025-12-19,General Zoom Training,Zoom,DUD100633,Completed,Passed,Reinforced lesson preparation
TRN008723,DUD100559,2026-03-01,General Zoom Training,Zoom,DUD100672,Completed,Passed,Reinforced communication and professionalism
TRN008724,DUD100560,2025-07-05,Orientation,In Person,DUD100487,Completed,Passed,Initial training completed
TRN008725,DUD100560,2025-07-12,On-the-Job Training,In Person,DUD101247,Completed,Passed,Two-week initial training
TRN008726,DUD100560,2025-09-11,General Zoom Training,Zoom,DUD100525,Completed,Passed,Reinforced lesson preparation
TRN008727,DUD100560,2025-11-24,General Zoom Training,Zoom,DUD101247,Completed,Passed,Reinforced classroom management
TRN008728,DUD100560,2026-02-06,General Zoom Training,Zoom,DUD101293,Completed,Passed,Teaching ideas and classroom techniques
TRN008729,DUD100561,2024-01-29,Orientation,In Person,DUD100473,Completed,Passed,Initial training completed
TRN008730,DUD100561,2024-02-05,On-the-Job Training,In Person,DUD101355,Completed,Passed,Two-week initial training
TRN008731,DUD100561,2024-04-18,General Zoom Training,Zoom,DUD101114,Completed,Passed,Reinforced communication and professionalism
TRN008732,DUD100561,2024-06-19,General Zoom Training,Zoom,DUD100204,Completed,Passed,Teaching ideas and classroom techniques
TRN008733,DUD100561,2024-09-03,General Zoom Training,Zoom,DUD100939,Completed,Passed,Reinforced lesson preparation
TRN008734,DUD100561,2025-01-17,General Zoom Training,Zoom,DUD100683,Completed,Passed,Reinforced classroom management
TRN008735,DUD100561,2025-06-22,General Zoom Training,Zoom,DUD100466,Completed,Passed,Reinforced lesson preparation
TRN008736,DUD100561,2025-09-05,General Zoom Training,Zoom,DUD100722,Completed,Passed,Reinforced communication and professionalism
TRN008737,DUD100561,2025-11-28,General Zoom Training,Zoom,DUD100348,Completed,Passed,General teaching skills refresher
TRN008738,DUD100561,2026-02-24,General Zoom Training,Zoom,DUD100519,Completed,Passed,Reinforced communication and professionalism
TRN008739,DUD100562,2026-02-01,Orientation,In Person,DUD101120,Completed,Passed,Initial training completed
TRN008740,DUD100562,2026-02-08,On-the-Job Training,In Person,DUD100012,Completed,Passed,Two-week initial training
TRN008741,DUD100563,2024-05-13,Orientation,In Person,DUD101387,Completed,Passed,Initial training completed
TRN008742,DUD100563,2024-05-20,On-the-Job Training,In Person,DUD100519,Completed,Passed,Two-week initial training
TRN008743,DUD100563,2024-07-23,General Zoom Training,Zoom,DUD100978,Completed,Passed,General teaching skills refresher
TRN008744,DUD100563,2024-09-25,General Zoom Training,Zoom,DUD100491,Completed,Passed,Teaching ideas and classroom techniques
TRN008745,DUD100563,2024-12-19,General Zoom Training,Zoom,DUD100346,Completed,Passed,Reinforced lesson preparation
TRN008746,DUD100563,2025-02-24,General Zoom Training,Zoom,DUD100589,Completed,Passed,Reinforced classroom management
TRN008747,DUD100563,2025-04-29,General Zoom Training,Zoom,DUD100630,Completed,Passed,Teaching ideas and classroom techniques
TRN008748,DUD100563,2025-06-28,General Zoom Training,Zoom,DUD101465,Completed,Passed,Reinforced lesson preparation
TRN008749,DUD100563,2025-09-06,General Zoom Training,Zoom,DUD100758,Completed,Passed,Reinforced communication and professionalism
TRN008750,DUD100563,2025-11-25,General Zoom Training,Zoom,DUD100829,Completed,Passed,Teaching ideas and classroom techniques
TRN008751,DUD100563,2026-01-30,General Zoom Training,Zoom,DUD101129,Completed,Passed,Teaching ideas and classroom techniques
TRN008752,DUD100564,2022-06-12,Orientation,In Person,DUD100216,Completed,Passed,Initial training completed
TRN008753,DUD100564,2022-06-19,On-the-Job Training,In Person,DUD100861,Completed,Passed,Two-week initial training
TRN008754,DUD100564,2022-08-26,General Zoom Training,Zoom,DUD100765,Completed,Passed,General teaching skills refresher
TRN008755,DUD100564,2022-11-27,General Zoom Training,Zoom,DUD100836,Completed,Passed,Reinforced communication and professionalism
TRN008769,DUD100564,2023-02-15,Performance Improvement Training,Zoom,DUD100992,Completed,Passed,Additional support following performance review
TRN008756,DUD100564,2023-04-24,General Zoom Training,Zoom,DUD100122,Completed,Passed,Reinforced lesson preparation
TRN008757,DUD100564,2023-07-21,General Zoom Training,Zoom,DUD101088,Completed,Passed,General teaching skills refresher
TRN008758,DUD100564,2023-09-27,General Zoom Training,Zoom,DUD100227,Completed,Passed,Reinforced classroom management
TRN008759,DUD100564,2023-12-20,General Zoom Training,Zoom,DUD100672,Completed,Passed,Teaching ideas and classroom techniques
TRN008760,DUD100564,2024-03-08,General Zoom Training,Zoom,DUD100378,Completed,Passed,Reinforced lesson preparation
TRN008761,DUD100564,2024-05-10,General Zoom Training,Zoom,DUD101314,Completed,Passed,Reinforced communication and professionalism
TRN008762,DUD100564,2024-07-29,General Zoom Training,Zoom,DUD100747,Completed,Passed,Reinforced communication and professionalism
TRN008763,DUD100564,2024-10-22,General Zoom Training,Zoom,DUD100811,Completed,Passed,Reinforced communication and professionalism
TRN008764,DUD100564,2024-12-21,General Zoom Training,Zoom,DUD100650,Completed,Passed,Teaching ideas and classroom techniques
TRN008765,DUD100564,2025-06-17,General Zoom Training,Zoom,DUD100204,Completed,Passed,Reinforced classroom management
TRN008766,DUD100564,2025-09-06,General Zoom Training,Zoom,DUD100644,Completed,Passed,General teaching skills refresher
TRN008767,DUD100564,2025-12-10,General Zoom Training,Zoom,DUD101402,Completed,Passed,Reinforced lesson preparation
TRN008768,DUD100564,2026-03-10,General Zoom Training,Zoom,DUD101077,Completed,Passed,General teaching skills refresher
TRN008770,DUD100565,2020-07-01,Orientation,In Person,DUD101151,Completed,Passed,Initial training completed
TRN008771,DUD100565,2020-07-08,On-the-Job Training,In Person,DUD100861,Completed,Passed,Two-week initial training
TRN008772,DUD100565,2020-09-19,General Zoom Training,Zoom,DUD100823,Completed,Passed,Teaching ideas and classroom techniques
TRN008773,DUD100565,2020-12-11,General Zoom Training,Zoom,DUD100805,Completed,Passed,General teaching skills refresher
TRN008774,DUD100565,2021-02-25,General Zoom Training,Zoom,DUD100415,Completed,Passed,Reinforced lesson preparation
TRN008775,DUD100565,2021-05-19,General Zoom Training,Zoom,DUD100466,Completed,Passed,Reinforced communication and professionalism
TRN008776,DUD100565,2021-08-20,General Zoom Training,Zoom,DUD100487,Completed,Passed,Reinforced lesson preparation
TRN008777,DUD100565,2021-11-14,General Zoom Training,Zoom,DUD100683,Completed,Passed,Reinforced communication and professionalism
TRN008778,DUD100565,2022-01-25,General Zoom Training,Zoom,DUD100204,Completed,Passed,General teaching skills refresher
TRN008779,DUD100565,2022-09-30,General Zoom Training,Zoom,DUD101266,Completed,Passed,General teaching skills refresher
TRN008780,DUD100565,2022-12-07,General Zoom Training,Zoom,DUD100103,Completed,Passed,Reinforced communication and professionalism
TRN008781,DUD100565,2023-03-02,General Zoom Training,Zoom,DUD100750,Completed,Passed,Reinforced lesson preparation
TRN008782,DUD100565,2023-05-15,General Zoom Training,Zoom,DUD101314,Completed,Passed,Reinforced communication and professionalism
TRN008783,DUD100565,2023-09-29,General Zoom Training,Zoom,DUD100151,Completed,Passed,General teaching skills refresher
TRN008784,DUD100565,2023-12-17,General Zoom Training,Zoom,DUD101090,Completed,Passed,General teaching skills refresher
TRN008785,DUD100565,2024-03-09,General Zoom Training,Zoom,DUD100808,Completed,Passed,General teaching skills refresher
TRN008786,DUD100565,2024-05-19,General Zoom Training,Zoom,DUD100227,Completed,Passed,Teaching ideas and classroom techniques
TRN008787,DUD100565,2024-08-18,General Zoom Training,Zoom,DUD100625,Completed,Passed,General teaching skills refresher
TRN008788,DUD100565,2024-10-20,General Zoom Training,Zoom,DUD101020,Completed,Passed,Teaching ideas and classroom techniques
TRN008789,DUD100565,2025-01-23,General Zoom Training,Zoom,DUD100625,Completed,Passed,Reinforced communication and professionalism
TRN008790,DUD100565,2025-06-29,General Zoom Training,Zoom,DUD100733,Completed,Passed,General teaching skills refresher
TRN008791,DUD100565,2025-12-21,General Zoom Training,Zoom,DUD100312,Completed,Passed,Reinforced classroom management
TRN008792,DUD100565,2026-03-19,General Zoom Training,Zoom,DUD100328,Completed,Passed,Reinforced communication and professionalism
TRN008793,DUD100566,2026-01-24,Orientation,In Person,DUD100522,Completed,Passed,Initial training completed
TRN008794,DUD100566,2026-01-31,On-the-Job Training,In Person,DUD100570,Completed,Passed,Two-week initial training
TRN008795,DUD100567,2023-10-11,Orientation,In Person,DUD100204,Completed,Passed,Initial training completed
TRN008796,DUD100567,2023-10-18,On-the-Job Training,In Person,DUD100181,Completed,Passed,Two-week initial training
TRN008797,DUD100567,2023-12-20,General Zoom Training,Zoom,DUD101425,Completed,Passed,General teaching skills refresher
TRN008798,DUD100567,2024-03-20,General Zoom Training,Zoom,DUD101427,Completed,Passed,Teaching ideas and classroom techniques
TRN008799,DUD100567,2024-05-28,General Zoom Training,Zoom,DUD100869,Completed,Passed,Reinforced communication and professionalism
TRN008800,DUD100567,2024-08-01,General Zoom Training,Zoom,DUD101057,Completed,Passed,Reinforced lesson preparation
TRN008801,DUD100567,2024-11-01,General Zoom Training,Zoom,DUD101020,Completed,Passed,Teaching ideas and classroom techniques
TRN008802,DUD100567,2025-01-14,General Zoom Training,Zoom,DUD101262,Completed,Passed,General teaching skills refresher
TRN008803,DUD100567,2025-04-08,General Zoom Training,Zoom,DUD100939,Completed,Passed,General teaching skills refresher
TRN008804,DUD100567,2025-06-15,General Zoom Training,Zoom,DUD100805,Completed,Passed,Teaching ideas and classroom techniques
TRN008805,DUD100567,2025-08-16,General Zoom Training,Zoom,DUD101293,Completed,Passed,Reinforced communication and professionalism
TRN008806,DUD100567,2025-11-12,General Zoom Training,Zoom,DUD100845,Completed,Passed,Reinforced classroom management
TRN008807,DUD100567,2026-02-12,General Zoom Training,Zoom,DUD100537,Completed,Passed,Reinforced communication and professionalism
TRN008808,DUD100568,2022-08-13,Orientation,In Person,DUD100608,Completed,Passed,Initial training completed
TRN008809,DUD100568,2022-08-20,On-the-Job Training,In Person,DUD101057,Completed,Passed,Two-week initial training
TRN008810,DUD100568,2022-10-21,General Zoom Training,Zoom,DUD101335,Completed,Passed,Reinforced lesson preparation
TRN008811,DUD100568,2023-03-22,General Zoom Training,Zoom,DUD100002,Completed,Passed,Reinforced classroom management
TRN008812,DUD100568,2023-05-21,General Zoom Training,Zoom,DUD100765,Completed,Passed,Reinforced classroom management
TRN008813,DUD100568,2023-08-23,General Zoom Training,Zoom,DUD100149,Completed,Passed,Teaching ideas and classroom techniques
TRN008814,DUD100568,2023-11-01,General Zoom Training,Zoom,DUD100861,Completed,Passed,Teaching ideas and classroom techniques
TRN008815,DUD100568,2024-06-05,General Zoom Training,Zoom,DUD100534,Completed,Passed,Teaching ideas and classroom techniques
TRN008816,DUD100568,2024-08-15,General Zoom Training,Zoom,DUD100204,Completed,Passed,Teaching ideas and classroom techniques
TRN008817,DUD100568,2024-10-24,General Zoom Training,Zoom,DUD100836,Completed,Passed,Teaching ideas and classroom techniques
TRN008818,DUD100568,2025-04-02,General Zoom Training,Zoom,DUD100963,Completed,Passed,Reinforced communication and professionalism
TRN008819,DUD100568,2025-06-14,General Zoom Training,Zoom,DUD100062,Completed,Passed,Teaching ideas and classroom techniques
TRN008820,DUD100568,2025-08-24,General Zoom Training,Zoom,DUD100614,Completed,Passed,Reinforced classroom management
TRN008821,DUD100568,2025-10-31,General Zoom Training,Zoom,DUD100473,Completed,Passed,General teaching skills refresher
TRN008822,DUD100568,2026-01-24,General Zoom Training,Zoom,DUD100364,Completed,Passed,Reinforced communication and professionalism
TRN008823,DUD100568,2026-03-25,General Zoom Training,Zoom,DUD100364,Completed,Passed,Reinforced communication and professionalism
TRN008824,DUD100569,2019-10-03,Orientation,In Person,DUD100525,Completed,Passed,Initial training completed
TRN008825,DUD100569,2019-10-10,On-the-Job Training,In Person,DUD100861,Completed,Passed,Two-week initial training
TRN008826,DUD100569,2019-12-18,General Zoom Training,Zoom,DUD101088,Completed,Passed,Reinforced lesson preparation
TRN008827,DUD100569,2020-02-27,General Zoom Training,Zoom,DUD101077,Completed,Passed,Reinforced classroom management
TRN008828,DUD100569,2020-05-11,General Zoom Training,Zoom,DUD100012,Completed,Passed,General teaching skills refresher
TRN008829,DUD100569,2020-08-14,General Zoom Training,Zoom,DUD100378,Completed,Passed,Reinforced classroom management
TRN008830,DUD100569,2021-01-20,General Zoom Training,Zoom,DUD100522,Completed,Passed,Reinforced lesson preparation
TRN008831,DUD100569,2021-06-17,General Zoom Training,Zoom,DUD100312,Completed,Passed,Teaching ideas and classroom techniques
TRN008832,DUD100569,2021-09-14,General Zoom Training,Zoom,DUD100984,Completed,Passed,Reinforced lesson preparation
TRN008833,DUD100569,2021-11-23,General Zoom Training,Zoom,DUD100216,Completed,Passed,Teaching ideas and classroom techniques
TRN008834,DUD100569,2022-02-10,General Zoom Training,Zoom,DUD101057,Completed,Passed,General teaching skills refresher
TRN008835,DUD100569,2022-04-28,General Zoom Training,Zoom,DUD101208,Completed,Passed,Reinforced lesson preparation
TRN008836,DUD100569,2022-07-10,General Zoom Training,Zoom,DUD100002,Completed,Passed,Reinforced communication and professionalism
TRN008837,DUD100569,2022-09-14,General Zoom Training,Zoom,DUD100328,Completed,Passed,Reinforced lesson preparation
TRN008838,DUD100569,2022-12-15,General Zoom Training,Zoom,DUD101262,Completed,Passed,Reinforced classroom management
TRN008839,DUD100569,2023-02-18,General Zoom Training,Zoom,DUD100765,Completed,Passed,Reinforced classroom management
TRN008840,DUD100569,2023-05-04,General Zoom Training,Zoom,DUD100382,Completed,Passed,Teaching ideas and classroom techniques
TRN008841,DUD100569,2023-07-19,General Zoom Training,Zoom,DUD100330,Completed,Passed,Reinforced lesson preparation
TRN008842,DUD100569,2023-09-19,General Zoom Training,Zoom,DUD100671,Completed,Passed,General teaching skills refresher
TRN008843,DUD100569,2023-12-03,General Zoom Training,Zoom,DUD100312,Completed,Passed,Teaching ideas and classroom techniques
TRN008844,DUD100569,2024-03-04,General Zoom Training,Zoom,DUD101215,Completed,Passed,General teaching skills refresher
TRN008845,DUD100569,2024-05-21,General Zoom Training,Zoom,DUD100845,Completed,Passed,Reinforced lesson preparation
TRN008846,DUD100569,2024-07-31,General Zoom Training,Zoom,DUD100861,Completed,Passed,Reinforced classroom management
TRN008847,DUD100569,2024-10-21,General Zoom Training,Zoom,DUD101355,Completed,Passed,General teaching skills refresher
TRN008848,DUD100569,2025-01-07,General Zoom Training,Zoom,DUD101215,Completed,Passed,Reinforced communication and professionalism
TRN008849,DUD100569,2025-04-04,General Zoom Training,Zoom,DUD101449,Completed,Passed,Teaching ideas and classroom techniques
TRN008850,DUD100569,2025-07-01,General Zoom Training,Zoom,DUD100570,Completed,Passed,Reinforced classroom management
TRN008851,DUD100569,2025-09-02,General Zoom Training,Zoom,DUD100721,Completed,Passed,Teaching ideas and classroom techniques
TRN008852,DUD100569,2025-11-14,General Zoom Training,Zoom,DUD100487,Completed,Passed,Teaching ideas and classroom techniques
TRN008853,DUD100569,2026-01-18,General Zoom Training,Zoom,DUD100519,Completed,Passed,Reinforced communication and professionalism
TRN008854,DUD100569,2026-03-24,General Zoom Training,Zoom,DUD100278,Completed,Passed,General teaching skills refresher
TRN008855,DUD100570,2020-03-03,Orientation,In Person,DUD100090,Completed,Passed,Initial training completed
TRN008856,DUD100570,2020-03-10,On-the-Job Training,In Person,DUD101465,Completed,Passed,Two-week initial training
TRN008857,DUD100570,2020-05-18,General Zoom Training,Zoom,DUD100473,Completed,Passed,Reinforced lesson preparation
TRN008858,DUD100570,2020-08-11,General Zoom Training,Zoom,DUD101293,Completed,Passed,Reinforced communication and professionalism
TRN008859,DUD100570,2020-10-12,General Zoom Training,Zoom,DUD100348,Completed,Passed,Reinforced classroom management
TRN008860,DUD100570,2021-04-03,General Zoom Training,Zoom,DUD101114,Completed,Passed,Reinforced communication and professionalism
TRN008881,DUD100570,2021-04-09,Trainer School Visit,In Person,DUD101057,Completed,Passed,Performance observation and client-service support
TRN008861,DUD100570,2021-06-25,General Zoom Training,Zoom,DUD100675,Completed,Passed,Reinforced lesson preparation
TRN008862,DUD100570,2021-09-16,General Zoom Training,Zoom,DUD100537,Completed,Passed,Reinforced lesson preparation
TRN008863,DUD100570,2021-12-18,General Zoom Training,Zoom,DUD100205,Completed,Passed,General teaching skills refresher
TRN008864,DUD100570,2022-03-16,General Zoom Training,Zoom,DUD100415,Completed,Passed,Reinforced classroom management
TRN008865,DUD100570,2022-05-24,General Zoom Training,Zoom,DUD100151,Completed,Passed,General teaching skills refresher
TRN008866,DUD100570,2022-07-24,General Zoom Training,Zoom,DUD100788,Completed,Passed,Teaching ideas and classroom techniques
TRN008867,DUD100570,2022-10-22,General Zoom Training,Zoom,DUD101427,Completed,Passed,Reinforced classroom management
TRN008868,DUD100570,2023-01-11,General Zoom Training,Zoom,DUD100537,Completed,Passed,Teaching ideas and classroom techniques
TRN008869,DUD100570,2023-05-28,General Zoom Training,Zoom,DUD100534,Completed,Passed,Teaching ideas and classroom techniques
TRN008870,DUD100570,2023-07-31,General Zoom Training,Zoom,DUD100002,Completed,Passed,Reinforced lesson preparation
TRN008871,DUD100570,2024-01-18,General Zoom Training,Zoom,DUD100667,Completed,Passed,Teaching ideas and classroom techniques
TRN008872,DUD100570,2024-04-20,General Zoom Training,Zoom,DUD101382,Completed,Passed,Teaching ideas and classroom techniques
TRN008873,DUD100570,2024-07-02,General Zoom Training,Zoom,DUD101303,Completed,Passed,Reinforced communication and professionalism
TRN008874,DUD100570,2025-01-03,General Zoom Training,Zoom,DUD100861,Completed,Passed,Reinforced communication and professionalism
TRN008875,DUD100570,2025-03-10,General Zoom Training,Zoom,DUD100992,Completed,Passed,Reinforced lesson preparation
TRN008876,DUD100570,2025-05-20,General Zoom Training,Zoom,DUD101366,Completed,Passed,Reinforced communication and professionalism
TRN008877,DUD100570,2025-08-08,General Zoom Training,Zoom,DUD101059,Completed,Passed,Teaching ideas and classroom techniques
TRN008878,DUD100570,2025-10-31,General Zoom Training,Zoom,DUD100522,Completed,Passed,General teaching skills refresher
TRN008879,DUD100570,2026-01-07,General Zoom Training,Zoom,DUD100608,Completed,Passed,General teaching skills refresher
TRN008880,DUD100570,2026-03-27,General Zoom Training,Zoom,DUD100984,Completed,Passed,Reinforced communication and professionalism
TRN008882,DUD100571,2023-10-19,Orientation,In Person,DUD100697,Completed,Passed,Initial training completed
TRN008883,DUD100571,2023-10-26,On-the-Job Training,In Person,DUD101129,Completed,Passed,Two-week initial training
TRN008884,DUD100571,2023-12-26,General Zoom Training,Zoom,DUD101355,Completed,Passed,General teaching skills refresher
TRN008885,DUD100571,2024-06-17,General Zoom Training,Zoom,DUD100761,Completed,Passed,Teaching ideas and classroom techniques
TRN008886,DUD100571,2024-08-31,General Zoom Training,Zoom,DUD100318,Completed,Passed,Teaching ideas and classroom techniques
TRN008887,DUD100571,2024-11-18,General Zoom Training,Zoom,DUD100836,Completed,Passed,General teaching skills refresher
TRN008888,DUD100571,2025-01-29,General Zoom Training,Zoom,DUD100067,Completed,Passed,Reinforced classroom management
TRN008889,DUD100571,2025-04-27,General Zoom Training,Zoom,DUD100570,Completed,Passed,Reinforced classroom management
TRN008890,DUD100571,2025-07-06,General Zoom Training,Zoom,DUD100522,Completed,Passed,Reinforced classroom management
TRN008891,DUD100571,2025-09-08,General Zoom Training,Zoom,DUD100350,Completed,Passed,Reinforced classroom management
TRN008892,DUD100571,2026-01-30,General Zoom Training,Zoom,DUD101077,Completed,Passed,General teaching skills refresher
TRN008893,DUD100572,2024-03-01,Orientation,In Person,DUD100297,Completed,Passed,Initial training completed
TRN008894,DUD100572,2024-03-08,On-the-Job Training,In Person,DUD100075,Completed,Passed,Two-week initial training
TRN008895,DUD100572,2024-05-10,General Zoom Training,Zoom,DUD100644,Completed,Passed,Reinforced lesson preparation
TRN008896,DUD100572,2024-10-11,General Zoom Training,Zoom,DUD101054,Completed,Passed,Teaching ideas and classroom techniques
TRN008897,DUD100572,2025-03-30,General Zoom Training,Zoom,DUD101387,Completed,Passed,General teaching skills refresher
TRN008898,DUD100572,2025-06-25,General Zoom Training,Zoom,DUD100788,Completed,Passed,Teaching ideas and classroom techniques
TRN008899,DUD100572,2025-08-29,General Zoom Training,Zoom,DUD100761,Completed,Passed,Teaching ideas and classroom techniques
TRN008900,DUD100572,2025-11-08,General Zoom Training,Zoom,DUD101316,Completed,Passed,Reinforced communication and professionalism
TRN008901,DUD100572,2026-01-18,General Zoom Training,Zoom,DUD101335,Completed,Passed,General teaching skills refresher
TRN008902,DUD100572,2026-03-19,General Zoom Training,Zoom,DUD100672,Completed,Passed,General teaching skills refresher
TRN008903,DUD100573,2019-06-06,Orientation,In Person,DUD101449,Completed,Passed,Initial training completed
TRN008904,DUD100573,2019-06-13,On-the-Job Training,In Person,DUD101484,Completed,Passed,Two-week initial training
TRN008905,DUD100573,2020-01-07,General Zoom Training,Zoom,DUD100992,Completed,Passed,Reinforced communication and professionalism
TRN008906,DUD100573,2020-04-11,General Zoom Training,Zoom,DUD100248,Completed,Passed,Reinforced classroom management
TRN008907,DUD100573,2020-07-09,General Zoom Training,Zoom,DUD100603,Completed,Passed,Reinforced lesson preparation
TRN008908,DUD100573,2020-09-19,General Zoom Training,Zoom,DUD101402,Completed,Passed,Reinforced communication and professionalism
TRN008909,DUD100573,2020-12-14,General Zoom Training,Zoom,DUD101059,Completed,Passed,Reinforced lesson preparation
TRN008910,DUD100573,2021-03-09,General Zoom Training,Zoom,DUD100788,Completed,Passed,Reinforced communication and professionalism
TRN008911,DUD100573,2021-08-13,General Zoom Training,Zoom,DUD100141,Completed,Passed,Reinforced communication and professionalism
TRN008912,DUD100573,2021-10-14,General Zoom Training,Zoom,DUD101398,Completed,Passed,Teaching ideas and classroom techniques
TRN008913,DUD100573,2021-12-27,General Zoom Training,Zoom,DUD100389,Completed,Passed,General teaching skills refresher
TRN008914,DUD100573,2022-03-18,General Zoom Training,Zoom,DUD100795,Completed,Passed,Reinforced classroom management
TRN008915,DUD100573,2022-05-23,General Zoom Training,Zoom,DUD100002,Completed,Passed,Reinforced communication and professionalism
TRN008916,DUD100573,2022-09-23,General Zoom Training,Zoom,DUD100699,Completed,Passed,Reinforced communication and professionalism
TRN008917,DUD100573,2023-08-07,General Zoom Training,Zoom,DUD100603,Completed,Passed,Reinforced communication and professionalism
TRN008918,DUD100573,2023-11-02,General Zoom Training,Zoom,DUD100170,Completed,Passed,General teaching skills refresher
TRN008919,DUD100573,2024-02-04,General Zoom Training,Zoom,DUD100650,Completed,Passed,Teaching ideas and classroom techniques
TRN008920,DUD100573,2024-04-19,General Zoom Training,Zoom,DUD101427,Completed,Passed,Teaching ideas and classroom techniques
TRN008921,DUD100573,2024-06-20,General Zoom Training,Zoom,DUD100382,Completed,Passed,Reinforced lesson preparation
TRN008922,DUD100573,2024-08-28,General Zoom Training,Zoom,DUD100697,Completed,Passed,Reinforced communication and professionalism
TRN008923,DUD100573,2024-11-26,General Zoom Training,Zoom,DUD100805,Completed,Passed,Reinforced lesson preparation
TRN008924,DUD100573,2025-01-26,General Zoom Training,Zoom,DUD100934,Completed,Passed,Reinforced classroom management
TRN008925,DUD100573,2025-04-17,General Zoom Training,Zoom,DUD100389,Completed,Passed,Teaching ideas and classroom techniques
TRN008926,DUD100573,2025-07-06,General Zoom Training,Zoom,DUD100457,Completed,Passed,Reinforced classroom management
TRN008927,DUD100573,2025-12-08,General Zoom Training,Zoom,DUD101482,Completed,Passed,Reinforced communication and professionalism
TRN008928,DUD100574,2020-06-07,Orientation,In Person,DUD100614,Completed,Passed,Initial training completed
TRN008929,DUD100574,2020-06-14,On-the-Job Training,In Person,DUD101482,Completed,Passed,Two-week initial training
TRN008930,DUD100574,2020-08-22,General Zoom Training,Zoom,DUD100861,Completed,Passed,Reinforced communication and professionalism
TRN008931,DUD100574,2020-10-21,General Zoom Training,Zoom,DUD101173,Completed,Passed,General teaching skills refresher
TRN008932,DUD100574,2020-12-25,General Zoom Training,Zoom,DUD100534,Completed,Passed,General teaching skills refresher
TRN008933,DUD100574,2021-03-08,General Zoom Training,Zoom,DUD101465,Completed,Passed,Teaching ideas and classroom techniques
TRN008934,DUD100574,2021-06-10,General Zoom Training,Zoom,DUD100963,Completed,Passed,Teaching ideas and classroom techniques
TRN008935,DUD100574,2021-08-16,General Zoom Training,Zoom,DUD100342,Completed,Passed,Reinforced communication and professionalism
TRN008936,DUD100574,2021-10-22,General Zoom Training,Zoom,DUD101113,Completed,Passed,Reinforced classroom management
TRN008937,DUD100574,2021-12-27,General Zoom Training,Zoom,DUD101494,Completed,Passed,Reinforced communication and professionalism
TRN008938,DUD100574,2022-03-27,General Zoom Training,Zoom,DUD100699,Completed,Passed,General teaching skills refresher
TRN008939,DUD100574,2022-06-18,General Zoom Training,Zoom,DUD101366,Completed,Passed,Teaching ideas and classroom techniques
TRN008940,DUD100574,2022-09-19,General Zoom Training,Zoom,DUD101402,Completed,Passed,Teaching ideas and classroom techniques
TRN008941,DUD100574,2022-12-15,General Zoom Training,Zoom,DUD101054,Completed,Passed,General teaching skills refresher
TRN008942,DUD100574,2023-03-10,General Zoom Training,Zoom,DUD100672,Completed,Passed,Teaching ideas and classroom techniques
TRN008943,DUD100574,2023-08-04,General Zoom Training,Zoom,DUD100382,Completed,Passed,Reinforced communication and professionalism
TRN008944,DUD100574,2023-10-14,General Zoom Training,Zoom,DUD100052,Completed,Passed,Teaching ideas and classroom techniques
TRN008945,DUD100574,2024-01-07,General Zoom Training,Zoom,DUD100817,Completed,Passed,Teaching ideas and classroom techniques
TRN008946,DUD100574,2024-03-23,General Zoom Training,Zoom,DUD101122,Completed,Passed,General teaching skills refresher
TRN008947,DUD100574,2024-06-22,General Zoom Training,Zoom,DUD100453,Completed,Passed,Reinforced classroom management
TRN008948,DUD100574,2024-09-25,General Zoom Training,Zoom,DUD100608,Completed,Passed,Reinforced classroom management
TRN008949,DUD100574,2025-02-03,General Zoom Training,Zoom,DUD101258,Completed,Passed,Reinforced communication and professionalism
TRN008950,DUD100574,2025-04-23,General Zoom Training,Zoom,DUD100835,Completed,Passed,General teaching skills refresher
TRN008951,DUD100574,2025-06-30,General Zoom Training,Zoom,DUD100052,Completed,Passed,Teaching ideas and classroom techniques
TRN008952,DUD100574,2025-09-19,General Zoom Training,Zoom,DUD100205,Completed,Passed,Reinforced communication and professionalism
TRN008953,DUD100574,2025-11-26,General Zoom Training,Zoom,DUD100939,Completed,Passed,Teaching ideas and classroom techniques
TRN008954,DUD100574,2026-02-20,General Zoom Training,Zoom,DUD100350,Completed,Passed,General teaching skills refresher
TRN008955,DUD100575,2019-07-24,Orientation,In Person,DUD100811,Completed,Passed,Initial training completed
