performance_id,employee_id,assignment_id,reviewer_id,review_date,review_type,lesson_quality,classroom_management,professionalism,communication,reliability,overall_score,improvement_required,comments
PERF0001611,DUD100785,ASG001221,DUD000022,2025-11-19,Annual Review,5,5,5,5,5,5.0,False,
PERF0001612,DUD100786,ASG001224,DUD000098,2023-07-01,Performance Improvement Review,5,4,5,4,4,4.4,False,
PERF0001613,DUD100786,ASG001224,DUD000031,2025-10-08,Annual Review,3,3,3,2,4,3.0,False,
PERF0001614,DUD100786,ASG001222,DUD000089,2021-07-29,School Visit,4,4,4,5,5,4.4,False,
PERF0001615,DUD100787,ASG001225,DUD000070,2025-08-02,Annual Review,3,4,3,3,4,3.4,False,
PERF0001616,DUD100787,ASG001225,DUD000098,2025-08-06,School Visit,5,4,4,4,5,4.4,False,
PERF0001617,DUD100787,ASG001225,DUD000080,2024-12-22,Annual Review,3,3,3,4,3,3.2,False,
PERF0001618,DUD100788,ASG001226,DUD000015,2025-08-30,School Visit,5,4,4,3,4,4.0,False,
PERF0001619,DUD100788,ASG001226,DUD000045,2025-09-15,Six-Month Review,3,3,5,4,4,3.8,False,
PERF0001620,DUD100788,ASG001226,DUD000044,2025-09-20,School Visit,3,4,4,3,5,3.8,False,
PERF0001621,DUD100789,ASG001228,DUD000074,2026-01-09,Annual Review,4,4,4,5,3,4.0,False,
PERF0001622,DUD100789,ASG001228,DUD000066,2026-05-09,Annual Review,4,5,5,4,3,4.2,False,
PERF0001623,DUD100789,ASG001228,DUD000079,2025-01-06,School Visit,4,4,5,5,4,4.4,False,
PERF0001624,DUD100790,ASG001229,DUD000076,2024-02-05,Annual Review,4,5,4,5,4,4.4,False,
PERF0001625,DUD100791,ASG001230,DUD000010,2022-03-27,Performance Improvement Review,2,3,2,2,3,2.4,True,
PERF0001626,DUD100792,ASG001231,DUD000034,2025-05-28,School Visit,4,3,4,4,3,3.6,False,
PERF0001627,DUD100792,ASG001231,DUD000043,2026-06-22,Annual Review,3,5,3,4,4,3.8,False,
PERF0001628,DUD100793,ASG001232,DUD000054,2026-05-10,Annual Review,5,5,4,4,3,4.2,False,
PERF0001629,DUD100793,ASG001232,DUD000037,2024-11-07,Performance Improvement Review,3,5,4,5,4,4.2,False,
PERF0001630,DUD100794,ASG001234,DUD000035,2025-06-13,Annual Review,3,4,3,4,3,3.4,False,
PERF0001631,DUD100795,ASG001235,DUD000084,2024-12-01,Six-Month Review,3,3,2,4,2,2.8,True,
PERF0001632,DUD100795,ASG001235,DUD000058,2025-01-30,Performance Improvement Review,3,3,3,2,3,2.8,True,
PERF0001633,DUD100796,ASG001236,DUD000086,2022-01-11,Annual Review,4,3,4,3,4,3.6,False,
PERF0001634,DUD100797,ASG001240,DUD000055,2022-10-01,School Visit,4,3,2,3,3,3.0,False,
PERF0001635,DUD100798,ASG001242,DUD000066,2022-08-01,School Visit,4,4,4,3,3,3.6,False,
PERF0001636,DUD100798,ASG001243,DUD000069,2024-07-18,Six-Month Review,4,4,5,4,4,4.2,False,
PERF0001637,DUD100798,ASG001242,DUD000072,2021-12-21,Six-Month Review,4,4,3,3,4,3.6,False,
PERF0001638,DUD100799,ASG001244,DUD000057,2023-03-30,Performance Improvement Review,3,3,3,3,3,3.0,False,
PERF0001639,DUD100800,ASG001246,DUD000031,2026-01-16,School Visit,3,4,4,4,3,3.6,False,
PERF0001640,DUD100800,ASG001246,DUD000096,2025-12-17,Performance Improvement Review,3,2,4,4,2,3.0,False,
PERF0001641,DUD100800,ASG001246,DUD000086,2025-05-26,School Visit,3,4,2,4,4,3.4,False,
PERF0001642,DUD100801,ASG001247,DUD000084,2025-12-09,Six-Month Review,5,4,5,5,5,4.8,False,
PERF0001643,DUD100801,ASG001247,DUD000029,2025-03-09,Annual Review,2,3,2,2,2,2.2,True,
PERF0001644,DUD100801,ASG001247,DUD000090,2023-05-01,Six-Month Review,4,5,4,4,4,4.2,False,
PERF0001645,DUD100802,ASG001248,DUD000013,2022-02-19,Annual Review,5,4,5,5,4,4.6,False,
PERF0001646,DUD100803,ASG001249,DUD000095,2021-09-06,School Visit,5,5,5,5,4,4.8,False,
PERF0001647,DUD100804,ASG001251,DUD000039,2024-07-30,Performance Improvement Review,5,3,5,4,4,4.2,False,
PERF0001648,DUD100804,ASG001252,DUD000072,2026-06-01,Performance Improvement Review,5,5,4,5,5,4.8,False,
PERF0001649,DUD100804,ASG001251,DUD000060,2024-09-09,Six-Month Review,5,4,4,4,5,4.4,False,
PERF0001650,DUD100805,ASG001253,DUD000070,2026-08-04,Performance Improvement Review,4,3,5,4,5,4.2,False,
PERF0001651,DUD100805,ASG001253,DUD000094,2026-02-28,Performance Improvement Review,5,5,5,4,4,4.6,False,
PERF0001652,DUD100806,ASG001256,DUD000088,2024-05-05,Performance Improvement Review,5,5,5,5,5,5.0,False,
PERF0001653,DUD100806,ASG001255,DUD000068,2023-12-06,School Visit,5,3,3,5,3,3.8,False,
PERF0001654,DUD100807,ASG001257,DUD000044,2024-12-30,School Visit,3,3,5,4,4,3.8,False,
PERF0001655,DUD100807,ASG001257,DUD000019,2024-12-14,Annual Review,5,4,5,5,5,4.8,False,
PERF0001656,DUD100807,ASG001257,DUD000032,2024-12-23,Annual Review,5,5,5,5,5,5.0,False,
PERF0001657,DUD100808,ASG001259,DUD000052,2026-01-24,Six-Month Review,5,5,4,5,5,4.8,False,
PERF0001658,DUD100808,ASG001259,DUD000085,2025-02-19,School Visit,5,4,5,4,3,4.2,False,
PERF0001659,DUD100808,ASG001258,DUD000001,2024-07-04,Annual Review,3,4,5,5,4,4.2,False,
PERF0001660,DUD100809,ASG001260,DUD000087,2021-09-24,Performance Improvement Review,1,1,3,2,1,1.6,True,
PERF0001661,DUD100809,ASG001260,DUD000019,2021-09-09,Six-Month Review,4,5,3,4,3,3.8,False,
PERF0001662,DUD100809,ASG001260,DUD000028,2021-09-04,Six-Month Review,3,4,3,3,3,3.2,False,
PERF0001663,DUD100810,ASG001264,DUD000090,2026-07-20,Annual Review,2,3,2,3,2,2.4,True,
PERF0001664,DUD100810,ASG001263,DUD000027,2024-06-03,Annual Review,3,5,3,5,3,3.8,False,
PERF0001665,DUD100810,ASG001264,DUD000090,2026-08-11,Performance Improvement Review,4,4,4,4,5,4.2,False,
PERF0001666,DUD100811,ASG001265,DUD000026,2025-09-10,Performance Improvement Review,4,3,3,2,2,2.8,True,
PERF0001667,DUD100812,ASG001266,DUD000024,2025-02-20,Six-Month Review,4,4,4,3,5,4.0,False,
PERF0001668,DUD100812,ASG001266,DUD000011,2023-01-14,School Visit,3,3,2,3,4,3.0,False,
PERF0001669,DUD100812,ASG001266,DUD000054,2025-05-05,Performance Improvement Review,4,4,4,4,4,4.0,False,
PERF0001670,DUD100813,ASG001267,DUD000088,2026-06-03,School Visit,4,3,3,4,4,3.6,False,
PERF0001671,DUD100814,ASG001268,DUD000023,2025-04-08,Performance Improvement Review,3,3,4,5,4,3.8,False,
PERF0001672,DUD100815,ASG001269,DUD000066,2026-06-11,Performance Improvement Review,5,5,4,4,5,4.6,False,
PERF0001673,DUD100815,ASG001269,DUD000062,2026-06-23,School Visit,5,4,4,4,3,4.0,False,
PERF0001674,DUD100815,ASG001269,DUD000070,2026-02-09,Six-Month Review,3,3,5,4,4,3.8,False,
PERF0001675,DUD100816,ASG001270,DUD000036,2026-02-22,Performance Improvement Review,4,5,5,5,5,4.8,False,
PERF0001676,DUD100816,ASG001270,DUD000026,2025-11-27,Six-Month Review,3,4,3,3,5,3.6,False,
PERF0001677,DUD100817,ASG001271,DUD000024,2022-04-12,Annual Review,3,4,2,2,2,2.6,True,
PERF0001678,DUD100818,ASG001273,DUD000046,2024-11-06,Performance Improvement Review,5,5,3,3,4,4.0,False,
PERF0001679,DUD100819,ASG001274,DUD000026,2025-04-01,Annual Review,1,3,3,3,2,2.4,True,
PERF0001680,DUD100819,ASG001274,DUD000094,2025-06-25,Annual Review,5,4,5,4,5,4.6,False,
PERF0001681,DUD100820,ASG001275,DUD000036,2025-10-09,Six-Month Review,4,4,3,4,5,4.0,False,
PERF0001682,DUD100820,ASG001275,DUD000045,2026-03-21,Six-Month Review,5,4,5,4,4,4.4,False,
PERF0001683,DUD100821,ASG001276,DUD000079,2026-02-16,Performance Improvement Review,4,4,4,4,5,4.2,False,
PERF0001684,DUD100822,ASG001277,DUD000099,2023-11-24,School Visit,3,3,3,3,3,3.0,False,
PERF0001685,DUD100822,ASG001277,DUD000085,2024-06-28,Performance Improvement Review,5,4,5,5,5,4.8,False,
PERF0001686,DUD100823,ASG001279,DUD000061,2023-05-22,School Visit,3,3,3,3,3,3.0,False,
PERF0001687,DUD100823,ASG001279,DUD000048,2026-06-05,Annual Review,5,5,5,4,4,4.6,False,
PERF0001688,DUD100824,ASG001280,DUD000002,2026-06-06,School Visit,4,4,3,4,5,4.0,False,
PERF0001689,DUD100825,ASG001282,DUD000042,2025-05-07,School Visit,4,4,4,4,5,4.2,False,
PERF0001690,DUD100825,ASG001282,DUD000077,2025-06-08,Performance Improvement Review,3,2,2,2,2,2.2,True,
PERF0001691,DUD100825,ASG001282,DUD000006,2025-05-12,School Visit,5,4,4,5,4,4.4,False,
PERF0001692,DUD100826,ASG001283,DUD000024,2022-04-19,Annual Review,3,3,2,3,2,2.6,True,
PERF0001693,DUD100827,ASG001286,DUD000016,2026-06-11,Annual Review,3,4,2,3,2,2.8,True,
PERF0001694,DUD100828,ASG001288,DUD000003,2025-02-03,Six-Month Review,4,5,4,3,5,4.2,False,
PERF0001695,DUD100828,ASG001288,DUD000070,2026-04-01,Six-Month Review,3,3,4,2,3,3.0,False,
PERF0001696,DUD100828,ASG001288,DUD000018,2023-01-13,Performance Improvement Review,5,3,5,4,4,4.2,False,
PERF0001697,DUD100829,ASG001290,DUD000025,2026-12-04,School Visit,2,2,2,2,2,2.0,True,
PERF0001698,DUD100829,ASG001290,DUD000087,2027-01-26,Annual Review,2,4,3,2,3,2.8,True,
PERF0001699,DUD100829,ASG001290,DUD000033,2027-03-01,Annual Review,3,2,3,4,2,2.8,True,
PERF0001700,DUD100830,ASG001291,DUD000057,2025-06-30,Six-Month Review,3,2,1,2,3,2.2,True,
PERF0001701,DUD100830,ASG001292,DUD000002,2026-05-18,Annual Review,2,4,3,3,2,2.8,True,
PERF0001702,DUD100830,ASG001292,DUD000067,2026-08-04,Six-Month Review,2,4,3,3,4,3.2,False,
PERF0001703,DUD100831,ASG001293,DUD000031,2024-07-07,Six-Month Review,5,5,5,4,5,4.8,False,
PERF0001704,DUD100831,ASG001293,DUD000092,2024-11-23,School Visit,1,1,1,2,3,1.6,True,
PERF0001705,DUD100832,ASG001294,DUD000028,2023-04-14,Annual Review,5,5,5,4,5,4.8,False,
PERF0001706,DUD100832,ASG001294,DUD000081,2023-08-19,Performance Improvement Review,3,2,2,3,3,2.6,True,
PERF0001707,DUD100832,ASG001294,DUD000034,2023-08-31,Six-Month Review,5,5,5,5,4,4.8,False,
PERF0001708,DUD100833,ASG001295,DUD000085,2023-03-22,Performance Improvement Review,4,5,3,4,4,4.0,False,
PERF0001709,DUD100833,ASG001295,DUD000083,2023-04-01,Performance Improvement Review,3,5,3,5,3,3.8,False,
PERF0001710,DUD100833,ASG001295,DUD000021,2025-02-09,Annual Review,4,4,3,4,5,4.0,False,
PERF0001711,DUD100834,ASG001296,DUD000053,2022-03-02,School Visit,4,5,5,4,5,4.6,False,
PERF0001712,DUD100834,ASG001296,DUD000080,2024-02-05,Six-Month Review,5,5,5,4,5,4.8,False,
PERF0001713,DUD100835,ASG001297,DUD000079,2025-12-16,Annual Review,5,4,5,4,5,4.6,False,
PERF0001714,DUD100835,ASG001297,DUD000051,2026-04-05,School Visit,3,4,4,5,3,3.8,False,
PERF0001715,DUD100835,ASG001297,DUD000033,2025-06-01,Annual Review,4,2,3,3,4,3.2,False,
PERF0001716,DUD100836,ASG001298,DUD000026,2022-12-04,Annual Review,3,3,4,3,3,3.2,False,
PERF0001717,DUD100837,ASG001300,DUD000011,2023-05-01,School Visit,5,5,4,4,3,4.2,False,
PERF0001718,DUD100838,ASG001301,DUD000016,2026-02-27,Six-Month Review,3,3,4,5,5,4.0,False,
PERF0001719,DUD100838,ASG001301,DUD000033,2025-09-30,Six-Month Review,4,5,4,5,4,4.4,False,
PERF0001720,DUD100839,ASG001302,DUD000058,2026-06-13,School Visit,2,2,3,4,3,2.8,True,
PERF0001721,DUD100839,ASG001302,DUD000068,2025-10-20,School Visit,5,5,5,4,3,4.4,False,
PERF0001722,DUD100840,ASG001303,DUD000092,2025-06-19,School Visit,5,4,4,4,4,4.2,False,
PERF0001723,DUD100840,ASG001303,DUD000093,2024-12-09,School Visit,5,4,4,4,4,4.2,False,
PERF0001724,DUD100841,ASG001304,DUD000067,2023-03-29,Annual Review,3,5,4,4,4,4.0,False,
PERF0001725,DUD100841,ASG001304,DUD000015,2024-08-16,Six-Month Review,5,4,5,5,5,4.8,False,
PERF0001726,DUD100841,ASG001304,DUD000042,2025-12-31,Performance Improvement Review,4,3,3,4,3,3.4,False,
PERF0001727,DUD100842,ASG001305,DUD000067,2024-11-02,Annual Review,4,4,4,3,4,3.8,False,
PERF0001728,DUD100842,ASG001307,DUD000048,2026-04-12,Performance Improvement Review,5,5,5,5,5,5.0,False,
PERF0001729,DUD100843,ASG001308,DUD000070,2025-05-11,School Visit,1,2,1,3,2,1.8,True,
PERF0001730,DUD100843,ASG001308,DUD000092,2025-02-26,Annual Review,2,4,4,3,3,3.2,False,
PERF0001731,DUD100843,ASG001308,DUD000025,2025-06-09,Performance Improvement Review,5,4,4,4,5,4.4,False,
PERF0001732,DUD100844,ASG001310,DUD000009,2023-08-13,Annual Review,3,2,2,3,2,2.4,True,
PERF0001733,DUD100844,ASG001310,DUD000087,2023-11-25,Annual Review,4,4,4,4,5,4.2,False,
PERF0001734,DUD100844,ASG001310,DUD000039,2023-08-30,Six-Month Review,5,5,5,4,5,4.8,False,
PERF0001735,DUD100845,ASG001312,DUD000013,2025-07-12,School Visit,4,5,5,5,4,4.6,False,
PERF0001736,DUD100845,ASG001312,DUD000065,2025-07-17,Annual Review,4,5,4,5,4,4.4,False,
PERF0001737,DUD100845,ASG001312,DUD000013,2022-11-12,School Visit,4,5,5,5,5,4.8,False,
PERF0001738,DUD100846,ASG001313,DUD000045,2024-05-12,Six-Month Review,5,5,5,5,5,5.0,False,
PERF0001739,DUD100846,ASG001313,DUD000007,2024-04-04,Annual Review,5,5,5,5,4,4.8,False,
PERF0001740,DUD100847,ASG001315,DUD000054,2021-09-25,Annual Review,5,5,5,5,5,5.0,False,
PERF0001741,DUD100847,ASG001316,DUD000020,2026-03-11,School Visit,4,4,4,4,4,4.0,False,
PERF0001742,DUD100847,ASG001315,DUD000060,2022-07-02,Six-Month Review,4,4,3,4,5,4.0,False,
PERF0001743,DUD100848,ASG001317,DUD000085,2024-04-29,Annual Review,5,4,5,4,5,4.6,False,
PERF0001744,DUD100848,ASG001317,DUD000085,2025-02-19,School Visit,4,3,5,3,4,3.8,False,
PERF0001745,DUD100848,ASG001317,DUD000063,2025-09-28,Performance Improvement Review,4,5,4,5,3,4.2,False,
PERF0001746,DUD100849,ASG001318,DUD000037,2026-06-04,School Visit,5,4,5,5,5,4.8,False,
PERF0001747,DUD100850,ASG001319,DUD000016,2023-09-03,Six-Month Review,4,3,4,3,4,3.6,False,
PERF0001748,DUD100851,ASG001321,DUD000011,2025-07-18,Performance Improvement Review,5,5,5,5,5,5.0,False,
PERF0001749,DUD100851,ASG001321,DUD000027,2024-12-01,Annual Review,3,3,3,5,5,3.8,False,
PERF0001750,DUD100851,ASG001321,DUD000062,2025-06-03,Annual Review,5,5,4,4,4,4.4,False,
PERF0001751,DUD100852,ASG001323,DUD000036,2023-04-27,School Visit,4,4,5,3,3,3.8,False,
PERF0001752,DUD100852,ASG001323,DUD000043,2026-01-09,School Visit,4,4,3,4,5,4.0,False,
PERF0001753,DUD100852,ASG001323,DUD000049,2025-04-02,Annual Review,2,3,3,2,3,2.6,True,
PERF0001754,DUD100853,ASG001324,DUD000066,2021-07-15,Six-Month Review,5,5,4,4,5,4.6,False,
PERF0001755,DUD100853,ASG001325,DUD000056,2025-06-19,Six-Month Review,3,3,3,5,5,3.8,False,
PERF0001756,DUD100853,ASG001325,DUD000042,2023-09-19,Six-Month Review,4,4,5,5,5,4.6,False,
PERF0001757,DUD100854,ASG001327,DUD000056,2026-12-16,Annual Review,5,4,3,4,5,4.2,False,
PERF0001758,DUD100854,ASG001326,DUD000038,2026-08-09,Annual Review,1,1,2,2,1,1.4,True,
PERF0001759,DUD100855,ASG001328,DUD000067,2025-05-14,Performance Improvement Review,5,4,4,5,3,4.2,False,
PERF0001760,DUD100855,ASG001328,DUD000033,2023-08-04,Six-Month Review,3,4,4,4,5,4.0,False,
PERF0001761,DUD100855,ASG001328,DUD000079,2022-04-14,Annual Review,4,3,4,5,3,3.8,False,
PERF0001762,DUD100856,ASG001329,DUD000006,2024-02-08,Six-Month Review,2,2,1,1,3,1.8,True,
PERF0001763,DUD100856,ASG001329,DUD000039,2023-10-25,Six-Month Review,4,4,3,3,4,3.6,False,
PERF0001764,DUD100856,ASG001329,DUD000079,2022-06-21,Annual Review,4,3,4,4,4,3.8,False,
PERF0001765,DUD100857,ASG001330,DUD000018,2025-01-27,Six-Month Review,3,4,4,4,4,3.8,False,
PERF0001766,DUD100857,ASG001330,DUD000056,2024-09-06,Six-Month Review,4,5,5,4,3,4.2,False,
PERF0001767,DUD100857,ASG001330,DUD000060,2025-01-09,Annual Review,5,5,4,5,5,4.8,False,
PERF0001768,DUD100858,ASG001331,DUD000078,2022-12-10,Annual Review,2,4,2,3,3,2.8,True,
PERF0001769,DUD100858,ASG001331,DUD000071,2022-06-10,Annual Review,2,3,3,3,4,3.0,False,
PERF0001770,DUD100858,ASG001332,DUD000044,2024-05-04,School Visit,2,1,1,1,1,1.2,True,
PERF0001771,DUD100859,ASG001334,DUD000016,2023-05-16,Six-Month Review,5,5,5,4,5,4.8,False,
PERF0001772,DUD100859,ASG001334,DUD000058,2024-09-14,Six-Month Review,4,5,5,5,5,4.8,False,
PERF0001773,DUD100860,ASG001335,DUD000043,2024-08-18,Annual Review,5,4,4,4,4,4.2,False,
PERF0001774,DUD100860,ASG001335,DUD000049,2024-02-27,School Visit,5,4,5,4,5,4.6,False,
PERF0001775,DUD100860,ASG001335,DUD000037,2024-02-18,Six-Month Review,3,2,3,3,2,2.6,True,
PERF0001776,DUD100861,ASG001336,DUD000074,2025-08-20,Six-Month Review,4,4,4,4,3,3.8,False,
PERF0001777,DUD100861,ASG001336,DUD000084,2026-07-01,Six-Month Review,3,5,4,4,3,3.8,False,
PERF0001778,DUD100862,ASG001337,DUD000011,2026-07-27,Six-Month Review,1,1,1,1,1,1.0,True,
PERF0001779,DUD100862,ASG001337,DUD000026,2026-01-31,School Visit,5,5,5,5,5,5.0,False,
PERF0001780,DUD100862,ASG001337,DUD000033,2026-08-15,School Visit,4,4,5,5,4,4.4,False,
PERF0001781,DUD100863,ASG001338,DUD000094,2024-09-03,School Visit,2,2,3,3,2,2.4,True,
PERF0001782,DUD100863,ASG001338,DUD000012,2023-12-26,School Visit,5,4,4,4,4,4.2,False,
PERF0001783,DUD100864,ASG001339,DUD000035,2022-06-24,Performance Improvement Review,4,2,2,4,2,2.8,True,
PERF0001784,DUD100864,ASG001339,DUD000062,2022-08-03,Six-Month Review,4,4,2,2,3,3.0,False,
PERF0001785,DUD100864,ASG001339,DUD000064,2026-03-17,Annual Review,4,4,5,5,5,4.6,False,
PERF0001786,DUD100865,ASG001341,DUD000053,2024-01-03,Six-Month Review,4,5,4,5,4,4.4,False,
PERF0001787,DUD100866,ASG001343,DUD000098,2026-05-18,Annual Review,5,4,5,4,5,4.6,False,
PERF0001788,DUD100866,ASG001343,DUD000064,2026-09-20,Six-Month Review,3,1,2,1,2,1.8,True,
PERF0001789,DUD100866,ASG001343,DUD000065,2026-02-03,Six-Month Review,3,3,4,4,4,3.6,False,
PERF0001790,DUD100867,ASG001344,DUD000007,2021-05-31,School Visit,4,5,5,4,4,4.4,False,
PERF0001791,DUD100867,ASG001344,DUD000022,2022-01-21,Six-Month Review,2,3,3,3,2,2.6,True,
PERF0001792,DUD100867,ASG001344,DUD000028,2021-10-29,Annual Review,4,4,3,5,4,4.0,False,
PERF0001793,DUD100868,ASG001345,DUD000020,2022-05-21,Performance Improvement Review,4,2,3,3,2,2.8,True,
PERF0001794,DUD100868,ASG001346,DUD000071,2022-08-16,School Visit,5,5,5,5,5,5.0,False,
PERF0001795,DUD100869,ASG001347,DUD000083,2025-05-29,Performance Improvement Review,4,3,4,4,4,3.8,False,
PERF0001796,DUD100870,ASG001348,DUD000062,2025-02-15,Performance Improvement Review,2,3,3,2,3,2.6,True,
PERF0001797,DUD100870,ASG001348,DUD000044,2024-12-02,Six-Month Review,1,2,3,2,1,1.8,True,
PERF0001798,DUD100871,ASG001350,DUD000062,2026-07-23,Six-Month Review,4,3,5,3,5,4.0,False,
PERF0001799,DUD100871,ASG001349,DUD000052,2026-05-07,Six-Month Review,5,5,4,5,5,4.8,False,
PERF0001800,DUD100872,ASG001351,DUD000016,2026-06-19,Performance Improvement Review,4,5,5,4,4,4.4,False,
PERF0001801,DUD100872,ASG001351,DUD000068,2025-04-18,School Visit,5,5,5,5,5,5.0,False,
PERF0001802,DUD100873,ASG001352,DUD000024,2023-09-12,Annual Review,4,4,3,4,3,3.6,False,
PERF0001803,DUD100873,ASG001352,DUD000091,2024-10-01,Annual Review,3,4,3,4,3,3.4,False,
PERF0001804,DUD100873,ASG001352,DUD000047,2023-11-08,School Visit,4,4,3,3,4,3.6,False,
PERF0001805,DUD100874,ASG001353,DUD000088,2023-10-25,School Visit,3,3,5,4,4,3.8,False,
PERF0001806,DUD100874,ASG001353,DUD000069,2022-11-18,Six-Month Review,4,5,5,3,4,4.2,False,
PERF0001807,DUD100875,ASG001354,DUD000015,2025-09-01,School Visit,5,5,4,5,5,4.8,False,
PERF0001808,DUD100875,ASG001354,DUD000050,2026-05-02,School Visit,3,3,3,4,4,3.4,False,
PERF0001809,DUD100875,ASG001354,DUD000011,2025-11-03,Six-Month Review,5,4,5,5,5,4.8,False,
PERF0001810,DUD100876,ASG001355,DUD000091,2024-12-06,Six-Month Review,3,1,3,3,2,2.4,True,
PERF0001811,DUD100876,ASG001355,DUD000027,2024-11-09,Annual Review,5,5,5,5,5,5.0,False,
PERF0001812,DUD100877,ASG001357,DUD000060,2025-11-28,Annual Review,4,4,3,3,4,3.6,False,
PERF0001813,DUD100878,ASG001358,DUD000026,2025-05-28,Six-Month Review,4,3,4,3,2,3.2,False,
PERF0001814,DUD100878,ASG001358,DUD000091,2026-04-06,Annual Review,5,5,5,4,4,4.6,False,
PERF0001815,DUD100878,ASG001358,DUD000063,2025-08-24,School Visit,3,4,3,4,4,3.6,False,
PERF0001816,DUD100879,ASG001359,DUD000021,2025-09-20,Annual Review,2,3,3,2,1,2.2,True,
PERF0001817,DUD100880,ASG001361,DUD000054,2027-04-23,School Visit,4,4,5,5,5,4.6,False,
PERF0001818,DUD100880,ASG001361,DUD000012,2027-04-23,School Visit,3,4,3,4,3,3.4,False,
PERF0001819,DUD100881,ASG001363,DUD000062,2027-09-13,School Visit,3,5,4,3,5,4.0,False,
PERF0001820,DUD100881,ASG001362,DUD000058,2027-03-23,School Visit,3,5,5,3,4,4.0,False,
PERF0001821,DUD100881,ASG001362,DUD000090,2026-07-02,Performance Improvement Review,5,5,4,4,4,4.4,False,
PERF0001822,DUD100882,ASG001364,DUD000050,2023-03-17,Performance Improvement Review,2,2,1,3,1,1.8,True,
PERF0001823,DUD100882,ASG001364,DUD000015,2024-12-11,School Visit,4,5,5,5,4,4.6,False,
PERF0001824,DUD100883,ASG001366,DUD000090,2024-12-03,School Visit,4,4,4,5,3,4.0,False,
PERF0001825,DUD100883,ASG001365,DUD000008,2023-07-13,Performance Improvement Review,1,2,1,1,1,1.2,True,
PERF0001826,DUD100884,ASG001368,DUD000093,2024-06-24,Annual Review,4,5,5,5,4,4.6,False,
PERF0001827,DUD100885,ASG001369,DUD000096,2024-10-10,Annual Review,4,4,3,4,5,4.0,False,
PERF0001828,DUD100886,ASG001370,DUD000049,2023-01-20,Six-Month Review,4,3,4,2,3,3.2,False,
PERF0001829,DUD100886,ASG001370,DUD000007,2023-12-07,Performance Improvement Review,5,4,3,5,4,4.2,False,
PERF0001830,DUD100887,ASG001373,DUD000065,2025-01-30,Six-Month Review,5,4,5,5,5,4.8,False,
PERF0001831,DUD100888,ASG001374,DUD000032,2025-04-26,Performance Improvement Review,3,4,4,3,3,3.4,False,
PERF0001832,DUD100889,ASG001375,DUD000086,2024-06-30,Annual Review,3,2,3,3,4,3.0,False,
PERF0001833,DUD100890,ASG001377,DUD000071,2026-07-19,Annual Review,5,5,3,4,3,4.0,False,
PERF0001834,DUD100891,ASG001378,DUD000046,2026-02-21,School Visit,4,4,3,3,3,3.4,False,
PERF0001835,DUD100892,ASG001379,DUD000075,2025-11-16,Six-Month Review,4,5,3,5,4,4.2,False,
PERF0001836,DUD100892,ASG001379,DUD000027,2025-08-20,School Visit,5,5,4,3,5,4.4,False,
PERF0001837,DUD100893,ASG001382,DUD000035,2026-12-13,Annual Review,3,2,4,4,3,3.2,False,
PERF0001838,DUD100893,ASG001380,DUD000011,2024-08-31,Annual Review,5,5,4,4,5,4.6,False,
PERF0001839,DUD100893,ASG001380,DUD000020,2025-10-18,School Visit,4,5,4,5,5,4.6,False,
PERF0001840,DUD100894,ASG001383,DUD000029,2025-07-14,Six-Month Review,4,4,4,5,4,4.2,False,
PERF0001841,DUD100895,ASG001385,DUD000069,2026-02-26,Performance Improvement Review,5,5,5,5,5,5.0,False,
PERF0001842,DUD100896,ASG001386,DUD000087,2022-10-23,School Visit,4,4,5,5,4,4.4,False,
PERF0001843,DUD100897,ASG001387,DUD000034,2025-10-12,Annual Review,2,2,3,4,2,2.6,True,
PERF0001844,DUD100897,ASG001387,DUD000009,2023-08-27,Six-Month Review,4,3,3,4,4,3.6,False,
PERF0001845,DUD100897,ASG001387,DUD000023,2025-03-03,School Visit,2,2,1,3,1,1.8,True,
PERF0001846,DUD100898,ASG001388,DUD000036,2024-09-23,Annual Review,5,5,5,5,5,5.0,False,
PERF0001847,DUD100898,ASG001388,DUD000007,2026-04-24,Annual Review,3,5,3,5,4,4.0,False,
PERF0001848,DUD100898,ASG001388,DUD000087,2026-08-16,Performance Improvement Review,5,3,4,4,5,4.2,False,
PERF0001849,DUD100899,ASG001390,DUD000087,2026-06-16,Annual Review,5,4,5,4,4,4.4,False,
PERF0001850,DUD100900,ASG001391,DUD000055,2024-12-31,Annual Review,2,2,3,3,3,2.6,True,
PERF0001851,DUD100900,ASG001391,DUD000048,2026-01-30,Annual Review,5,5,5,5,5,5.0,False,
PERF0001852,DUD100901,ASG001393,DUD000038,2024-04-13,Annual Review,4,4,4,5,4,4.2,False,
PERF0001853,DUD100902,ASG001395,DUD000066,2025-07-13,Performance Improvement Review,3,3,3,3,3,3.0,False,
PERF0001854,DUD100902,ASG001395,DUD000020,2025-12-16,Six-Month Review,3,3,4,4,4,3.6,False,
PERF0001855,DUD100903,ASG001396,DUD000099,2026-04-10,School Visit,4,5,5,4,5,4.6,False,
PERF0001856,DUD100903,ASG001396,DUD000055,2025-06-26,Six-Month Review,1,2,1,1,1,1.2,True,
PERF0001857,DUD100903,ASG001396,DUD000085,2026-01-28,Annual Review,3,4,3,3,2,3.0,False,
PERF0001858,DUD100904,ASG001397,DUD000070,2023-06-14,School Visit,3,3,4,3,3,3.2,False,
