application_id,candidate_id,application_date,position_applied,recruiter_id,screening_date,interview_date,offer_date,offer_response_date,rejection_date,application_status,rejection_reason
APP001414,CAN001814,2021-11-02,Senior Teacher,REC010,2021-11-11,2021-11-12,2021-11-14,2021-11-20,,Hired,
APP001415,CAN000671,2023-12-23,Senior Teacher,REC011,2023-12-30,,,,,Hired,
APP001416,CAN000824,2022-06-03,Senior Teacher,REC024,2022-06-11,2022-06-20,2022-06-27,2022-07-03,,Hired,
APP001417,CAN000916,2022-08-18,Senior Teacher,REC007,2022-08-23,,,,2022-09-03,Rejected,Availability
APP001418,CAN001684,2026-08-10,Senior Teacher,REC001,2026-08-13,2026-08-16,,,2026-08-18,Rejected,Work Eligibility
APP001419,CAN001373,2022-01-21,Experienced Teacher,REC025,2022-01-27,2022-02-02,2022-02-09,2022-02-16,,Hired,
APP001420,CAN001564,2024-04-19,Senior Teacher,REC025,2024-04-24,2024-05-08,2024-05-14,2024-05-19,,Hired,
APP001421,CAN000960,2021-06-16,Senior Teacher,REC002,2021-06-25,2021-07-01,,,2021-06-27,Rejected,Interview Result
APP001422,CAN001122,2024-12-26,Senior Teacher,REC002,2024-12-28,2024-12-30,,,2025-01-01,Rejected,Position Filled
APP001423,CAN000928,2024-08-09,ALT / English Teacher,REC020,2024-08-12,,,,,Hired,
APP001424,CAN000080,2022-05-01,Experienced Teacher,REC013,2022-05-08,2022-05-22,,,2022-05-24,Rejected,Position Filled
APP001425,CAN001696,2026-09-16,Experienced Teacher,REC014,2026-09-19,2026-09-25,2026-10-01,2026-10-08,,Hired,
APP001426,CAN000843,2022-05-15,ALT / English Teacher,REC009,2022-05-23,,,,2022-06-01,Rejected,Language Requirements
APP001427,CAN001860,2023-07-13,ALT / English Teacher,REC022,2023-07-15,,,,,Hired,
APP001428,CAN001675,2023-01-28,Senior Teacher,REC014,2023-01-31,2023-02-03,2023-02-10,2023-02-17,,Hired,
APP001429,CAN001935,2022-01-18,Senior Teacher,REC011,2022-01-27,2022-02-04,,,,Interviewing,
APP001430,CAN000846,2022-12-20,ALT / English Teacher,REC023,2022-12-23,,,,,Hired,
APP001431,CAN000488,2021-11-12,Senior Teacher,REC024,2021-11-21,2021-11-28,2021-12-07,2021-12-14,,Hired,
APP001432,CAN000060,2025-02-25,Senior Teacher,REC004,2025-03-03,2025-03-06,2025-03-08,2025-03-13,,Hired,
APP001433,CAN001875,2021-07-17,Senior Teacher,REC012,2021-07-27,2021-08-10,,,,Interviewing,
APP001434,CAN000986,2026-04-18,ALT / English Teacher,REC003,2026-04-21,2026-05-04,,,,Interviewing,
APP001435,CAN000991,2022-03-28,Senior Teacher,REC023,2022-04-07,2022-04-16,,,2022-04-04,Rejected,Interview Result
APP001436,CAN001270,2023-12-04,Senior Teacher,REC013,2023-12-09,2023-12-21,2023-12-31,2024-01-05,,Hired,
APP001437,CAN000727,2022-11-02,ALT / English Teacher,REC024,2022-11-09,2022-11-17,,,2022-12-02,Rejected,Language Requirements
APP001438,CAN001706,2023-04-06,Experienced Teacher,REC013,,,,,,Withdrawn,
APP001439,CAN001496,2026-11-20,Senior Teacher,REC019,2026-11-30,,,,,Interviewing,
APP001440,CAN001343,2026-06-12,Senior Teacher,REC013,2026-06-19,2026-06-23,,,2026-06-17,Rejected,Position Filled
APP001441,CAN001150,2024-11-27,Senior Teacher,REC004,2024-12-05,2024-12-18,2024-12-28,2025-01-02,,Hired,
APP001442,CAN001491,2024-05-24,Senior Teacher,REC008,2024-05-25,,,,2024-06-14,Rejected,Experience
APP001443,CAN001484,2022-04-28,Experienced Teacher,REC007,2022-05-04,2022-05-18,,,2022-05-01,Rejected,Work Eligibility
APP001444,CAN000503,2025-02-14,ALT / English Teacher,REC004,2025-02-18,2025-03-03,,,2025-03-01,Rejected,Interview Result
APP001445,CAN001476,2021-01-05,Experienced Teacher,REC020,2021-01-10,2021-01-12,2021-01-18,2021-01-25,,Hired,
APP001446,CAN000085,2023-05-07,Senior Teacher,REC017,2023-05-09,2023-05-11,,,2023-05-23,Rejected,Availability
APP001447,CAN000470,2024-05-10,Senior Teacher,REC007,,,,,,Withdrawn,
APP001448,CAN001637,2026-07-14,ALT / English Teacher,REC022,,,,,,Withdrawn,
APP001449,CAN001539,2025-08-06,Experienced Teacher,REC005,2025-08-11,2025-08-15,,,2025-08-21,Rejected,Interview Result
APP001450,CAN000252,2023-09-01,Experienced Teacher,REC001,2023-09-10,2023-09-20,2023-09-29,2023-10-04,,Hired,
APP001451,CAN001495,2024-12-07,Senior Teacher,REC023,2024-12-14,2024-12-27,2025-01-06,2025-01-11,,Hired,
APP001452,CAN000209,2021-04-25,Experienced Teacher,REC014,2021-04-26,2021-05-03,,,2021-05-11,Rejected,Experience
APP001453,CAN001096,2025-05-20,Senior Teacher,REC021,2025-05-23,2025-05-25,,,2025-05-25,Rejected,Work Eligibility
APP001454,CAN000321,2026-04-20,ALT / English Teacher,REC025,2026-04-21,,,,2026-05-04,Rejected,Position Filled
APP001455,CAN000060,2023-06-13,ALT / English Teacher,REC006,2023-06-22,2023-07-01,,,,Interviewing,
APP001456,CAN000397,2024-09-25,ALT / English Teacher,REC013,2024-09-27,2024-10-05,2024-10-07,2024-10-11,,Hired,
APP001457,CAN000774,2023-04-25,Senior Teacher,REC018,2023-04-26,2023-05-05,,,,Interviewing,
APP001458,CAN000428,2023-04-13,ALT / English Teacher,REC015,,,,,,Withdrawn,
APP001459,CAN001911,2025-01-17,ALT / English Teacher,REC023,2025-01-21,2025-01-26,2025-01-31,2025-02-02,,Hired,
APP001460,CAN001881,2021-10-01,Experienced Teacher,REC022,2021-10-06,2021-10-18,,,2021-10-21,Rejected,Experience
APP001461,CAN001757,2026-07-18,Experienced Teacher,REC013,2026-07-23,,,,,Hired,
APP001462,CAN001878,2024-10-19,Senior Teacher,REC020,2024-10-24,2024-10-30,2024-11-06,2024-11-08,,Hired,
APP001463,CAN000811,2022-12-15,Experienced Teacher,REC025,2022-12-19,2022-12-23,,,2022-12-25,Rejected,Work Eligibility
APP001464,CAN000534,2024-10-17,ALT / English Teacher,REC003,2024-10-25,2024-10-30,2024-11-02,2024-11-04,,Hired,
APP001465,CAN001023,2026-04-19,Experienced Teacher,REC012,,,,,,Withdrawn,
APP001466,CAN001084,2026-09-26,Senior Teacher,REC015,2026-10-04,2026-10-07,2026-10-15,2026-10-21,,Hired,
APP001467,CAN001419,2021-06-05,Senior Teacher,REC010,2021-06-10,,,,2021-06-13,Rejected,Work Eligibility
APP001468,CAN000393,2021-02-28,Senior Teacher,REC005,2021-03-02,2021-03-13,,,,Interviewing,
APP001469,CAN001270,2021-06-19,ALT / English Teacher,REC001,2021-06-28,2021-07-02,,,2021-06-30,Rejected,Work Eligibility
APP001470,CAN000359,2024-10-25,ALT / English Teacher,REC020,2024-11-02,2024-11-12,2024-11-19,2024-11-26,,Hired,
APP001471,CAN001842,2026-02-17,Experienced Teacher,REC024,2026-02-19,,,,,Hired,
APP001472,CAN000854,2022-05-20,ALT / English Teacher,REC005,2022-05-21,2022-06-04,,,,Interviewing,
APP001473,CAN001621,2022-11-09,ALT / English Teacher,REC006,2022-11-18,2022-11-24,2022-11-27,2022-11-30,,Hired,
APP001474,CAN000950,2021-11-27,Senior Teacher,REC023,2021-11-28,2021-12-02,,,,Interviewing,
APP001475,CAN001302,2026-01-24,ALT / English Teacher,REC003,2026-01-29,2026-02-02,2026-02-06,2026-02-11,,Hired,
APP001476,CAN000476,2021-07-24,ALT / English Teacher,REC010,2021-07-28,2021-08-03,2021-08-06,2021-08-13,,Hired,
APP001477,CAN001062,2022-09-19,Senior Teacher,REC019,2022-09-26,,,,,Hired,
APP001478,CAN001821,2024-10-01,Experienced Teacher,REC009,2024-10-07,2024-10-13,2024-10-20,2024-10-24,,Hired,
APP001479,CAN001020,2021-04-17,Experienced Teacher,REC022,,,,,,Withdrawn,
APP001480,CAN001432,2026-02-10,Senior Teacher,REC001,2026-02-14,,,,,Hired,
APP001481,CAN000837,2023-05-22,Experienced Teacher,REC010,2023-05-26,2023-06-05,,,2023-06-01,Rejected,Language Requirements
APP001482,CAN000510,2023-11-13,Experienced Teacher,REC007,2023-11-17,,,,,Hired,
APP001483,CAN001714,2026-06-12,ALT / English Teacher,REC006,2026-06-21,,,,,Interviewing,
APP001484,CAN001261,2024-08-13,ALT / English Teacher,REC016,2024-08-17,2024-08-24,,,2024-08-21,Rejected,Language Requirements
APP001485,CAN001538,2023-08-17,Senior Teacher,REC004,2023-08-24,2023-08-29,2023-09-05,2023-09-12,,Hired,
APP001486,CAN000693,2023-02-09,ALT / English Teacher,REC015,2023-02-11,2023-02-24,2023-03-06,2023-03-09,,Hired,
APP001487,CAN001335,2026-06-19,Experienced Teacher,REC011,2026-06-24,2026-06-27,,,2026-07-05,Rejected,Work Eligibility
APP001488,CAN000971,2025-01-08,ALT / English Teacher,REC019,2025-01-12,,,,,Interviewing,
APP001489,CAN000370,2022-08-26,Senior Teacher,REC016,2022-08-30,2022-09-08,,,2022-09-24,Rejected,Experience
APP001490,CAN001082,2026-11-26,ALT / English Teacher,REC006,2026-11-29,2026-12-08,2026-12-11,2026-12-15,,Hired,
APP001491,CAN000967,2024-01-12,ALT / English Teacher,REC025,2024-01-17,2024-01-21,,,,Interviewing,
APP001492,CAN001873,2024-12-05,Senior Teacher,REC025,2024-12-15,2024-12-23,,,2024-12-12,Rejected,Availability
APP001493,CAN000308,2025-03-21,Senior Teacher,REC020,2025-03-30,,,,2025-04-12,Rejected,Position Filled
APP001494,CAN001469,2023-09-24,ALT / English Teacher,REC017,2023-09-27,2023-10-01,2023-10-08,2023-10-14,,Hired,
APP001495,CAN000766,2022-06-28,Experienced Teacher,REC015,2022-07-03,2022-07-04,,,,Interviewing,
APP001496,CAN000726,2023-04-12,ALT / English Teacher,REC021,2023-04-17,2023-05-01,2023-05-09,2023-05-12,,Hired,
APP001497,CAN000485,2023-02-03,Experienced Teacher,REC022,2023-02-11,,,,,Hired,
APP001498,CAN000153,2026-11-14,ALT / English Teacher,REC010,2026-11-22,2026-11-30,,,2026-12-03,Rejected,Experience
APP001499,CAN001527,2025-01-04,ALT / English Teacher,REC021,2025-01-05,2025-01-10,,,2025-01-12,Rejected,Position Filled
APP001500,CAN001593,2022-03-26,Experienced Teacher,REC007,2022-04-01,2022-04-04,,,,Interviewing,
APP001501,CAN000366,2025-11-01,Senior Teacher,REC015,2025-11-08,2025-11-21,,,2025-11-26,Rejected,Language Requirements
APP001502,CAN001326,2024-06-13,ALT / English Teacher,REC020,2024-06-17,2024-06-26,2024-07-01,2024-07-04,,Hired,
APP001503,CAN001989,2022-05-04,Senior Teacher,REC013,2022-05-06,2022-05-13,2022-05-21,2022-05-27,,Hired,
APP001504,CAN000786,2024-08-06,ALT / English Teacher,REC013,2024-08-15,2024-08-24,2024-09-01,2024-09-06,,Hired,
APP001505,CAN001195,2021-06-12,Senior Teacher,REC011,2021-06-19,,,,,Hired,
APP001506,CAN001685,2022-10-13,Senior Teacher,REC003,2022-10-15,2022-10-29,2022-11-06,2022-11-07,,Hired,
APP001507,CAN001144,2025-01-15,Experienced Teacher,REC015,2025-01-22,,,,,Hired,
APP001508,CAN000967,2024-02-12,Senior Teacher,REC014,2024-02-22,2024-03-06,,,2024-03-06,Rejected,Interview Result
APP001509,CAN001339,2022-05-03,ALT / English Teacher,REC022,2022-05-04,2022-05-13,2022-05-20,2022-05-22,,Hired,
APP001510,CAN001152,2021-07-18,Experienced Teacher,REC002,2021-07-19,2021-07-30,,,,Interviewing,
APP001511,CAN001413,2021-07-22,Experienced Teacher,REC014,2021-07-27,2021-07-28,2021-07-29,2021-08-04,,Hired,
APP001512,CAN000715,2022-09-22,Senior Teacher,REC005,2022-09-27,2022-10-01,2022-10-09,2022-10-16,,Hired,
APP001513,CAN001666,2025-03-28,Experienced Teacher,REC008,2025-03-29,2025-04-02,2025-04-03,2025-04-07,,Hired,
APP001514,CAN000287,2022-07-19,Experienced Teacher,REC004,2022-07-29,,,,,Hired,
APP001515,CAN000165,2025-07-16,ALT / English Teacher,REC009,2025-07-25,2025-08-01,,,2025-07-30,Rejected,Work Eligibility
APP001516,CAN000441,2024-09-11,ALT / English Teacher,REC016,,,,,,Withdrawn,
APP001517,CAN000401,2024-02-05,Senior Teacher,REC013,2024-02-09,2024-02-22,,,,Interviewing,
APP001518,CAN000251,2021-07-27,Experienced Teacher,REC021,2021-07-29,2021-08-02,,,2021-08-23,Rejected,Position Filled
APP001519,CAN000856,2026-02-25,Experienced Teacher,REC005,,,,,,Withdrawn,
APP001520,CAN001573,2024-11-16,Senior Teacher,REC021,2024-11-19,,,,2024-11-21,Rejected,Position Filled
APP001521,CAN000295,2021-05-05,ALT / English Teacher,REC022,2021-05-08,2021-05-11,,,2021-05-08,Rejected,Availability
APP001522,CAN001465,2026-09-25,ALT / English Teacher,REC021,2026-09-29,2026-10-01,,,2026-09-29,Rejected,Position Filled
APP001523,CAN000006,2023-08-19,Experienced Teacher,REC017,2023-08-28,2023-09-01,2023-09-10,2023-09-16,,Hired,
APP001524,CAN001199,2024-04-20,Senior Teacher,REC012,2024-04-24,2024-05-06,2024-05-14,2024-05-19,,Hired,
APP001525,CAN000969,2021-04-01,ALT / English Teacher,REC020,2021-04-02,2021-04-11,,,,Interviewing,
APP001526,CAN000448,2022-03-28,Experienced Teacher,REC009,2022-04-06,2022-04-09,,,2022-04-24,Rejected,Language Requirements
APP001527,CAN001315,2025-04-25,Experienced Teacher,REC018,2025-05-01,,,,,Interviewing,
APP001528,CAN000016,2021-07-26,Senior Teacher,REC006,2021-08-04,2021-08-18,2021-08-27,2021-09-03,,Hired,
APP001529,CAN000073,2021-08-07,ALT / English Teacher,REC008,2021-08-14,2021-08-16,2021-08-18,2021-08-23,,Hired,
APP001530,CAN001356,2026-11-16,Experienced Teacher,REC004,2026-11-19,2026-12-01,,,,Interviewing,
APP001531,CAN001330,2026-03-22,Senior Teacher,REC012,2026-03-28,2026-04-03,2026-04-08,2026-04-13,,Hired,
APP001532,CAN000078,2023-10-09,Senior Teacher,REC014,2023-10-17,,,,,Interviewing,
APP001533,CAN000643,2024-05-09,Senior Teacher,REC010,2024-05-14,2024-05-17,2024-05-23,2024-05-29,,Hired,
APP001534,CAN001824,2025-04-13,Senior Teacher,REC004,2025-04-23,,,,2025-04-23,Rejected,Language Requirements
APP001535,CAN001761,2021-06-16,Experienced Teacher,REC008,2021-06-20,2021-06-23,,,2021-06-21,Rejected,Language Requirements
APP001536,CAN000840,2025-08-05,Experienced Teacher,REC021,2025-08-08,2025-08-19,2025-08-20,2025-08-21,,Hired,
APP001537,CAN000962,2026-02-07,Experienced Teacher,REC021,2026-02-11,,,,2026-03-01,Rejected,Availability
APP001538,CAN001050,2022-03-11,ALT / English Teacher,REC008,2022-03-20,2022-03-25,,,2022-03-28,Rejected,Work Eligibility
APP001539,CAN001530,2024-05-24,Senior Teacher,REC021,2024-05-30,2024-06-05,,,,Interviewing,
APP001540,CAN001067,2021-06-16,ALT / English Teacher,REC013,2021-06-23,2021-06-24,2021-07-03,2021-07-06,,Hired,
APP001541,CAN000233,2026-01-01,Experienced Teacher,REC002,2026-01-05,2026-01-14,,,,Interviewing,
APP001542,CAN000254,2025-01-24,ALT / English Teacher,REC011,2025-01-26,2025-01-27,2025-02-05,2025-02-10,,Hired,
APP001543,CAN001085,2025-08-16,Experienced Teacher,REC015,2025-08-26,2025-09-05,2025-09-09,2025-09-10,,Hired,
APP001544,CAN001773,2025-08-26,ALT / English Teacher,REC006,,,,,,Withdrawn,
APP001545,CAN000054,2024-12-26,ALT / English Teacher,REC015,,,,,,Withdrawn,
APP001546,CAN001668,2021-04-13,ALT / English Teacher,REC018,2021-04-17,2021-04-21,2021-04-30,2021-05-03,,Hired,
APP001547,CAN000839,2024-05-19,ALT / English Teacher,REC011,2024-05-22,2024-06-01,,,,Interviewing,
APP001548,CAN000192,2025-07-19,Experienced Teacher,REC007,2025-07-25,2025-08-08,2025-08-16,2025-08-21,,Hired,
APP001549,CAN001104,2026-03-23,Experienced Teacher,REC008,2026-03-31,2026-04-12,2026-04-17,2026-04-18,,Hired,
APP001550,CAN000861,2026-09-03,Experienced Teacher,REC004,,,,,,Withdrawn,
APP001551,CAN000853,2023-02-05,ALT / English Teacher,REC013,2023-02-12,2023-02-15,,,2023-03-01,Rejected,Language Requirements
APP001552,CAN000803,2024-07-28,Experienced Teacher,REC006,2024-08-05,2024-08-12,,,2024-08-26,Rejected,Work Eligibility
APP001553,CAN000035,2026-08-20,Senior Teacher,REC012,,,,,,Withdrawn,
APP001554,CAN000256,2021-10-13,Experienced Teacher,REC018,2021-10-23,2021-10-30,,,,Interviewing,
APP001555,CAN001564,2023-03-03,ALT / English Teacher,REC010,2023-03-10,2023-03-12,,,2023-03-30,Rejected,Interview Result
APP001556,CAN001284,2026-07-16,Experienced Teacher,REC010,2026-07-26,2026-07-29,,,2026-08-13,Rejected,Availability
APP001557,CAN000194,2024-10-27,Experienced Teacher,REC019,2024-10-30,2024-11-11,,,2024-11-06,Rejected,Work Eligibility
APP001558,CAN000113,2022-04-21,Senior Teacher,REC009,2022-04-27,2022-04-28,2022-05-07,2022-05-08,,Hired,
APP001559,CAN000431,2021-06-23,Experienced Teacher,REC010,2021-06-25,2021-07-05,,,2021-06-27,Rejected,Interview Result
APP001560,CAN000134,2021-07-24,Senior Teacher,REC015,2021-07-30,2021-08-10,2021-08-13,2021-08-20,,Hired,
APP001561,CAN000777,2025-06-14,ALT / English Teacher,REC009,2025-06-22,2025-06-24,2025-06-26,2025-07-02,,Hired,
APP001562,CAN000361,2026-08-28,Senior Teacher,REC022,2026-09-07,2026-09-17,2026-09-24,2026-09-25,,Hired,
APP001563,CAN001813,2022-02-22,ALT / English Teacher,REC016,2022-02-27,2022-03-10,2022-03-17,2022-03-19,,Hired,
APP001564,CAN000433,2021-05-12,ALT / English Teacher,REC010,2021-05-16,2021-05-22,,,2021-05-17,Rejected,Availability
APP001565,CAN001817,2023-08-20,Senior Teacher,REC006,2023-08-22,2023-09-01,,,2023-09-15,Rejected,Work Eligibility
APP001566,CAN000738,2023-08-16,Senior Teacher,REC007,2023-08-21,2023-08-24,2023-09-01,2023-09-06,,Hired,
APP001567,CAN001167,2021-01-21,ALT / English Teacher,REC005,2021-01-24,,,,,Hired,
APP001568,CAN001123,2023-10-02,ALT / English Teacher,REC015,2023-10-10,2023-10-13,2023-10-14,2023-10-20,,Hired,
APP001569,CAN000007,2021-08-18,Experienced Teacher,REC024,2021-08-27,2021-09-10,2021-09-20,2021-09-21,,Hired,
APP001570,CAN000137,2026-02-05,Senior Teacher,REC025,2026-02-15,2026-02-24,2026-03-03,2026-03-07,,Hired,
APP001571,CAN000708,2024-12-26,ALT / English Teacher,REC015,2025-01-04,2025-01-10,,,,Interviewing,
APP001572,CAN000560,2022-08-06,Senior Teacher,REC004,2022-08-16,2022-08-26,,,,Interviewing,
APP001573,CAN001961,2023-08-18,Senior Teacher,REC017,2023-08-20,2023-08-28,2023-09-06,2023-09-11,,Hired,
APP001574,CAN001848,2022-10-02,Senior Teacher,REC012,2022-10-06,,,,2022-10-06,Rejected,Language Requirements
APP001575,CAN001665,2021-02-22,Experienced Teacher,REC003,2021-03-04,2021-03-08,2021-03-09,2021-03-10,,Hired,
APP001576,CAN001485,2022-07-13,Senior Teacher,REC008,2022-07-15,2022-07-27,2022-08-02,2022-08-07,,Hired,
APP001577,CAN001899,2022-05-27,Senior Teacher,REC019,2022-06-02,2022-06-10,,,,Interviewing,
APP001578,CAN001923,2021-01-10,Experienced Teacher,REC004,2021-01-11,2021-01-16,,,2021-01-22,Rejected,Interview Result
APP001579,CAN001335,2023-01-11,Experienced Teacher,REC020,2023-01-12,2023-01-13,,,,Interviewing,
APP001580,CAN001011,2024-11-22,Experienced Teacher,REC007,2024-11-30,2024-12-07,,,,Interviewing,
APP001581,CAN000780,2022-10-22,Senior Teacher,REC023,,,,,,Withdrawn,
APP001582,CAN001223,2025-01-16,Senior Teacher,REC007,2025-01-21,2025-01-28,2025-01-29,2025-02-02,,Hired,
APP001583,CAN000039,2024-07-07,ALT / English Teacher,REC008,,,,,,Withdrawn,
APP001584,CAN000273,2026-01-19,Senior Teacher,REC003,2026-01-24,2026-02-04,,,2026-01-29,Rejected,Availability
APP001585,CAN000292,2021-04-12,Senior Teacher,REC025,2021-04-20,2021-04-24,2021-04-25,2021-04-28,,Hired,
APP001586,CAN000102,2024-04-13,Experienced Teacher,REC004,2024-04-19,2024-05-03,,,,Interviewing,
APP001587,CAN000037,2025-08-10,ALT / English Teacher,REC010,2025-08-15,2025-08-28,,,2025-08-16,Rejected,Language Requirements
APP001588,CAN001485,2023-05-26,ALT / English Teacher,REC019,2023-06-04,2023-06-12,2023-06-15,2023-06-22,,Hired,
APP001589,CAN000396,2022-09-14,Experienced Teacher,REC025,2022-09-24,2022-09-26,,,,Interviewing,
APP001590,CAN000842,2026-08-05,ALT / English Teacher,REC024,2026-08-07,2026-08-08,,,2026-08-21,Rejected,Experience
APP001591,CAN001551,2025-02-07,Experienced Teacher,REC013,2025-02-09,,,,2025-02-27,Rejected,Experience
APP001592,CAN000997,2026-02-19,ALT / English Teacher,REC009,2026-02-22,2026-03-05,,,,Interviewing,
APP001593,CAN000348,2022-05-27,Senior Teacher,REC003,2022-05-31,2022-06-05,,,2022-06-14,Rejected,Experience
APP001594,CAN000793,2021-03-13,ALT / English Teacher,REC003,2021-03-19,2021-03-26,2021-03-27,2021-03-31,,Hired,
APP001595,CAN000086,2021-10-02,Senior Teacher,REC016,2021-10-06,2021-10-12,,,2021-10-25,Rejected,Position Filled
APP001596,CAN001100,2024-05-17,Senior Teacher,REC015,2024-05-23,2024-06-02,,,2024-06-04,Rejected,Experience
APP001597,CAN000607,2024-06-06,Experienced Teacher,REC003,2024-06-08,2024-06-11,,,,Interviewing,
APP001598,CAN001186,2023-03-28,Senior Teacher,REC017,2023-03-31,,,,,Hired,
APP001599,CAN000177,2025-01-13,Senior Teacher,REC025,2025-01-16,2025-01-19,2025-01-29,2025-02-01,,Hired,
APP001600,CAN001780,2025-10-16,ALT / English Teacher,REC020,2025-10-23,2025-10-25,2025-10-28,2025-10-30,,Hired,
APP001601,CAN001725,2021-01-01,Experienced Teacher,REC001,2021-01-03,2021-01-12,2021-01-13,2021-01-19,,Hired,
APP001602,CAN001746,2022-02-27,Senior Teacher,REC014,2022-03-04,2022-03-15,2022-03-22,2022-03-27,,Hired,
APP001603,CAN001057,2023-03-08,Experienced Teacher,REC014,2023-03-12,,,,2023-03-14,Rejected,Work Eligibility
APP001604,CAN000116,2021-08-04,Experienced Teacher,REC012,2021-08-13,2021-08-21,,,2021-09-02,Rejected,Language Requirements
APP001605,CAN001698,2021-02-07,ALT / English Teacher,REC013,2021-02-15,,,,2021-02-10,Rejected,Position Filled
APP001606,CAN001072,2026-12-04,ALT / English Teacher,REC012,2026-12-08,2026-12-11,2026-12-13,2026-12-20,,Hired,
APP001607,CAN000922,2025-02-27,Experienced Teacher,REC013,2025-03-06,2025-03-18,2025-03-27,2025-04-03,,Hired,
APP001608,CAN001730,2021-09-20,ALT / English Teacher,REC003,2021-09-27,2021-10-04,2021-10-09,2021-10-15,,Hired,
APP001609,CAN000120,2023-01-18,Senior Teacher,REC006,2023-01-21,2023-02-04,,,,Interviewing,
APP001610,CAN001834,2022-05-17,ALT / English Teacher,REC024,2022-05-26,2022-06-02,,,,Interviewing,
APP001611,CAN001357,2022-01-18,Experienced Teacher,REC007,2022-01-21,2022-02-01,2022-02-04,2022-02-11,,Hired,
APP001612,CAN001104,2026-08-26,ALT / English Teacher,REC004,2026-09-04,2026-09-08,,,,Interviewing,
APP001613,CAN001821,2021-06-13,Senior Teacher,REC007,2021-06-23,2021-07-06,2021-07-08,2021-07-15,,Hired,
APP001614,CAN000081,2024-07-25,Senior Teacher,REC013,2024-07-31,2024-08-03,,,2024-08-03,Rejected,Work Eligibility
APP001615,CAN000847,2022-02-17,ALT / English Teacher,REC004,2022-02-20,2022-02-24,,,2022-03-01,Rejected,Experience
APP001616,CAN000093,2025-03-24,ALT / English Teacher,REC015,2025-03-27,2025-04-10,2025-04-20,2025-04-27,,Hired,
APP001617,CAN000041,2023-02-23,Experienced Teacher,REC023,2023-03-04,2023-03-12,,,,Interviewing,
APP001618,CAN001156,2021-03-02,ALT / English Teacher,REC014,2021-03-12,,,,,Hired,
APP001619,CAN000671,2025-12-04,ALT / English Teacher,REC020,2025-12-07,2025-12-10,,,2025-12-13,Rejected,Interview Result
APP001620,CAN001859,2026-01-06,Senior Teacher,REC024,2026-01-15,2026-01-21,,,2026-01-19,Rejected,Availability
APP001621,CAN000862,2021-11-07,ALT / English Teacher,REC023,2021-11-16,2021-11-23,2021-11-26,2021-11-27,,Hired,
APP001622,CAN000056,2021-07-27,ALT / English Teacher,REC004,2021-07-30,2021-08-06,,,,Interviewing,
APP001623,CAN001731,2026-12-17,Senior Teacher,REC009,2026-12-24,2027-01-05,,,2027-01-13,Rejected,Experience
APP001624,CAN000337,2022-03-12,ALT / English Teacher,REC024,2022-03-13,2022-03-24,2022-04-02,2022-04-09,,Hired,
APP001625,CAN000804,2021-02-08,ALT / English Teacher,REC006,2021-02-15,2021-02-27,2021-03-07,2021-03-11,,Hired,
APP001626,CAN000132,2023-01-28,ALT / English Teacher,REC025,2023-01-31,2023-02-09,2023-02-14,2023-02-15,,Hired,
APP001627,CAN001571,2023-05-18,ALT / English Teacher,REC010,2023-05-19,2023-06-02,,,,Interviewing,
APP001628,CAN000501,2026-06-11,Experienced Teacher,REC016,2026-06-14,,,,2026-06-27,Rejected,Language Requirements
APP001629,CAN001000,2024-02-06,Experienced Teacher,REC011,2024-02-16,2024-02-29,,,2024-03-02,Rejected,Interview Result
APP001630,CAN001587,2026-08-23,Experienced Teacher,REC020,2026-09-02,2026-09-13,,,2026-09-10,Rejected,Position Filled
APP001631,CAN000636,2025-07-08,Experienced Teacher,REC019,2025-07-13,2025-07-21,2025-07-27,2025-08-01,,Hired,
APP001632,CAN001648,2025-04-09,Senior Teacher,REC014,2025-04-10,2025-04-14,,,2025-05-03,Rejected,Interview Result
APP001633,CAN001214,2024-11-22,ALT / English Teacher,REC014,,,,,,Withdrawn,
APP001634,CAN000839,2024-01-14,Senior Teacher,REC023,2024-01-18,2024-01-28,,,,Interviewing,
APP001635,CAN001827,2023-01-19,ALT / English Teacher,REC025,2023-01-20,,,,2023-02-01,Rejected,Interview Result
APP001636,CAN001157,2026-09-17,Experienced Teacher,REC015,2026-09-25,2026-10-07,,,2026-10-15,Rejected,Interview Result
APP001637,CAN001917,2026-06-15,Senior Teacher,REC009,2026-06-21,2026-06-24,,,2026-07-10,Rejected,Work Eligibility
APP001638,CAN000959,2024-03-19,Senior Teacher,REC014,,,,,,Withdrawn,
APP001639,CAN001118,2023-12-27,ALT / English Teacher,REC015,2023-12-30,2024-01-05,2024-01-13,2024-01-14,,Hired,
APP001640,CAN001115,2023-11-13,Senior Teacher,REC009,2023-11-19,2023-11-23,,,,Interviewing,
APP001641,CAN000056,2021-03-06,ALT / English Teacher,REC008,2021-03-08,2021-03-14,,,,Interviewing,
APP001642,CAN000101,2021-05-19,ALT / English Teacher,REC020,2021-05-28,,,,,Hired,
APP001643,CAN001471,2023-04-21,Experienced Teacher,REC011,2023-04-30,2023-05-13,2023-05-17,2023-05-23,,Hired,
APP001644,CAN001176,2024-12-09,ALT / English Teacher,REC023,2024-12-17,2024-12-22,2024-12-29,2024-12-31,,Hired,
APP001645,CAN000135,2024-12-06,Senior Teacher,REC023,2024-12-10,2024-12-24,2025-01-01,2025-01-08,,Hired,
