survey_id,employee_id,survey_date,overall_satisfaction,management_satisfaction,compensation_satisfaction,training_satisfaction,assignment_satisfaction,work_life_balance,career_satisfaction,commute_satisfaction,engagement_score,would_recommend,comments
SURV0007327,DUD100918,2025-06-17,1,2,1,2,1,1,1,2,1,False,
SURV0007328,DUD100918,2025-07-02,5,5,5,5,5,5,5,4,5,True,
SURV0007329,DUD100919,2024-09-17,5,5,5,5,4,5,4,4,4,True,
SURV0007330,DUD100919,2024-10-17,5,4,5,5,5,4,4,5,4,True,
SURV0007331,DUD100919,2024-11-11,5,4,5,5,4,5,4,5,5,True,
SURV0007332,DUD100919,2024-12-16,4,4,5,5,5,4,4,3,4,True,
SURV0007333,DUD100919,2025-01-16,4,5,4,4,4,4,5,3,4,True,
SURV0007334,DUD100919,2025-02-18,4,4,3,4,4,3,4,3,4,True,
SURV0007335,DUD100919,2025-03-15,5,4,5,5,4,5,5,4,5,True,
SURV0007336,DUD100919,2025-04-05,5,5,5,5,5,5,5,5,5,True,
SURV0007337,DUD100920,2021-04-03,3,3,4,2,3,2,3,2,3,False,
SURV0007338,DUD100920,2021-05-26,4,3,5,4,4,4,3,4,5,True,
SURV0007339,DUD100920,2021-06-19,3,3,3,2,4,2,4,2,3,False,
SURV0007340,DUD100920,2021-07-22,4,3,5,3,5,5,3,4,4,True,
SURV0007341,DUD100921,2024-08-08,4,4,4,5,4,4,3,5,5,True,
SURV0007342,DUD100921,2024-09-24,4,5,4,3,5,3,3,4,4,True,
SURV0007343,DUD100921,2024-10-22,4,5,5,3,4,4,5,4,4,True,
SURV0007344,DUD100921,2024-11-18,4,4,5,4,5,5,3,4,3,True,
SURV0007345,DUD100921,2024-12-06,2,1,2,2,1,3,1,2,1,False,
SURV0007346,DUD100921,2025-01-01,4,4,3,4,3,3,4,4,4,True,
SURV0007347,DUD100921,2025-02-18,3,2,4,4,4,4,3,3,3,False,
SURV0007348,DUD100922,2024-08-18,3,3,2,3,2,4,2,4,3,False,
SURV0007349,DUD100922,2024-09-25,2,2,2,2,3,3,3,2,2,False,
SURV0007350,DUD100922,2024-10-19,5,4,4,5,5,5,5,5,4,True,
SURV0007351,DUD100922,2024-11-06,5,5,5,5,5,5,5,5,5,True,
SURV0007352,DUD100922,2024-12-14,3,3,3,2,3,2,2,3,4,False,
SURV0007353,DUD100922,2025-01-13,5,5,5,4,5,5,4,5,5,True,
SURV0007354,DUD100922,2025-02-13,4,5,4,5,4,4,5,3,4,True,
SURV0007355,DUD100922,2025-03-17,2,2,2,3,2,3,2,1,1,False,
SURV0007356,DUD100922,2025-04-16,4,4,4,4,4,4,4,5,4,True,
SURV0007357,DUD100922,2025-05-25,1,1,1,2,2,1,1,2,1,False,
SURV0007358,DUD100922,2025-06-06,3,3,4,4,4,2,3,4,3,False,
SURV0007359,DUD100922,2025-07-06,3,3,3,3,2,3,3,3,3,False,
SURV0007360,DUD100923,2021-10-02,4,4,4,4,5,4,4,4,3,True,
SURV0007361,DUD100923,2021-11-06,3,3,4,3,3,4,2,2,3,False,
SURV0007362,DUD100923,2021-12-02,4,5,4,4,3,4,4,4,4,True,
SURV0007363,DUD100923,2022-01-27,2,2,2,1,2,2,2,3,2,False,
SURV0007364,DUD100923,2022-02-12,4,4,5,5,5,5,3,4,5,True,
SURV0007365,DUD100923,2022-03-24,4,4,4,3,4,3,4,3,5,True,
SURV0007366,DUD100924,2021-01-18,4,4,5,3,5,4,5,4,4,True,
SURV0007367,DUD100924,2021-02-28,2,2,2,2,2,2,2,2,2,False,
SURV0007368,DUD100924,2021-03-10,4,3,3,3,3,3,3,5,5,True,
SURV0007369,DUD100924,2021-04-18,1,1,1,1,1,1,1,1,1,False,
SURV0007370,DUD100924,2021-05-08,3,3,3,3,3,2,2,3,3,False,
SURV0007371,DUD100925,2022-04-20,4,5,5,5,5,4,4,4,4,True,
SURV0007372,DUD100925,2022-05-23,1,1,1,1,1,1,1,1,1,False,
SURV0007373,DUD100925,2022-06-21,4,4,4,5,5,3,5,4,4,True,
SURV0007374,DUD100925,2022-07-04,3,3,3,3,2,3,2,4,2,False,
SURV0007375,DUD100925,2022-08-05,5,5,5,5,4,5,5,4,5,True,
SURV0007376,DUD100925,2022-09-05,5,4,5,5,5,5,5,5,5,True,
SURV0007377,DUD100925,2022-10-05,5,5,5,4,4,4,4,5,5,True,
SURV0007378,DUD100925,2022-11-03,4,5,4,4,3,5,4,4,3,True,
SURV0007379,DUD100925,2022-12-19,4,4,3,4,3,3,4,3,5,True,
SURV0007380,DUD100926,2022-06-24,2,2,1,1,2,3,2,1,3,False,
SURV0007381,DUD100926,2022-07-23,5,5,4,4,5,5,4,5,5,True,
SURV0007382,DUD100926,2022-08-16,4,4,5,4,3,5,4,4,5,True,
SURV0007383,DUD100926,2022-09-26,4,4,4,3,5,3,5,5,5,True,
SURV0007384,DUD100926,2022-10-02,4,4,3,4,3,4,4,3,5,True,
SURV0007385,DUD100926,2022-11-27,4,4,4,3,3,3,3,4,4,True,
SURV0007386,DUD100927,2021-02-19,2,2,1,3,2,1,1,2,3,False,
SURV0007387,DUD100927,2021-03-25,4,5,4,3,5,3,3,4,3,True,
SURV0007388,DUD100927,2021-04-27,5,4,5,5,5,5,4,5,5,True,
SURV0007389,DUD100927,2021-05-27,5,5,5,5,5,5,4,5,4,True,
SURV0007390,DUD100927,2021-06-15,5,5,5,5,5,5,4,5,5,True,
SURV0007391,DUD100928,2022-12-27,3,4,2,3,2,2,4,2,3,False,
SURV0007392,DUD100928,2023-01-09,5,5,4,5,5,4,5,5,5,True,
SURV0007393,DUD100928,2023-02-10,4,3,4,4,5,3,4,4,5,True,
SURV0007394,DUD100928,2023-03-27,4,4,5,4,5,5,4,3,4,True,
SURV0007395,DUD100928,2023-04-18,3,3,2,3,3,2,2,3,4,False,
SURV0007396,DUD100928,2023-05-01,2,3,3,1,2,3,2,2,2,False,
SURV0007397,DUD100929,2023-06-16,3,3,3,3,3,3,3,2,3,False,
SURV0007398,DUD100929,2023-07-06,4,4,4,5,3,5,3,4,4,True,
SURV0007399,DUD100929,2023-08-13,4,4,5,4,5,4,5,4,4,True,
SURV0007400,DUD100929,2023-09-10,4,4,3,5,4,5,4,4,4,True,
SURV0007401,DUD100929,2023-10-18,4,4,3,5,5,4,4,3,4,True,
SURV0007402,DUD100929,2023-11-16,1,1,1,1,2,1,1,1,2,False,
SURV0007403,DUD100929,2023-12-21,2,1,1,3,2,2,2,2,2,False,
SURV0007404,DUD100929,2024-01-01,4,3,4,3,3,4,5,5,4,True,
SURV0007405,DUD100929,2024-02-28,4,4,4,3,3,4,5,4,4,True,
SURV0007406,DUD100929,2024-03-19,1,1,2,1,1,1,2,1,2,False,
SURV0007407,DUD100930,2024-10-27,3,3,4,2,3,3,2,4,3,False,
SURV0007408,DUD100930,2024-11-21,2,1,2,3,2,3,1,3,1,False,
SURV0007409,DUD100930,2024-12-20,2,3,1,2,2,3,2,2,1,False,
SURV0007410,DUD100930,2025-01-08,4,5,4,5,4,4,4,3,4,True,
SURV0007411,DUD100930,2025-02-01,1,2,1,1,1,2,2,1,2,False,
SURV0007412,DUD100930,2025-03-20,5,4,5,5,5,5,5,5,5,True,
SURV0007413,DUD100931,2024-11-08,4,4,4,4,4,4,3,5,5,True,
SURV0007414,DUD100931,2024-12-25,3,2,3,2,3,2,3,2,3,False,
SURV0007415,DUD100931,2025-01-28,1,2,1,2,2,1,1,1,1,False,
SURV0007416,DUD100931,2025-02-16,4,3,4,4,4,5,4,5,3,True,
SURV0007417,DUD100931,2025-03-02,5,5,4,5,5,5,5,4,5,True,
SURV0007418,DUD100931,2025-04-20,3,4,3,3,2,3,4,2,3,False,
SURV0007419,DUD100932,2021-10-16,3,4,3,3,3,4,3,4,4,False,
SURV0007420,DUD100932,2021-11-27,5,5,5,4,4,5,5,4,5,True,
SURV0007421,DUD100932,2021-12-16,3,3,4,2,3,4,4,3,4,False,
SURV0007422,DUD100932,2022-01-09,1,1,2,2,2,1,1,1,1,False,
SURV0007423,DUD100932,2022-02-06,4,4,4,4,5,4,5,4,4,True,
SURV0007424,DUD100932,2022-03-15,5,5,5,5,5,5,4,4,4,True,
SURV0007425,DUD100932,2022-04-05,5,5,4,5,5,4,4,5,5,True,
SURV0007426,DUD100932,2022-05-06,4,4,4,4,4,3,5,5,4,True,
SURV0007427,DUD100933,2022-01-15,4,5,4,4,3,3,3,3,4,True,
SURV0007428,DUD100933,2022-02-28,3,3,3,4,3,4,3,3,2,False,
SURV0007429,DUD100933,2022-03-04,5,5,4,5,4,5,5,4,4,True,
SURV0007430,DUD100933,2022-04-17,5,5,5,5,5,5,5,5,5,True,
SURV0007431,DUD100934,2021-06-24,4,4,3,4,3,3,3,3,5,True,
SURV0007432,DUD100934,2021-07-13,4,4,3,5,5,3,5,5,5,True,
SURV0007433,DUD100934,2021-08-26,4,4,4,4,4,4,4,3,4,True,
SURV0007434,DUD100934,2021-09-01,2,2,1,3,3,1,3,2,3,False,
SURV0007435,DUD100934,2021-10-12,3,3,3,4,2,3,2,4,4,False,
SURV0007436,DUD100934,2021-11-19,4,3,5,3,4,4,4,4,4,True,
SURV0007437,DUD100935,2022-08-03,4,4,4,3,4,5,4,3,4,True,
SURV0007438,DUD100935,2022-09-19,1,1,1,1,1,1,1,1,1,False,
SURV0007439,DUD100935,2022-10-19,4,4,4,3,4,4,4,5,4,True,
SURV0007440,DUD100935,2022-11-20,4,4,5,4,5,5,5,3,5,True,
SURV0007441,DUD100936,2022-07-28,3,3,2,4,2,4,3,2,3,False,
SURV0007442,DUD100936,2022-08-25,2,2,2,2,1,1,3,1,3,False,
SURV0007443,DUD100936,2022-09-20,4,5,4,3,3,4,4,4,3,True,
SURV0007444,DUD100936,2022-10-01,4,4,5,5,5,4,4,4,4,True,
SURV0007445,DUD100936,2022-11-16,1,1,1,1,2,2,1,1,2,False,
SURV0007446,DUD100936,2022-12-20,4,5,4,4,5,5,3,4,4,True,
SURV0007447,DUD100936,2023-01-09,4,5,3,4,3,5,3,4,4,True,
SURV0007448,DUD100936,2023-02-24,4,4,4,4,4,3,4,5,4,True,
SURV0007449,DUD100936,2023-03-02,4,5,4,4,3,5,5,4,3,True,
SURV0007450,DUD100937,2022-10-16,5,4,5,5,4,4,4,5,5,True,
SURV0007451,DUD100937,2022-11-17,3,2,3,4,2,3,3,4,3,False,
SURV0007452,DUD100937,2022-12-27,5,5,5,4,5,5,5,5,5,True,
SURV0007453,DUD100937,2023-01-08,3,2,2,4,2,4,3,3,4,False,
SURV0007454,DUD100937,2023-02-11,2,3,2,1,2,2,1,1,2,False,
SURV0007455,DUD100937,2023-03-14,4,5,5,4,4,4,4,4,4,True,
SURV0007456,DUD100937,2023-04-12,4,3,4,5,4,4,3,5,5,True,
SURV0007457,DUD100937,2023-05-10,4,5,5,4,4,5,4,4,4,True,
SURV0007458,DUD100937,2023-06-05,1,2,1,1,2,2,1,1,1,False,
SURV0007459,DUD100937,2023-07-05,2,2,2,2,3,1,2,2,3,False,
SURV0007460,DUD100937,2023-08-19,4,4,4,5,4,4,4,4,3,True,
SURV0007461,DUD100937,2023-09-04,2,1,2,2,2,1,2,3,2,False,
SURV0007462,DUD100938,2021-07-04,2,2,3,3,3,2,2,3,2,False,
SURV0007463,DUD100938,2021-08-21,5,5,5,5,4,5,5,5,4,True,
SURV0007464,DUD100938,2021-09-23,4,4,3,5,5,4,4,4,4,True,
SURV0007465,DUD100938,2021-10-04,5,5,5,5,5,5,5,5,5,True,
SURV0007466,DUD100939,2022-07-05,3,4,3,3,4,2,3,4,3,False,
SURV0007467,DUD100939,2022-08-25,5,5,4,5,4,5,5,5,5,True,
SURV0007468,DUD100939,2022-09-05,5,5,5,4,4,5,4,5,4,True,
SURV0007469,DUD100939,2022-10-20,2,2,2,2,2,1,3,2,2,False,
SURV0007470,DUD100939,2022-11-08,1,1,1,2,1,1,1,1,1,False,
SURV0007471,DUD100940,2024-09-24,5,5,5,5,5,4,5,5,5,True,
SURV0007472,DUD100940,2024-10-27,4,5,4,4,5,5,4,3,5,True,
SURV0007473,DUD100940,2024-11-07,2,1,3,2,2,2,2,1,3,False,
SURV0007474,DUD100940,2024-12-19,4,5,5,3,4,4,3,4,5,True,
SURV0007475,DUD100940,2025-01-27,4,3,4,4,4,5,3,5,5,True,
SURV0007476,DUD100940,2025-02-27,2,2,2,1,2,3,1,3,3,False,
SURV0007477,DUD100940,2025-03-21,4,4,3,4,4,5,5,5,3,True,
SURV0007478,DUD100940,2025-04-17,2,2,1,2,3,2,3,3,2,False,
SURV0007479,DUD100940,2025-05-18,2,1,1,2,3,3,2,2,2,False,
SURV0007480,DUD100941,2021-04-12,5,4,5,5,5,5,4,5,4,True,
SURV0007481,DUD100941,2021-05-22,4,5,4,4,5,5,3,4,4,True,
SURV0007482,DUD100941,2021-06-21,3,3,3,2,2,3,2,3,4,False,
SURV0007483,DUD100941,2021-07-07,2,2,2,1,2,2,2,2,2,False,
SURV0007484,DUD100941,2021-08-23,5,5,4,5,4,5,5,5,5,True,
SURV0007485,DUD100941,2021-09-07,4,3,5,4,4,3,3,4,4,True,
SURV0007486,DUD100941,2021-10-02,1,2,1,1,1,2,1,2,1,False,
SURV0007487,DUD100941,2021-11-22,5,5,5,5,5,5,5,5,4,True,
SURV0007488,DUD100941,2021-12-13,4,5,3,5,5,4,4,5,5,True,
SURV0007489,DUD100941,2022-01-15,5,4,5,5,4,5,5,5,5,True,
SURV0007490,DUD100941,2022-02-07,4,5,4,4,4,4,4,5,4,True,
SURV0007491,DUD100941,2022-03-25,4,4,4,4,4,3,4,4,4,True,
SURV0007492,DUD100942,2022-01-20,5,5,5,4,5,5,4,5,5,True,
SURV0007493,DUD100942,2022-02-20,2,2,3,3,2,2,2,3,2,False,
SURV0007494,DUD100942,2022-03-08,5,4,5,5,5,5,5,5,5,True,
SURV0007495,DUD100942,2022-04-12,5,5,5,5,4,5,5,4,5,True,
SURV0007496,DUD100942,2022-05-16,3,3,3,2,3,3,4,3,3,False,
SURV0007497,DUD100942,2022-06-25,4,5,3,3,5,4,5,3,4,True,
SURV0007498,DUD100942,2022-07-10,2,2,3,2,2,2,1,2,2,False,
SURV0007499,DUD100942,2022-08-27,2,2,1,2,1,3,3,2,1,False,
SURV0007500,DUD100942,2022-09-10,5,4,5,5,5,4,5,5,5,True,
SURV0007501,DUD100942,2022-10-06,5,5,5,5,5,5,4,5,5,True,
SURV0007502,DUD100942,2022-11-24,5,5,5,5,5,5,5,5,5,True,
SURV0007503,DUD100942,2022-12-14,4,4,4,4,4,5,4,4,5,True,
SURV0007504,DUD100943,2024-04-14,3,2,3,4,2,3,3,3,4,False,
SURV0007505,DUD100943,2024-05-19,4,4,4,4,4,4,3,5,5,True,
SURV0007506,DUD100943,2024-06-22,5,4,5,5,5,5,4,5,4,True,
SURV0007507,DUD100943,2024-07-13,4,5,4,4,4,4,5,4,4,True,
SURV0007508,DUD100943,2024-08-23,4,4,4,4,5,4,5,4,4,True,
SURV0007509,DUD100944,2021-04-15,4,4,3,3,3,3,3,5,4,True,
SURV0007510,DUD100944,2021-05-05,2,2,2,2,2,1,3,2,1,False,
SURV0007511,DUD100944,2021-06-15,4,5,3,3,4,5,3,5,4,True,
SURV0007512,DUD100944,2021-07-13,5,5,5,5,5,5,4,5,4,True,
SURV0007513,DUD100944,2021-08-26,5,5,5,5,5,5,5,5,5,True,
SURV0007514,DUD100944,2021-09-09,4,4,4,5,4,3,4,5,5,True,
SURV0007515,DUD100944,2021-10-03,4,3,5,3,3,3,4,4,4,True,
SURV0007516,DUD100944,2021-11-07,3,3,4,4,3,2,4,2,3,False,
SURV0007517,DUD100944,2021-12-26,4,4,4,4,4,5,3,4,3,True,
SURV0007518,DUD100944,2022-01-24,2,1,3,1,2,2,2,1,2,False,
SURV0007519,DUD100944,2022-02-04,3,3,2,3,3,3,3,3,4,False,
SURV0007520,DUD100944,2022-03-04,4,4,4,3,4,3,5,4,4,True,
SURV0007521,DUD100945,2022-07-04,5,5,5,5,5,5,5,5,5,True,
SURV0007522,DUD100945,2022-08-18,3,3,3,4,3,2,3,4,3,False,
SURV0007523,DUD100945,2022-09-05,1,1,2,1,1,1,2,1,1,False,
SURV0007524,DUD100945,2022-10-26,4,3,4,4,4,4,5,4,3,True,
SURV0007525,DUD100945,2022-11-24,2,1,2,2,2,1,2,2,1,False,
SURV0007526,DUD100945,2022-12-13,4,4,5,5,3,3,4,5,5,True,
SURV0007527,DUD100946,2022-07-23,2,2,2,2,3,2,2,2,2,False,
SURV0007528,DUD100946,2022-08-24,2,2,2,2,2,2,1,1,3,False,
SURV0007529,DUD100946,2022-09-20,3,2,3,3,3,3,2,2,2,False,
SURV0007530,DUD100946,2022-10-22,5,5,4,5,5,5,5,5,5,True,
SURV0007531,DUD100946,2022-11-17,5,4,5,5,5,4,4,4,5,True,
SURV0007532,DUD100946,2022-12-15,4,4,4,4,4,4,4,3,4,True,
SURV0007533,DUD100946,2023-01-28,4,4,4,4,4,3,4,4,4,True,
SURV0007534,DUD100946,2023-02-25,2,3,2,2,2,3,3,3,2,False,
SURV0007535,DUD100947,2023-05-04,5,4,4,5,5,4,5,4,4,True,
SURV0007536,DUD100947,2023-06-17,5,4,5,5,4,5,5,4,4,True,
SURV0007537,DUD100947,2023-07-26,4,3,4,4,4,5,3,4,3,True,
SURV0007538,DUD100947,2023-08-08,4,4,4,5,4,4,4,3,4,True,
SURV0007539,DUD100947,2023-09-01,1,1,2,1,1,2,1,1,1,False,
SURV0007540,DUD100947,2023-10-09,3,2,3,3,3,2,3,3,3,False,
SURV0007541,DUD100947,2023-11-16,5,5,5,4,5,5,5,4,5,True,
SURV0007542,DUD100947,2023-12-11,3,4,4,3,3,3,2,4,2,False,
SURV0007543,DUD100947,2024-01-21,5,4,5,5,5,5,5,5,5,True,
SURV0007544,DUD100947,2024-02-09,4,4,3,3,3,4,3,4,4,True,
SURV0007545,DUD100947,2024-03-26,4,4,3,4,3,3,4,5,4,True,
SURV0007546,DUD100947,2024-04-03,4,3,4,4,4,4,3,4,4,True,
SURV0007547,DUD100948,2022-11-05,5,5,5,5,5,4,5,5,5,True,
SURV0007548,DUD100948,2022-12-08,2,2,3,2,2,2,3,2,3,False,
SURV0007549,DUD100948,2023-01-01,4,4,4,4,5,3,3,4,4,True,
SURV0007550,DUD100948,2023-02-05,3,3,4,4,3,2,4,4,4,False,
SURV0007551,DUD100948,2023-03-01,5,5,5,5,5,5,5,5,5,True,
SURV0007552,DUD100948,2023-04-20,4,4,3,3,3,4,5,4,4,True,
SURV0007553,DUD100948,2023-05-09,5,4,4,5,5,5,5,5,5,True,
SURV0007554,DUD100948,2023-06-22,5,5,4,5,5,4,4,5,4,True,
SURV0007555,DUD100949,2024-11-27,5,5,4,5,5,5,5,4,5,True,
SURV0007556,DUD100949,2024-12-21,5,5,5,5,5,5,5,5,4,True,
SURV0007557,DUD100949,2025-01-21,1,1,1,1,1,1,2,2,1,False,
SURV0007558,DUD100949,2025-02-07,5,5,5,5,5,4,5,5,5,True,
SURV0007559,DUD100949,2025-03-19,5,5,4,5,4,5,5,5,5,True,
SURV0007560,DUD100949,2025-04-19,4,5,4,4,3,4,4,4,4,True,
SURV0007561,DUD100949,2025-05-13,2,3,2,3,2,1,2,3,2,False,
SURV0007562,DUD100949,2025-06-25,3,3,2,3,3,4,3,4,2,False,
SURV0007563,DUD100949,2025-07-01,2,2,1,2,2,3,3,3,2,False,
SURV0007564,DUD100949,2025-08-06,4,5,4,4,5,5,3,3,4,True,
SURV0007565,DUD100949,2025-09-01,4,4,5,4,5,4,5,4,5,True,
SURV0007566,DUD100950,2023-06-21,3,3,4,2,3,4,2,2,3,False,
SURV0007567,DUD100950,2023-07-12,4,4,4,5,5,3,4,3,4,True,
SURV0007568,DUD100950,2023-08-08,3,2,4,3,4,3,3,3,2,False,
SURV0007569,DUD100950,2023-09-01,4,4,4,5,3,4,3,4,4,True,
SURV0007570,DUD100950,2023-10-08,4,4,4,4,3,4,5,5,4,True,
SURV0007571,DUD100950,2023-11-17,4,4,3,4,4,5,5,3,4,True,
SURV0007572,DUD100950,2023-12-23,4,5,4,5,4,5,4,4,4,True,
SURV0007573,DUD100951,2024-11-01,4,4,3,4,4,4,4,4,3,True,
SURV0007574,DUD100951,2024-12-28,2,2,3,1,2,3,2,2,1,False,
SURV0007575,DUD100951,2025-01-14,5,4,5,4,5,4,5,5,4,True,
SURV0007576,DUD100951,2025-02-08,5,5,5,5,5,4,5,4,5,True,
SURV0007577,DUD100951,2025-03-28,4,4,3,4,4,5,4,4,5,True,
SURV0007578,DUD100951,2025-04-08,4,4,5,3,4,4,4,5,4,True,
SURV0007579,DUD100951,2025-05-25,4,4,3,4,3,4,3,4,3,True,
SURV0007580,DUD100951,2025-06-19,4,4,4,5,4,4,4,3,3,True,
SURV0007581,DUD100951,2025-07-25,3,4,2,4,3,2,2,2,4,False,
SURV0007582,DUD100951,2025-08-23,3,4,2,3,3,3,3,3,3,False,
SURV0007583,DUD100951,2025-09-16,3,4,3,2,3,3,4,2,4,False,
SURV0007584,DUD100951,2025-10-17,4,5,4,4,5,4,5,5,5,True,
SURV0007585,DUD100952,2023-04-05,5,5,5,5,5,5,5,4,5,True,
SURV0007586,DUD100952,2023-05-01,3,4,2,3,2,3,4,3,3,False,
SURV0007587,DUD100952,2023-06-02,4,3,4,4,4,4,3,4,4,True,
SURV0007588,DUD100952,2023-07-02,4,3,4,4,4,4,4,5,4,True,
SURV0007589,DUD100952,2023-08-23,4,4,4,4,3,4,4,3,4,True,
SURV0007590,DUD100952,2023-09-19,1,1,1,1,1,1,2,1,2,False,
SURV0007591,DUD100952,2023-10-02,3,3,4,2,3,3,2,3,4,False,
SURV0007592,DUD100953,2023-11-26,2,1,2,1,2,2,3,2,1,False,
SURV0007593,DUD100953,2023-12-02,5,5,5,4,5,5,4,4,4,True,
SURV0007594,DUD100953,2024-01-05,5,5,5,5,5,5,4,5,5,True,
SURV0007595,DUD100953,2024-02-08,5,5,5,5,5,4,5,5,5,True,
SURV0007596,DUD100954,2021-06-11,4,4,3,3,5,4,4,3,5,True,
SURV0007597,DUD100954,2021-07-02,5,5,5,5,5,5,4,5,4,True,
SURV0007598,DUD100954,2021-08-18,5,4,5,5,5,4,5,5,4,True,
SURV0007599,DUD100954,2021-09-07,5,5,5,4,5,5,5,5,5,True,
SURV0007600,DUD100954,2021-10-07,4,4,4,5,4,3,5,4,5,True,
SURV0007601,DUD100955,2021-10-11,1,1,2,1,1,2,1,1,1,False,
SURV0007602,DUD100955,2021-11-12,3,3,3,2,4,3,3,2,3,False,
SURV0007603,DUD100955,2021-12-06,3,2,3,3,3,3,4,3,3,False,
SURV0007604,DUD100955,2022-01-22,1,2,1,1,1,1,2,1,1,False,
SURV0007605,DUD100955,2022-02-07,3,2,2,3,3,3,3,3,3,False,
SURV0007606,DUD100955,2022-03-09,4,4,4,3,3,3,4,4,4,True,
SURV0007607,DUD100955,2022-04-13,3,4,2,3,3,3,3,2,4,False,
SURV0007608,DUD100955,2022-05-06,4,3,5,3,4,4,4,3,3,True,
SURV0007609,DUD100955,2022-06-20,2,2,2,2,1,2,3,1,2,False,
SURV0007610,DUD100956,2023-01-10,3,4,2,3,3,2,3,4,2,False,
SURV0007611,DUD100956,2023-02-03,3,3,3,4,2,4,3,4,4,False,
SURV0007612,DUD100956,2023-03-04,3,2,4,2,4,4,4,2,3,False,
SURV0007613,DUD100956,2023-04-28,4,5,5,3,4,3,4,5,5,True,
SURV0007614,DUD100956,2023-05-17,4,3,4,3,4,4,4,4,4,True,
SURV0007615,DUD100956,2023-06-02,5,5,5,5,5,5,5,5,4,True,
SURV0007616,DUD100956,2023-07-23,5,5,5,5,5,4,5,5,5,True,
SURV0007617,DUD100957,2021-09-04,2,2,2,2,2,3,2,3,2,False,
SURV0007618,DUD100957,2021-10-28,5,5,5,5,5,5,5,5,5,True,
SURV0007619,DUD100957,2021-11-27,5,5,5,5,5,5,5,5,5,True,
SURV0007620,DUD100957,2021-12-06,3,2,3,3,2,3,3,2,3,False,
SURV0007621,DUD100957,2022-01-03,4,3,4,4,3,3,5,4,4,True,
SURV0007622,DUD100957,2022-02-24,5,5,5,5,4,5,4,5,4,True,
SURV0007623,DUD100957,2022-03-16,4,3,4,3,3,4,4,3,4,True,
SURV0007624,DUD100958,2024-12-02,3,3,4,3,4,2,2,3,4,False,
SURV0007625,DUD100958,2025-01-07,5,5,5,4,4,4,5,5,5,True,
SURV0007626,DUD100958,2025-02-22,1,1,2,1,1,1,1,1,1,False,
SURV0007627,DUD100958,2025-03-09,1,1,1,2,1,1,1,1,2,False,
SURV0007628,DUD100958,2025-04-04,4,5,4,4,4,3,4,3,4,True,
SURV0007629,DUD100959,2024-08-05,4,4,4,5,5,4,3,3,5,True,
SURV0007630,DUD100959,2024-09-15,4,4,5,4,4,5,4,4,3,True,
SURV0007631,DUD100959,2024-10-19,5,5,5,5,5,4,4,4,5,True,
SURV0007632,DUD100959,2024-11-24,3,3,3,3,2,3,4,3,4,False,
SURV0007633,DUD100959,2024-12-17,4,4,3,4,3,3,4,4,5,True,
SURV0007634,DUD100960,2024-12-10,5,4,4,5,5,5,5,5,5,True,
SURV0007635,DUD100960,2025-01-05,3,3,3,3,4,3,2,2,4,False,
SURV0007636,DUD100960,2025-02-10,3,3,4,3,4,3,2,2,3,False,
SURV0007637,DUD100960,2025-03-08,5,5,4,5,5,5,5,5,5,True,
SURV0007638,DUD100960,2025-04-08,2,2,2,2,1,3,3,1,2,False,
SURV0007639,DUD100960,2025-05-25,5,5,5,5,4,5,5,5,4,True,
SURV0007640,DUD100961,2022-04-19,4,4,3,4,4,4,4,3,4,True,
SURV0007641,DUD100961,2022-05-28,4,5,4,4,5,4,5,3,4,True,
SURV0007642,DUD100961,2022-06-09,4,3,4,4,5,4,5,4,4,True,
SURV0007643,DUD100961,2022-07-09,4,4,3,4,3,4,4,5,3,True,
SURV0007644,DUD100962,2021-09-06,4,5,4,4,4,3,3,5,4,True,
SURV0007645,DUD100962,2021-10-19,4,4,4,3,5,5,4,4,4,True,
SURV0007646,DUD100962,2021-11-06,3,4,3,3,3,3,3,4,3,False,
SURV0007647,DUD100962,2021-12-07,2,3,2,2,1,1,2,1,1,False,
SURV0007648,DUD100962,2022-01-18,4,4,4,4,3,4,4,5,5,True,
SURV0007649,DUD100962,2022-02-04,3,4,4,3,3,3,3,2,3,False,
SURV0007650,DUD100962,2022-03-05,3,3,3,3,2,4,3,3,3,False,
SURV0007651,DUD100962,2022-04-22,4,5,4,5,5,4,4,5,4,True,
SURV0007652,DUD100962,2022-05-13,5,5,4,5,5,5,5,5,5,True,
SURV0007653,DUD100962,2022-06-13,3,3,3,2,3,3,3,4,4,False,
SURV0007654,DUD100962,2022-07-13,3,4,3,3,3,4,2,2,4,False,
SURV0007655,DUD100963,2022-03-26,4,3,4,5,3,3,4,5,5,True,
SURV0007656,DUD100963,2022-04-14,3,4,2,3,3,3,4,4,3,False,
SURV0007657,DUD100963,2022-05-16,2,3,1,3,2,2,2,2,2,False,
SURV0007658,DUD100963,2022-06-09,4,4,5,4,4,4,4,4,3,True,
SURV0007659,DUD100963,2022-07-24,3,3,3,3,3,4,2,4,2,False,
SURV0007660,DUD100963,2022-08-17,4,4,3,4,4,5,3,4,5,True,
SURV0007661,DUD100964,2023-04-27,3,3,4,4,2,3,3,3,2,False,
SURV0007662,DUD100964,2023-05-26,5,5,4,5,5,5,5,5,5,True,
SURV0007663,DUD100964,2023-06-21,4,4,3,4,4,4,5,5,4,True,
SURV0007664,DUD100964,2023-07-03,5,5,5,5,5,5,5,5,5,True,
SURV0007665,DUD100964,2023-08-19,5,5,5,5,5,5,5,4,5,True,
