qualification_id,employee_id,qualification_name,qualification_type,issuing_organization,issue_date,expiry_date,qualification_status
QUAL000698,DUD100540,TEFL,Teaching Certification,International TEFL Academy,2023-07-11,,Active
QUAL000699,DUD100541,BA English,Degree,University,2019-11-16,,Active
QUAL000700,DUD100542,MA Education,Degree,University,2023-05-04,,Active
QUAL000701,DUD100543,TESOL,Teaching Certification,TESOL International Association,2021-04-24,2024-12-28,Expired
QUAL000702,DUD100544,BA Linguistics,Degree,University,2019-06-02,,Active
QUAL000703,DUD100545,BA Linguistics,Degree,University,2021-05-13,,Active
QUAL000704,DUD100546,CELTA,Teaching Certification,Cambridge English,2018-11-08,,Active
QUAL000705,DUD100547,BA Linguistics,Degree,University,2025-10-09,,Active
QUAL000706,DUD100547,TEFL,Teaching Certification,International TEFL Academy,2018-10-13,,Active
QUAL000707,DUD100548,CELTA,Teaching Certification,Cambridge English,2025-04-16,,Active
QUAL000708,DUD100548,BA Linguistics,Degree,University,2024-03-21,,Active
QUAL000709,DUD100549,TEFL,Teaching Certification,International TEFL Academy,2020-07-26,,Active
QUAL000710,DUD100550,CELTA,Teaching Certification,Cambridge English,2018-09-10,,Active
QUAL000711,DUD100551,BA Linguistics,Degree,University,2021-07-14,,Active
QUAL000712,DUD100551,MA Education,Degree,University,2022-12-04,,Active
QUAL000713,DUD100552,MA Education,Degree,University,2019-05-11,,Active
QUAL000714,DUD100553,CELTA,Teaching Certification,Cambridge English,2019-03-23,,Active
QUAL000715,DUD100553,TEFL,Teaching Certification,International TEFL Academy,2022-01-09,,Active
QUAL000716,DUD100554,BA Education,Degree,University,2019-05-12,,Active
QUAL000717,DUD100555,BA Education,Degree,University,2019-07-08,,Active
QUAL000718,DUD100556,MA Education,Degree,University,2025-02-05,,Active
QUAL000719,DUD100557,BA Linguistics,Degree,University,2021-04-08,,Active
QUAL000720,DUD100558,BA English,Degree,University,2018-02-03,,Active
QUAL000721,DUD100559,TEFL,Teaching Certification,International TEFL Academy,2021-02-19,,Active
QUAL000722,DUD100560,TESOL,Teaching Certification,TESOL International Association,2020-08-21,,Active
QUAL000723,DUD100560,BA Education,Degree,University,2021-06-17,,Active
QUAL000724,DUD100561,BA English,Degree,University,2022-01-17,,Active
QUAL000725,DUD100562,CELTA,Teaching Certification,Cambridge English,2020-09-05,,Active
QUAL000726,DUD100563,TEFL,Teaching Certification,International TEFL Academy,2025-01-14,,Active
QUAL000727,DUD100563,BA Education,Degree,University,2021-02-14,,Active
QUAL000728,DUD100564,CELTA,Teaching Certification,Cambridge English,2023-09-22,,Active
QUAL000729,DUD100565,TEFL,Teaching Certification,International TEFL Academy,2020-01-28,,Active
QUAL000730,DUD100566,CELTA,Teaching Certification,Cambridge English,2022-08-18,,Active
QUAL000731,DUD100567,MA Education,Degree,University,2025-05-23,,Active
QUAL000732,DUD100568,TESOL,Teaching Certification,TESOL International Association,2025-10-10,,Active
QUAL000733,DUD100569,TEFL,Teaching Certification,International TEFL Academy,2019-04-12,2022-09-11,Expired
QUAL000734,DUD100570,BA Education,Degree,University,2021-04-12,,Active
QUAL000735,DUD100571,TEFL,Teaching Certification,International TEFL Academy,2020-02-21,,Active
QUAL000736,DUD100571,BA Education,Degree,University,2018-03-17,,Active
QUAL000737,DUD100572,BA Linguistics,Degree,University,2022-07-07,,Active
QUAL000738,DUD100572,TEFL,Teaching Certification,International TEFL Academy,2020-06-21,,Active
QUAL000739,DUD100573,MA Education,Degree,University,2018-12-03,,Active
QUAL000740,DUD100574,BA Education,Degree,University,2025-06-07,,Active
QUAL000741,DUD100575,CELTA,Teaching Certification,Cambridge English,2021-07-12,,Active
QUAL000742,DUD100576,BA English,Degree,University,2023-12-15,,Active
QUAL000743,DUD100577,BA English,Degree,University,2020-04-26,,Active
QUAL000744,DUD100578,BA Education,Degree,University,2023-05-12,,Active
QUAL000745,DUD100578,TEFL,Teaching Certification,International TEFL Academy,2019-01-11,,Active
QUAL000746,DUD100579,TESOL,Teaching Certification,TESOL International Association,2020-12-15,,Active
QUAL000747,DUD100580,BA English,Degree,University,2020-02-06,,Active
QUAL000748,DUD100581,MA Education,Degree,University,2023-09-18,,Active
QUAL000749,DUD100582,BA Linguistics,Degree,University,2019-07-05,,Active
QUAL000750,DUD100583,BA Linguistics,Degree,University,2018-12-15,,Active
QUAL000751,DUD100584,CELTA,Teaching Certification,Cambridge English,2021-01-17,,Active
QUAL000752,DUD100585,BA English,Degree,University,2021-10-24,,Active
QUAL000753,DUD100586,TEFL,Teaching Certification,International TEFL Academy,2022-04-08,2024-04-25,Expired
QUAL000754,DUD100586,TESOL,Teaching Certification,TESOL International Association,2018-09-04,2020-08-20,Expired
QUAL000755,DUD100587,CELTA,Teaching Certification,Cambridge English,2019-04-04,,Active
QUAL000756,DUD100588,TESOL,Teaching Certification,TESOL International Association,2024-12-19,,Active
QUAL000757,DUD100589,BA English,Degree,University,2018-04-26,,Active
QUAL000758,DUD100589,CELTA,Teaching Certification,Cambridge English,2022-09-05,,Active
QUAL000759,DUD100590,TESOL,Teaching Certification,TESOL International Association,2019-10-18,,Active
QUAL000760,DUD100591,TESOL,Teaching Certification,TESOL International Association,2019-09-19,,Active
QUAL000761,DUD100592,TEFL,Teaching Certification,International TEFL Academy,2019-10-24,,Active
QUAL000762,DUD100593,BA English,Degree,University,2024-07-22,,Active
QUAL000763,DUD100594,BA English,Degree,University,2021-11-26,,Active
QUAL000764,DUD100595,BA Education,Degree,University,2025-08-10,,Active
QUAL000765,DUD100596,CELTA,Teaching Certification,Cambridge English,2025-01-22,,Active
QUAL000766,DUD100597,BA English,Degree,University,2020-06-22,,Active
QUAL000767,DUD100598,MA Education,Degree,University,2019-07-25,,Active
QUAL000768,DUD100599,BA Education,Degree,University,2023-02-06,,Active
QUAL000769,DUD100600,TESOL,Teaching Certification,TESOL International Association,2024-10-04,,Active
QUAL000770,DUD100600,BA Education,Degree,University,2018-09-20,,Active
QUAL000771,DUD100601,CELTA,Teaching Certification,Cambridge English,2022-06-11,,Active
QUAL000772,DUD100601,BA Linguistics,Degree,University,2021-06-15,,Active
QUAL000773,DUD100602,TEFL,Teaching Certification,International TEFL Academy,2025-06-25,,Active
QUAL000774,DUD100603,BA English,Degree,University,2021-11-02,,Active
QUAL000775,DUD100603,CELTA,Teaching Certification,Cambridge English,2023-03-20,,Active
QUAL000776,DUD100604,BA Education,Degree,University,2020-10-02,,Active
QUAL000777,DUD100605,CELTA,Teaching Certification,Cambridge English,2020-07-04,,Active
QUAL000778,DUD100606,TEFL,Teaching Certification,International TEFL Academy,2023-02-06,,Active
QUAL000779,DUD100606,CELTA,Teaching Certification,Cambridge English,2018-05-01,,Active
QUAL000780,DUD100607,BA Linguistics,Degree,University,2021-06-25,,Active
QUAL000781,DUD100608,BA Education,Degree,University,2024-06-19,,Active
QUAL000782,DUD100608,MA Education,Degree,University,2019-09-18,,Active
QUAL000783,DUD100609,BA Linguistics,Degree,University,2022-03-21,,Active
QUAL000784,DUD100610,TESOL,Teaching Certification,TESOL International Association,2018-12-04,,Active
QUAL000785,DUD100611,BA Linguistics,Degree,University,2019-03-28,,Active
QUAL000786,DUD100612,BA Education,Degree,University,2025-02-20,,Active
QUAL000787,DUD100612,CELTA,Teaching Certification,Cambridge English,2019-11-28,,Active
QUAL000788,DUD100613,CELTA,Teaching Certification,Cambridge English,2025-03-06,,Active
QUAL000789,DUD100614,TESOL,Teaching Certification,TESOL International Association,2022-05-19,2025-10-02,Expired
QUAL000790,DUD100615,TESOL,Teaching Certification,TESOL International Association,2023-06-02,,Active
QUAL000791,DUD100616,MA Education,Degree,University,2020-10-15,,Active
QUAL000792,DUD100617,MA Education,Degree,University,2024-08-03,,Active
QUAL000793,DUD100618,BA Linguistics,Degree,University,2024-10-13,,Active
QUAL000794,DUD100619,BA English,Degree,University,2021-08-03,,Active
QUAL000795,DUD100620,TEFL,Teaching Certification,International TEFL Academy,2022-06-08,2025-08-05,Expired
QUAL000796,DUD100621,TESOL,Teaching Certification,TESOL International Association,2025-06-08,2027-11-18,Active
QUAL000797,DUD100621,TEFL,Teaching Certification,International TEFL Academy,2019-06-27,2023-09-13,Expired
QUAL000798,DUD100622,TEFL,Teaching Certification,International TEFL Academy,2019-11-05,,Active
QUAL000799,DUD100622,TESOL,Teaching Certification,TESOL International Association,2018-08-25,,Active
QUAL000800,DUD100623,TESOL,Teaching Certification,TESOL International Association,2025-08-04,,Active
QUAL000801,DUD100623,MA Education,Degree,University,2025-05-24,,Active
QUAL000802,DUD100624,BA Education,Degree,University,2018-04-19,,Active
QUAL000803,DUD100625,BA Linguistics,Degree,University,2022-01-10,,Active
QUAL000804,DUD100625,TEFL,Teaching Certification,International TEFL Academy,2025-05-19,2028-04-22,Active
QUAL000805,DUD100626,TESOL,Teaching Certification,TESOL International Association,2025-11-21,,Active
QUAL000806,DUD100626,BA Linguistics,Degree,University,2020-04-11,,Active
QUAL000807,DUD100627,TEFL,Teaching Certification,International TEFL Academy,2022-04-10,,Active
QUAL000808,DUD100628,BA English,Degree,University,2021-10-26,,Active
QUAL000809,DUD100629,CELTA,Teaching Certification,Cambridge English,2025-09-16,,Active
QUAL000810,DUD100630,BA Education,Degree,University,2024-05-15,,Active
QUAL000811,DUD100631,BA Linguistics,Degree,University,2021-09-03,,Active
QUAL000812,DUD100632,BA Linguistics,Degree,University,2024-09-24,,Active
QUAL000813,DUD100633,BA Education,Degree,University,2018-07-19,,Active
QUAL000814,DUD100634,BA English,Degree,University,2023-11-19,,Active
QUAL000815,DUD100634,BA Education,Degree,University,2020-11-06,,Active
QUAL000816,DUD100635,MA Education,Degree,University,2020-10-26,,Active
QUAL000817,DUD100636,TESOL,Teaching Certification,TESOL International Association,2020-09-01,,Active
QUAL000818,DUD100637,TESOL,Teaching Certification,TESOL International Association,2024-05-13,,Active
QUAL000819,DUD100638,BA Linguistics,Degree,University,2020-07-16,,Active
QUAL000820,DUD100638,BA Education,Degree,University,2024-07-15,,Active
QUAL000821,DUD100639,BA Education,Degree,University,2020-06-27,,Active
QUAL000822,DUD100640,TESOL,Teaching Certification,TESOL International Association,2019-06-28,,Active
QUAL000823,DUD100641,BA Linguistics,Degree,University,2023-06-10,,Active
QUAL000824,DUD100641,BA English,Degree,University,2023-10-09,,Active
QUAL000825,DUD100642,CELTA,Teaching Certification,Cambridge English,2020-10-28,,Active
QUAL000826,DUD100643,BA Linguistics,Degree,University,2021-01-20,,Active
QUAL000827,DUD100644,TESOL,Teaching Certification,TESOL International Association,2018-01-17,,Active
QUAL000828,DUD100645,BA English,Degree,University,2018-09-16,,Active
QUAL000829,DUD100646,TEFL,Teaching Certification,International TEFL Academy,2019-03-28,,Active
QUAL000830,DUD100647,BA English,Degree,University,2021-07-08,,Active
QUAL000831,DUD100648,BA English,Degree,University,2020-08-20,,Active
QUAL000832,DUD100649,BA Linguistics,Degree,University,2024-11-10,,Active
QUAL000833,DUD100650,TESOL,Teaching Certification,TESOL International Association,2024-09-05,,Active
QUAL000834,DUD100650,BA Linguistics,Degree,University,2025-04-09,,Active
QUAL000835,DUD100651,MA Education,Degree,University,2024-03-03,,Active
QUAL000836,DUD100651,TEFL,Teaching Certification,International TEFL Academy,2021-07-20,,Active
QUAL000837,DUD100652,TEFL,Teaching Certification,International TEFL Academy,2018-12-26,2022-11-03,Expired
QUAL000838,DUD100653,TESOL,Teaching Certification,TESOL International Association,2020-12-04,,Active
QUAL000839,DUD100654,BA Education,Degree,University,2021-11-18,,Active
QUAL000840,DUD100655,TEFL,Teaching Certification,International TEFL Academy,2023-01-02,,Active
QUAL000841,DUD100656,CELTA,Teaching Certification,Cambridge English,2021-11-03,,Active
QUAL000842,DUD100657,TEFL,Teaching Certification,International TEFL Academy,2018-07-07,,Active
QUAL000843,DUD100658,BA English,Degree,University,2023-10-09,,Active
QUAL000844,DUD100658,TEFL,Teaching Certification,International TEFL Academy,2018-09-06,,Active
QUAL000845,DUD100659,BA English,Degree,University,2025-12-16,,Active
QUAL000846,DUD100660,BA Education,Degree,University,2020-05-18,,Active
QUAL000847,DUD100661,CELTA,Teaching Certification,Cambridge English,2018-02-05,,Active
QUAL000848,DUD100661,MA Education,Degree,University,2025-02-26,,Active
QUAL000849,DUD100662,BA Linguistics,Degree,University,2023-01-26,,Active
QUAL000850,DUD100663,CELTA,Teaching Certification,Cambridge English,2022-02-07,,Active
QUAL000851,DUD100663,BA Linguistics,Degree,University,2018-10-22,,Active
QUAL000852,DUD100664,BA English,Degree,University,2022-06-20,,Active
QUAL000853,DUD100665,BA Education,Degree,University,2019-05-17,,Active
QUAL000854,DUD100665,BA English,Degree,University,2019-05-19,,Active
QUAL000855,DUD100666,TEFL,Teaching Certification,International TEFL Academy,2020-11-27,,Active
QUAL000856,DUD100666,TESOL,Teaching Certification,TESOL International Association,2018-12-06,,Active
QUAL000857,DUD100667,BA English,Degree,University,2023-02-28,,Active
QUAL000858,DUD100668,BA Education,Degree,University,2021-11-06,,Active
QUAL000859,DUD100669,BA English,Degree,University,2024-03-21,,Active
QUAL000860,DUD100670,CELTA,Teaching Certification,Cambridge English,2020-02-13,,Active
QUAL000861,DUD100670,BA Education,Degree,University,2018-12-03,,Active
QUAL000862,DUD100671,BA Education,Degree,University,2022-03-19,,Active
QUAL000863,DUD100672,BA Linguistics,Degree,University,2022-02-28,,Active
QUAL000864,DUD100672,BA Education,Degree,University,2018-09-10,,Active
QUAL000865,DUD100673,BA Education,Degree,University,2021-10-08,,Active
QUAL000866,DUD100674,TEFL,Teaching Certification,International TEFL Academy,2024-05-12,,Active
QUAL000867,DUD100675,BA Education,Degree,University,2021-08-07,,Active
QUAL000868,DUD100676,TEFL,Teaching Certification,International TEFL Academy,2020-05-15,,Active
QUAL000869,DUD100676,BA Education,Degree,University,2020-12-11,,Active
QUAL000870,DUD100677,CELTA,Teaching Certification,Cambridge English,2021-02-12,,Active
QUAL000871,DUD100677,BA Education,Degree,University,2024-12-11,,Active
QUAL000872,DUD100678,BA Education,Degree,University,2024-08-20,,Active
QUAL000873,DUD100679,CELTA,Teaching Certification,Cambridge English,2023-04-24,,Active
QUAL000874,DUD100680,BA English,Degree,University,2024-01-03,,Active
QUAL000875,DUD100681,TESOL,Teaching Certification,TESOL International Association,2024-12-24,,Active
QUAL000876,DUD100682,MA Education,Degree,University,2018-02-09,,Active
QUAL000877,DUD100683,BA Linguistics,Degree,University,2024-08-24,,Active
QUAL000878,DUD100684,MA Education,Degree,University,2025-01-22,,Active
QUAL000879,DUD100685,TEFL,Teaching Certification,International TEFL Academy,2018-08-01,2022-04-09,Expired
QUAL000880,DUD100686,MA Education,Degree,University,2024-11-07,,Active
QUAL000881,DUD100687,BA Linguistics,Degree,University,2021-12-06,,Active
QUAL000882,DUD100687,BA English,Degree,University,2022-04-20,,Active
QUAL000883,DUD100688,BA Education,Degree,University,2023-04-23,,Active
QUAL000884,DUD100689,CELTA,Teaching Certification,Cambridge English,2024-04-08,,Active
QUAL000885,DUD100690,TESOL,Teaching Certification,TESOL International Association,2022-10-26,,Active
QUAL000886,DUD100690,CELTA,Teaching Certification,Cambridge English,2023-07-11,,Active
QUAL000887,DUD100691,TESOL,Teaching Certification,TESOL International Association,2019-06-25,,Active
QUAL000888,DUD100692,TEFL,Teaching Certification,International TEFL Academy,2021-06-24,,Active
QUAL000889,DUD100692,MA Education,Degree,University,2023-04-02,,Active
QUAL000890,DUD100693,MA Education,Degree,University,2024-08-21,,Active
QUAL000891,DUD100694,TEFL,Teaching Certification,International TEFL Academy,2019-07-15,2022-04-01,Expired
QUAL000892,DUD100695,BA English,Degree,University,2024-07-26,,Active
QUAL000893,DUD100696,BA Linguistics,Degree,University,2025-04-05,,Active
QUAL000894,DUD100697,CELTA,Teaching Certification,Cambridge English,2019-10-21,,Active
QUAL000895,DUD100698,BA English,Degree,University,2024-12-07,,Active
QUAL000896,DUD100698,MA Education,Degree,University,2018-01-24,,Active
QUAL000897,DUD100699,BA English,Degree,University,2023-04-17,,Active
QUAL000898,DUD100700,MA Education,Degree,University,2020-02-02,,Active
QUAL000899,DUD100701,TEFL,Teaching Certification,International TEFL Academy,2022-05-21,2025-11-13,Expired
QUAL000900,DUD100702,BA Education,Degree,University,2025-10-15,,Active
QUAL000901,DUD100703,BA Education,Degree,University,2023-11-17,,Active
QUAL000902,DUD100704,MA Education,Degree,University,2019-11-11,,Active
QUAL000903,DUD100705,BA Education,Degree,University,2024-01-10,,Active
QUAL000904,DUD100706,MA Education,Degree,University,2020-05-12,,Active
QUAL000905,DUD100706,BA English,Degree,University,2019-04-26,,Active
QUAL000906,DUD100707,BA Education,Degree,University,2023-08-12,,Active
QUAL000907,DUD100708,BA English,Degree,University,2025-04-01,,Active
QUAL000908,DUD100709,BA Linguistics,Degree,University,2024-08-05,,Active
QUAL000909,DUD100709,TEFL,Teaching Certification,International TEFL Academy,2021-04-23,,Active
QUAL000910,DUD100710,BA Education,Degree,University,2025-11-01,,Active
QUAL000911,DUD100711,TEFL,Teaching Certification,International TEFL Academy,2022-02-11,,Active
QUAL000912,DUD100712,CELTA,Teaching Certification,Cambridge English,2018-12-22,2023-04-10,Expired
QUAL000913,DUD100712,TEFL,Teaching Certification,International TEFL Academy,2025-02-25,2027-10-05,Active
QUAL000914,DUD100713,TEFL,Teaching Certification,International TEFL Academy,2023-08-15,,Active
QUAL000915,DUD100713,BA Linguistics,Degree,University,2020-07-12,,Active
QUAL000916,DUD100714,BA Education,Degree,University,2022-04-23,,Active
QUAL000917,DUD100714,MA Education,Degree,University,2018-07-26,,Active
QUAL000918,DUD100715,BA Linguistics,Degree,University,2018-11-04,,Active
QUAL000919,DUD100716,BA Linguistics,Degree,University,2020-10-14,,Active
QUAL000920,DUD100716,BA English,Degree,University,2019-09-19,,Active
QUAL000921,DUD100717,BA English,Degree,University,2020-11-13,,Active
QUAL000922,DUD100717,BA Education,Degree,University,2020-11-11,,Active
QUAL000923,DUD100718,TEFL,Teaching Certification,International TEFL Academy,2023-08-04,,Active
QUAL000924,DUD100719,BA Education,Degree,University,2022-12-17,,Active
QUAL000925,DUD100720,CELTA,Teaching Certification,Cambridge English,2020-07-01,2022-10-01,Expired
QUAL000926,DUD100721,MA Education,Degree,University,2025-09-18,,Active
QUAL000927,DUD100722,TEFL,Teaching Certification,International TEFL Academy,2025-03-11,2027-09-30,Active
QUAL000928,DUD100722,TESOL,Teaching Certification,TESOL International Association,2023-02-27,,Active
QUAL000929,DUD100723,MA Education,Degree,University,2020-02-03,,Active
QUAL000930,DUD100724,TEFL,Teaching Certification,International TEFL Academy,2020-04-28,,Active
QUAL000931,DUD100724,BA Education,Degree,University,2024-06-21,,Active
QUAL000932,DUD100725,MA Education,Degree,University,2024-02-17,,Active
QUAL000933,DUD100726,BA Linguistics,Degree,University,2021-04-05,,Active
QUAL000934,DUD100727,BA English,Degree,University,2024-08-22,,Active
QUAL000935,DUD100728,BA English,Degree,University,2024-10-01,,Active
QUAL000936,DUD100728,BA Education,Degree,University,2020-07-17,,Active
QUAL000937,DUD100729,CELTA,Teaching Certification,Cambridge English,2023-03-04,,Active
QUAL000938,DUD100730,MA Education,Degree,University,2022-08-21,,Active
QUAL000939,DUD100731,BA Education,Degree,University,2022-08-18,,Active
QUAL000940,DUD100732,BA Linguistics,Degree,University,2023-09-09,,Active
QUAL000941,DUD100732,TEFL,Teaching Certification,International TEFL Academy,2020-11-17,,Active
QUAL000942,DUD100733,BA English,Degree,University,2025-05-18,,Active
QUAL000943,DUD100734,BA English,Degree,University,2019-05-15,,Active
QUAL000944,DUD100734,CELTA,Teaching Certification,Cambridge English,2022-04-09,,Active
QUAL000945,DUD100735,BA Linguistics,Degree,University,2021-02-13,,Active
QUAL000946,DUD100736,MA Education,Degree,University,2023-05-28,,Active
QUAL000947,DUD100736,BA English,Degree,University,2022-07-10,,Active
QUAL000948,DUD100737,BA English,Degree,University,2018-11-07,,Active
QUAL000949,DUD100737,TESOL,Teaching Certification,TESOL International Association,2018-07-09,,Active
QUAL000950,DUD100738,MA Education,Degree,University,2018-08-22,,Active
QUAL000951,DUD100739,TESOL,Teaching Certification,TESOL International Association,2021-10-12,,Active
QUAL000952,DUD100740,BA Linguistics,Degree,University,2025-02-02,,Active
QUAL000953,DUD100740,BA Education,Degree,University,2024-01-07,,Active
QUAL000954,DUD100741,CELTA,Teaching Certification,Cambridge English,2022-07-06,2026-06-01,Expired
QUAL000955,DUD100742,CELTA,Teaching Certification,Cambridge English,2018-01-15,,Active
QUAL000956,DUD100743,MA Education,Degree,University,2023-03-24,,Active
QUAL000957,DUD100744,BA Education,Degree,University,2023-01-13,,Active
QUAL000958,DUD100745,BA English,Degree,University,2019-10-11,,Active
QUAL000959,DUD100746,BA Education,Degree,University,2019-07-12,,Active
QUAL000960,DUD100746,TESOL,Teaching Certification,TESOL International Association,2018-01-04,,Active
QUAL000961,DUD100747,CELTA,Teaching Certification,Cambridge English,2020-11-06,,Active
QUAL000962,DUD100747,BA Education,Degree,University,2019-12-10,,Active
QUAL000963,DUD100748,TEFL,Teaching Certification,International TEFL Academy,2022-02-28,,Active
QUAL000964,DUD100749,MA Education,Degree,University,2021-06-04,,Active
QUAL000965,DUD100750,BA Education,Degree,University,2024-12-23,,Active
QUAL000966,DUD100751,TEFL,Teaching Certification,International TEFL Academy,2018-05-25,2022-06-09,Expired
QUAL000967,DUD100752,BA Linguistics,Degree,University,2022-11-07,,Active
QUAL000968,DUD100753,CELTA,Teaching Certification,Cambridge English,2025-02-16,,Active
QUAL000969,DUD100753,BA Linguistics,Degree,University,2021-07-03,,Active
QUAL000970,DUD100754,CELTA,Teaching Certification,Cambridge English,2020-03-17,,Active
QUAL000971,DUD100755,CELTA,Teaching Certification,Cambridge English,2019-11-18,,Active
QUAL000972,DUD100756,BA English,Degree,University,2024-12-07,,Active
QUAL000973,DUD100757,BA Linguistics,Degree,University,2020-09-21,,Active
QUAL000974,DUD100758,BA Education,Degree,University,2023-07-01,,Active
QUAL000975,DUD100758,MA Education,Degree,University,2020-11-05,,Active
QUAL000976,DUD100759,BA Education,Degree,University,2022-07-12,,Active
QUAL000977,DUD100759,MA Education,Degree,University,2019-05-22,,Active
QUAL000978,DUD100760,CELTA,Teaching Certification,Cambridge English,2018-08-10,,Active
QUAL000979,DUD100761,BA Linguistics,Degree,University,2024-10-28,,Active
QUAL000980,DUD100762,MA Education,Degree,University,2020-08-08,,Active
QUAL000981,DUD100762,TEFL,Teaching Certification,International TEFL Academy,2025-05-06,,Active
QUAL000982,DUD100763,TEFL,Teaching Certification,International TEFL Academy,2024-06-25,,Active
QUAL000983,DUD100763,TESOL,Teaching Certification,TESOL International Association,2024-01-17,,Active
QUAL000984,DUD100764,CELTA,Teaching Certification,Cambridge English,2018-03-01,,Active
QUAL000985,DUD100765,CELTA,Teaching Certification,Cambridge English,2025-03-16,,Active
QUAL000986,DUD100765,BA Linguistics,Degree,University,2024-05-03,,Active
QUAL000987,DUD100766,CELTA,Teaching Certification,Cambridge English,2021-02-11,,Active
QUAL000988,DUD100766,BA English,Degree,University,2020-01-24,,Active
QUAL000989,DUD100767,BA Education,Degree,University,2021-05-22,,Active
QUAL000990,DUD100768,BA Education,Degree,University,2020-10-28,,Active
QUAL000991,DUD100769,BA Linguistics,Degree,University,2019-11-05,,Active
QUAL000992,DUD100770,TEFL,Teaching Certification,International TEFL Academy,2018-01-03,,Active
QUAL000993,DUD100771,CELTA,Teaching Certification,Cambridge English,2022-04-15,,Active
QUAL000994,DUD100772,TEFL,Teaching Certification,International TEFL Academy,2021-09-24,2025-05-11,Expired
QUAL000995,DUD100773,BA English,Degree,University,2021-09-25,,Active
QUAL000996,DUD100773,TEFL,Teaching Certification,International TEFL Academy,2019-05-07,,Active
QUAL000997,DUD100774,TEFL,Teaching Certification,International TEFL Academy,2023-09-26,,Active
QUAL000998,DUD100775,MA Education,Degree,University,2019-10-14,,Active
QUAL000999,DUD100775,CELTA,Teaching Certification,Cambridge English,2018-01-19,,Active
QUAL001000,DUD100776,BA English,Degree,University,2022-04-25,,Active
QUAL001001,DUD100777,TEFL,Teaching Certification,International TEFL Academy,2022-09-04,,Active
QUAL001002,DUD100778,BA Education,Degree,University,2023-12-02,,Active
QUAL001003,DUD100778,TEFL,Teaching Certification,International TEFL Academy,2020-09-13,,Active
QUAL001004,DUD100779,TEFL,Teaching Certification,International TEFL Academy,2023-08-19,,Active
QUAL001005,DUD100780,CELTA,Teaching Certification,Cambridge English,2022-02-07,,Active
QUAL001006,DUD100780,BA Linguistics,Degree,University,2019-10-12,,Active
QUAL001007,DUD100781,TEFL,Teaching Certification,International TEFL Academy,2018-10-12,,Active
QUAL001008,DUD100782,BA Education,Degree,University,2021-03-18,,Active
QUAL001009,DUD100783,TEFL,Teaching Certification,International TEFL Academy,2023-03-10,,Active
QUAL001010,DUD100784,TESOL,Teaching Certification,TESOL International Association,2018-05-04,,Active
QUAL001011,DUD100785,TESOL,Teaching Certification,TESOL International Association,2023-01-08,,Active
QUAL001012,DUD100786,MA Education,Degree,University,2020-12-17,,Active
QUAL001013,DUD100787,BA Education,Degree,University,2024-12-02,,Active
QUAL001014,DUD100788,TESOL,Teaching Certification,TESOL International Association,2019-01-03,,Active
QUAL001015,DUD100789,CELTA,Teaching Certification,Cambridge English,2019-04-05,,Active
QUAL001016,DUD100789,TEFL,Teaching Certification,International TEFL Academy,2022-02-15,,Active
QUAL001017,DUD100790,TESOL,Teaching Certification,TESOL International Association,2023-11-03,,Active
QUAL001018,DUD100791,TEFL,Teaching Certification,International TEFL Academy,2024-08-23,2028-06-07,Active
QUAL001019,DUD100792,BA Linguistics,Degree,University,2022-02-09,,Active
QUAL001020,DUD100793,BA Linguistics,Degree,University,2018-01-16,,Active
QUAL001021,DUD100794,BA Education,Degree,University,2023-06-05,,Active
QUAL001022,DUD100795,BA Linguistics,Degree,University,2021-11-13,,Active
QUAL001023,DUD100795,TESOL,Teaching Certification,TESOL International Association,2023-05-05,2025-08-28,Expired
QUAL001024,DUD100796,MA Education,Degree,University,2024-01-16,,Active
QUAL001025,DUD100796,BA Linguistics,Degree,University,2024-02-20,,Active
QUAL001026,DUD100797,TESOL,Teaching Certification,TESOL International Association,2024-08-23,,Active
QUAL001027,DUD100798,MA Education,Degree,University,2025-07-20,,Active
QUAL001028,DUD100799,CELTA,Teaching Certification,Cambridge English,2019-02-09,,Active
QUAL001029,DUD100800,CELTA,Teaching Certification,Cambridge English,2020-10-19,2023-12-11,Expired
QUAL001030,DUD100801,BA Linguistics,Degree,University,2025-07-07,,Active
QUAL001031,DUD100802,CELTA,Teaching Certification,Cambridge English,2024-08-13,,Active
QUAL001032,DUD100803,TEFL,Teaching Certification,International TEFL Academy,2022-10-24,,Active
QUAL001033,DUD100804,TESOL,Teaching Certification,TESOL International Association,2020-04-06,,Active
QUAL001034,DUD100804,CELTA,Teaching Certification,Cambridge English,2020-03-21,,Active
QUAL001035,DUD100805,BA Education,Degree,University,2021-08-10,,Active
QUAL001036,DUD100806,CELTA,Teaching Certification,Cambridge English,2024-06-24,,Active
QUAL001037,DUD100806,BA English,Degree,University,2024-11-22,,Active
QUAL001038,DUD100807,BA Linguistics,Degree,University,2024-02-13,,Active
QUAL001039,DUD100808,MA Education,Degree,University,2024-08-11,,Active
QUAL001040,DUD100809,TESOL,Teaching Certification,TESOL International Association,2023-03-14,,Active
QUAL001041,DUD100809,BA Education,Degree,University,2023-06-14,,Active
QUAL001042,DUD100810,CELTA,Teaching Certification,Cambridge English,2023-06-04,,Active
QUAL001043,DUD100810,BA Education,Degree,University,2020-10-03,,Active
QUAL001044,DUD100811,CELTA,Teaching Certification,Cambridge English,2024-05-20,,Active
QUAL001045,DUD100812,BA Linguistics,Degree,University,2023-06-19,,Active
