attendance_id,employee_id,assignment_id,attendance_date,attendance_status,absence_reason,approved_flag
ATD0008110,DUD100539,ASG000847,2024-12-14,Present,,True
ATD0008111,DUD100539,ASG000847,2025-01-09,Present,,True
ATD0008112,DUD100539,ASG000847,2025-11-03,Present,,True
ATD0008113,DUD100539,ASG000847,2025-12-26,Present,,True
ATD0008114,DUD100539,ASG000847,2026-01-16,Present,,True
ATD0008115,DUD100539,ASG000847,2026-01-22,Present,,True
ATD0008116,DUD100539,ASG000847,2026-04-13,Present,,True
ATD0008117,DUD100539,ASG000847,2026-07-24,Present,,True
ATD0008118,DUD100540,ASG000848,2022-04-30,Present,,True
ATD0008119,DUD100540,ASG000848,2022-06-30,Present,,True
ATD0008120,DUD100540,ASG000848,2022-07-07,Present,,True
ATD0008121,DUD100540,ASG000848,2022-08-10,Present,,True
ATD0008122,DUD100540,ASG000848,2022-08-20,Present,,True
ATD0008123,DUD100540,ASG000848,2022-09-20,Present,,True
ATD0008124,DUD100540,ASG000848,2023-01-10,Present,,True
ATD0008125,DUD100540,ASG000848,2023-05-23,Present,,True
ATD0008126,DUD100540,ASG000848,2023-06-12,Present,,True
ATD0008127,DUD100540,ASG000848,2023-07-16,Present,,True
ATD0008128,DUD100540,ASG000848,2023-08-13,Present,,True
ATD0008129,DUD100540,ASG000848,2023-08-20,Present,,True
ATD0008130,DUD100541,ASG000849,2022-08-12,Present,,True
ATD0008131,DUD100541,ASG000849,2022-08-21,Sick Leave,Illness,True
ATD0008132,DUD100541,ASG000849,2022-09-06,Present,,True
ATD0008133,DUD100541,ASG000849,2022-09-13,Present,,True
ATD0008134,DUD100541,ASG000849,2022-12-05,Paid Leave,Annual Leave,True
ATD0008135,DUD100541,ASG000849,2023-02-07,Present,,True
ATD0008136,DUD100541,ASG000850,2024-03-17,Present,,True
ATD0008137,DUD100541,ASG000850,2025-03-10,Paid Leave,Annual Leave,True
ATD0008138,DUD100541,ASG000850,2025-05-17,Present,,True
ATD0008139,DUD100541,ASG000850,2025-07-22,Present,,True
ATD0008140,DUD100541,ASG000850,2025-09-15,Present,,True
ATD0008141,DUD100541,ASG000850,2025-11-11,Present,,True
ATD0008142,DUD100541,ASG000850,2025-12-24,Sick Leave,Illness,True
ATD0008143,DUD100541,ASG000850,2026-01-28,Present,,True
ATD0008144,DUD100541,ASG000850,2026-03-05,Present,,True
ATD0008145,DUD100541,ASG000850,2026-03-21,Present,,True
ATD0008146,DUD100541,ASG000850,2026-06-30,Present,,True
ATD0008147,DUD100541,ASG000850,2026-07-18,Paid Leave,Annual Leave,True
ATD0008148,DUD100542,ASG000851,2024-03-27,Present,,True
ATD0008149,DUD100542,ASG000851,2024-04-12,Present,,True
ATD0008150,DUD100542,ASG000851,2024-05-01,Absent,Unreported Absence,False
ATD0008151,DUD100542,ASG000851,2024-07-30,Sick Leave,Illness,True
ATD0008152,DUD100542,ASG000851,2024-08-02,Present,,True
ATD0008153,DUD100542,ASG000851,2024-08-08,Present,,True
ATD0008154,DUD100542,ASG000851,2024-10-02,Present,,True
ATD0008155,DUD100542,ASG000851,2024-10-20,Present,,True
ATD0008156,DUD100542,ASG000851,2025-02-17,Present,,True
ATD0008157,DUD100542,ASG000851,2025-04-16,Present,,True
ATD0008158,DUD100542,ASG000851,2025-05-04,Present,,True
ATD0008159,DUD100542,ASG000851,2025-05-18,Paid Leave,Annual Leave,True
ATD0008160,DUD100542,ASG000852,2025-10-22,Paid Leave,Annual Leave,True
ATD0008161,DUD100542,ASG000852,2025-10-23,Present,,True
ATD0008162,DUD100542,ASG000852,2025-12-05,Present,,True
ATD0008163,DUD100542,ASG000852,2026-01-21,Present,,True
ATD0008164,DUD100542,ASG000852,2026-01-31,Present,,True
ATD0008165,DUD100542,ASG000852,2026-02-21,Present,,True
ATD0008166,DUD100542,ASG000852,2026-02-28,Paid Leave,Annual Leave,True
ATD0008167,DUD100542,ASG000852,2026-03-04,Present,,True
ATD0008168,DUD100542,ASG000852,2026-04-15,Absent,Unreported Absence,False
ATD0008169,DUD100542,ASG000852,2026-05-29,Present,,True
ATD0008170,DUD100543,ASG000853,2025-03-20,Present,,True
ATD0008171,DUD100543,ASG000853,2025-04-21,Present,,True
ATD0008172,DUD100543,ASG000853,2025-04-22,Present,,True
ATD0008173,DUD100543,ASG000853,2025-05-11,Present,,True
ATD0008174,DUD100544,ASG000854,2022-12-31,Present,,True
ATD0008175,DUD100544,ASG000854,2023-11-27,Present,,True
ATD0008176,DUD100544,ASG000854,2024-03-14,Present,,True
ATD0008177,DUD100544,ASG000854,2024-12-03,Present,,True
ATD0008178,DUD100544,ASG000854,2025-03-08,Present,,True
ATD0008179,DUD100544,ASG000854,2025-05-22,Present,,True
ATD0008180,DUD100544,ASG000854,2025-06-05,Paid Leave,Annual Leave,True
ATD0008181,DUD100544,ASG000854,2025-08-25,Present,,True
ATD0008182,DUD100544,ASG000854,2025-11-16,Present,,True
ATD0008183,DUD100544,ASG000854,2026-01-17,Present,,True
ATD0008184,DUD100544,ASG000854,2026-03-12,Present,,True
ATD0008185,DUD100544,ASG000854,2026-05-31,Present,,True
ATD0008186,DUD100545,ASG000855,2025-08-05,Paid Leave,Annual Leave,True
ATD0008187,DUD100545,ASG000855,2025-10-22,Present,,True
ATD0008188,DUD100545,ASG000855,2025-12-05,Present,,True
ATD0008189,DUD100545,ASG000855,2025-12-06,Absent,Unreported Absence,False
ATD0008190,DUD100545,ASG000855,2025-12-08,Present,,True
ATD0008191,DUD100545,ASG000855,2025-12-13,Present,,True
ATD0008192,DUD100545,ASG000855,2025-12-16,Present,,True
ATD0008193,DUD100545,ASG000855,2026-02-04,Present,,True
ATD0008194,DUD100545,ASG000855,2026-03-11,Present,,True
ATD0008195,DUD100545,ASG000855,2026-04-16,Absent,Unreported Absence,False
ATD0008196,DUD100545,ASG000855,2026-09-03,Present,,True
ATD0008197,DUD100545,ASG000855,2026-10-27,Present,,True
ATD0008198,DUD100545,ASG000856,2026-11-13,Present,,True
ATD0008199,DUD100545,ASG000856,2026-11-17,Present,,True
ATD0008200,DUD100545,ASG000856,2027-01-25,Present,,True
ATD0008201,DUD100546,ASG000857,2024-08-22,Present,,True
ATD0008202,DUD100546,ASG000857,2025-02-08,Present,,True
ATD0008203,DUD100546,ASG000857,2025-02-27,Present,,True
ATD0008204,DUD100546,ASG000857,2025-04-07,Present,,True
ATD0008205,DUD100546,ASG000857,2025-07-04,Paid Leave,Annual Leave,True
ATD0008206,DUD100546,ASG000857,2025-07-06,Present,,True
ATD0008207,DUD100546,ASG000857,2025-07-07,Paid Leave,Annual Leave,True
ATD0008208,DUD100546,ASG000857,2025-07-18,Sick Leave,Illness,True
ATD0008209,DUD100546,ASG000857,2025-08-07,Present,,True
ATD0008210,DUD100546,ASG000857,2025-11-15,Present,,True
ATD0008211,DUD100546,ASG000857,2026-05-25,Present,,True
ATD0008212,DUD100546,ASG000857,2026-08-08,Present,,True
ATD0008213,DUD100547,ASG000858,2022-02-21,Present,,True
ATD0008214,DUD100547,ASG000858,2022-07-08,Present,,True
ATD0008215,DUD100547,ASG000858,2023-03-14,Present,,True
ATD0008216,DUD100547,ASG000858,2023-05-17,Present,,True
ATD0008217,DUD100547,ASG000858,2023-06-21,Present,,True
ATD0008218,DUD100547,ASG000858,2024-02-20,Present,,True
ATD0008219,DUD100547,ASG000858,2025-04-11,Present,,True
ATD0008220,DUD100547,ASG000858,2025-08-28,Paid Leave,Annual Leave,True
ATD0008221,DUD100547,ASG000858,2026-01-04,Present,,True
ATD0008222,DUD100547,ASG000858,2026-02-11,Present,,True
ATD0008223,DUD100547,ASG000858,2026-02-27,Present,,True
ATD0008224,DUD100547,ASG000858,2026-07-16,Present,,True
ATD0008225,DUD100548,ASG000859,2024-03-28,Present,,True
ATD0008226,DUD100548,ASG000859,2024-04-28,Paid Leave,Annual Leave,True
ATD0008227,DUD100548,ASG000859,2024-06-24,Present,,True
ATD0008228,DUD100548,ASG000859,2024-06-27,Sick Leave,Illness,True
ATD0008229,DUD100548,ASG000859,2024-07-02,Present,,True
ATD0008230,DUD100548,ASG000859,2024-07-15,Present,,True
ATD0008231,DUD100548,ASG000859,2024-07-18,Present,,True
ATD0008232,DUD100548,ASG000859,2024-07-28,Present,,True
ATD0008233,DUD100548,ASG000859,2024-09-02,Present,,True
ATD0008234,DUD100548,ASG000859,2024-11-06,Present,,True
ATD0008235,DUD100549,ASG000860,2025-12-30,Present,,True
ATD0008236,DUD100549,ASG000860,2026-02-01,Present,,True
ATD0008237,DUD100549,ASG000860,2026-03-30,Present,,True
ATD0008238,DUD100549,ASG000860,2026-04-06,Present,,True
ATD0008239,DUD100549,ASG000860,2026-04-29,Sick Leave,Illness,True
ATD0008240,DUD100549,ASG000860,2026-05-18,Sick Leave,Illness,True
ATD0008241,DUD100549,ASG000860,2026-05-30,Present,,True
ATD0008242,DUD100549,ASG000860,2026-06-08,Present,,True
ATD0008243,DUD100550,ASG000861,2022-06-06,Present,,True
ATD0008244,DUD100550,ASG000861,2022-10-22,Present,,True
ATD0008245,DUD100550,ASG000861,2022-11-04,Present,,True
ATD0008246,DUD100550,ASG000861,2023-05-23,Present,,True
ATD0008247,DUD100550,ASG000861,2023-08-14,Present,,True
ATD0008248,DUD100550,ASG000861,2024-02-19,Present,,True
ATD0008249,DUD100550,ASG000861,2024-08-15,Present,,True
ATD0008250,DUD100550,ASG000861,2024-11-11,Sick Leave,Illness,True
ATD0008251,DUD100550,ASG000861,2024-12-05,Present,,True
ATD0008252,DUD100550,ASG000861,2025-02-04,Present,,True
ATD0008253,DUD100550,ASG000861,2025-06-29,Present,,True
ATD0008254,DUD100550,ASG000861,2025-10-25,Present,,True
ATD0008255,DUD100551,ASG000862,2023-12-24,Present,,True
ATD0008256,DUD100551,ASG000862,2024-01-22,Present,,True
ATD0008257,DUD100551,ASG000862,2024-02-24,Absent,Unreported Absence,False
ATD0008258,DUD100551,ASG000862,2024-04-07,Present,,True
ATD0008259,DUD100551,ASG000862,2024-07-24,Present,,True
ATD0008260,DUD100551,ASG000862,2024-07-29,Sick Leave,Illness,True
ATD0008261,DUD100551,ASG000862,2024-08-03,Present,,True
ATD0008262,DUD100551,ASG000862,2024-10-07,Present,,True
ATD0008263,DUD100551,ASG000862,2024-10-08,Present,,True
ATD0008264,DUD100551,ASG000862,2025-01-12,Present,,True
ATD0008265,DUD100551,ASG000862,2025-02-15,Present,,True
ATD0008266,DUD100551,ASG000862,2025-02-20,Present,,True
ATD0008267,DUD100551,ASG000863,2025-05-11,Present,,True
ATD0008268,DUD100551,ASG000863,2025-06-08,Present,,True
ATD0008269,DUD100551,ASG000863,2025-07-07,Present,,True
ATD0008270,DUD100551,ASG000863,2025-07-09,Paid Leave,Annual Leave,True
ATD0008271,DUD100551,ASG000863,2025-08-23,Absent,Unreported Absence,False
ATD0008272,DUD100551,ASG000863,2025-11-16,Present,,True
ATD0008273,DUD100551,ASG000863,2025-12-02,Present,,True
ATD0008274,DUD100551,ASG000863,2025-12-08,Present,,True
ATD0008275,DUD100551,ASG000863,2026-02-23,Present,,True
ATD0008276,DUD100551,ASG000863,2026-03-12,Present,,True
ATD0008277,DUD100552,ASG000864,2025-01-04,Absent,Unreported Absence,False
ATD0008278,DUD100552,ASG000864,2025-01-28,Present,,True
ATD0008279,DUD100552,ASG000864,2025-02-09,Present,,True
ATD0008280,DUD100552,ASG000864,2025-04-23,Sick Leave,Illness,True
ATD0008281,DUD100552,ASG000864,2025-05-28,Present,,True
ATD0008282,DUD100552,ASG000864,2025-09-22,Present,,True
ATD0008283,DUD100552,ASG000864,2025-11-08,Present,,True
ATD0008284,DUD100552,ASG000864,2026-01-23,Absent,Personal Reasons,True
ATD0008285,DUD100552,ASG000864,2026-03-23,Present,,True
ATD0008286,DUD100552,ASG000864,2026-04-21,Present,,True
ATD0008287,DUD100552,ASG000864,2026-04-27,Absent,Personal Reasons,True
ATD0008288,DUD100552,ASG000864,2026-07-09,Present,,True
ATD0008289,DUD100553,ASG000865,2022-08-23,Present,,True
ATD0008290,DUD100553,ASG000865,2022-09-18,Present,,True
ATD0008291,DUD100553,ASG000865,2022-11-04,Present,,True
ATD0008292,DUD100553,ASG000865,2022-12-05,Present,,True
ATD0008293,DUD100553,ASG000865,2023-04-06,Present,,True
ATD0008294,DUD100553,ASG000865,2023-05-16,Present,,True
ATD0008295,DUD100553,ASG000865,2023-05-19,Present,,True
ATD0008296,DUD100553,ASG000865,2023-06-22,Present,,True
ATD0008297,DUD100553,ASG000865,2023-07-26,Present,,True
ATD0008298,DUD100553,ASG000865,2023-10-19,Present,,True
ATD0008299,DUD100553,ASG000865,2023-10-25,Present,,True
ATD0008300,DUD100553,ASG000865,2023-10-27,Paid Leave,Annual Leave,True
ATD0008301,DUD100554,ASG000866,2022-06-05,Present,,True
ATD0008302,DUD100554,ASG000866,2022-08-16,Present,,True
ATD0008303,DUD100554,ASG000866,2023-10-08,Present,,True
ATD0008304,DUD100554,ASG000866,2023-10-11,Sick Leave,Illness,True
ATD0008305,DUD100554,ASG000866,2024-04-30,Present,,True
ATD0008306,DUD100554,ASG000866,2024-07-21,Present,,True
ATD0008307,DUD100554,ASG000866,2025-04-12,Absent,Transportation Issue,True
ATD0008308,DUD100554,ASG000866,2025-06-19,Present,,True
ATD0008309,DUD100554,ASG000866,2025-11-27,Present,,True
ATD0008310,DUD100554,ASG000866,2025-12-24,Sick Leave,Illness,True
ATD0008311,DUD100554,ASG000866,2026-06-30,Present,,True
ATD0008312,DUD100554,ASG000866,2026-07-31,Absent,Personal Reasons,True
ATD0008313,DUD100555,ASG000867,2025-06-09,Absent,Transportation Issue,True
ATD0008314,DUD100555,ASG000867,2025-06-22,Present,,True
ATD0008315,DUD100555,ASG000867,2025-07-09,Present,,True
ATD0008316,DUD100555,ASG000867,2025-07-12,Sick Leave,Illness,True
ATD0008317,DUD100555,ASG000867,2025-07-13,Present,,True
ATD0008318,DUD100555,ASG000867,2025-08-13,Present,,True
ATD0008319,DUD100555,ASG000867,2025-10-06,Present,,True
ATD0008320,DUD100555,ASG000867,2025-11-09,Present,,True
ATD0008321,DUD100555,ASG000867,2025-11-13,Present,,True
ATD0008322,DUD100555,ASG000867,2025-11-27,Present,,True
ATD0008323,DUD100555,ASG000867,2026-01-06,Absent,Unreported Absence,False
ATD0008324,DUD100555,ASG000867,2026-01-07,Present,,True
ATD0008325,DUD100555,ASG000868,2026-02-28,Present,,True
ATD0008326,DUD100555,ASG000868,2026-05-26,Present,,True
ATD0008327,DUD100555,ASG000868,2026-06-06,Present,,True
ATD0008328,DUD100555,ASG000868,2026-06-26,Present,,True
ATD0008329,DUD100555,ASG000868,2026-09-20,Present,,True
ATD0008330,DUD100555,ASG000868,2026-10-10,Present,,True
ATD0008331,DUD100555,ASG000868,2026-10-31,Present,,True
ATD0008332,DUD100555,ASG000868,2026-11-16,Present,,True
ATD0008333,DUD100555,ASG000868,2026-11-22,Present,,True
ATD0008334,DUD100555,ASG000868,2026-12-04,Present,,True
ATD0008335,DUD100555,ASG000868,2026-12-16,Absent,Unreported Absence,False
ATD0008336,DUD100556,ASG000869,2024-08-31,Present,,True
ATD0008337,DUD100556,ASG000869,2024-09-03,Present,,True
ATD0008338,DUD100556,ASG000869,2024-09-13,Present,,True
ATD0008339,DUD100556,ASG000869,2024-09-27,Present,,True
ATD0008340,DUD100556,ASG000869,2024-11-13,Paid Leave,Annual Leave,True
ATD0008341,DUD100556,ASG000869,2025-01-16,Present,,True
ATD0008342,DUD100556,ASG000869,2025-01-19,Present,,True
ATD0008343,DUD100556,ASG000870,2025-04-18,Present,,True
ATD0008344,DUD100556,ASG000870,2025-05-06,Present,,True
ATD0008345,DUD100556,ASG000870,2025-05-31,Present,,True
ATD0008346,DUD100556,ASG000870,2025-07-27,Present,,True
ATD0008347,DUD100556,ASG000870,2025-09-02,Present,,True
ATD0008348,DUD100556,ASG000870,2025-10-14,Present,,True
ATD0008349,DUD100557,ASG000871,2021-04-22,Present,,True
ATD0008350,DUD100557,ASG000871,2021-06-19,Present,,True
ATD0008351,DUD100557,ASG000871,2021-06-29,Present,,True
ATD0008352,DUD100557,ASG000871,2021-07-02,Present,,True
ATD0008353,DUD100557,ASG000871,2021-10-26,Present,,True
ATD0008354,DUD100557,ASG000871,2021-11-28,Present,,True
ATD0008355,DUD100557,ASG000871,2021-12-12,Present,,True
ATD0008356,DUD100557,ASG000871,2021-12-19,Sick Leave,Illness,True
ATD0008357,DUD100557,ASG000871,2021-12-23,Present,,True
ATD0008358,DUD100557,ASG000871,2022-01-04,Absent,Transportation Issue,True
ATD0008359,DUD100557,ASG000872,2022-03-10,Present,,True
ATD0008360,DUD100557,ASG000872,2022-03-23,Present,,True
ATD0008361,DUD100557,ASG000872,2022-04-27,Present,,True
ATD0008362,DUD100557,ASG000872,2022-06-20,Present,,True
ATD0008363,DUD100557,ASG000872,2022-07-08,Present,,True
ATD0008364,DUD100557,ASG000872,2022-07-15,Present,,True
ATD0008365,DUD100557,ASG000872,2022-07-25,Present,,True
ATD0008366,DUD100557,ASG000872,2022-07-30,Present,,True
ATD0008367,DUD100557,ASG000872,2022-08-30,Present,,True
ATD0008368,DUD100557,ASG000872,2022-10-08,Present,,True
ATD0008369,DUD100557,ASG000872,2023-04-16,Present,,True
ATD0008370,DUD100557,ASG000872,2023-04-20,Present,,True
ATD0008371,DUD100558,ASG000873,2022-01-17,Present,,True
ATD0008372,DUD100558,ASG000873,2022-02-20,Present,,True
ATD0008373,DUD100558,ASG000873,2022-03-01,Present,,True
ATD0008374,DUD100558,ASG000873,2022-03-17,Absent,Personal Reasons,True
ATD0008375,DUD100558,ASG000873,2022-04-07,Paid Leave,Annual Leave,True
ATD0008376,DUD100558,ASG000873,2022-06-19,Present,,True
ATD0008377,DUD100558,ASG000873,2022-08-02,Present,,True
ATD0008378,DUD100558,ASG000873,2022-08-11,Present,,True
ATD0008379,DUD100558,ASG000873,2022-10-16,Present,,True
ATD0008380,DUD100558,ASG000873,2022-10-20,Present,,True
ATD0008381,DUD100558,ASG000873,2022-11-28,Present,,True
ATD0008382,DUD100558,ASG000873,2022-12-31,Present,,True
ATD0008383,DUD100558,ASG000874,2023-09-23,Present,,True
ATD0008384,DUD100558,ASG000874,2023-12-12,Present,,True
ATD0008385,DUD100558,ASG000874,2024-01-02,Present,,True
ATD0008386,DUD100558,ASG000874,2024-05-26,Present,,True
ATD0008387,DUD100558,ASG000874,2024-06-27,Present,,True
ATD0008388,DUD100558,ASG000874,2024-07-25,Present,,True
ATD0008389,DUD100558,ASG000874,2024-08-12,Paid Leave,Annual Leave,True
ATD0008390,DUD100558,ASG000874,2025-04-10,Present,,True
ATD0008391,DUD100558,ASG000874,2025-07-01,Present,,True
ATD0008392,DUD100558,ASG000874,2025-12-05,Present,,True
ATD0008393,DUD100558,ASG000874,2025-12-09,Present,,True
ATD0008394,DUD100558,ASG000874,2026-07-10,Present,,True
ATD0008395,DUD100559,ASG000875,2026-03-14,Absent,Transportation Issue,True
ATD0008396,DUD100559,ASG000875,2026-04-09,Paid Leave,Annual Leave,True
ATD0008397,DUD100559,ASG000875,2026-04-25,Paid Leave,Annual Leave,True
ATD0008398,DUD100559,ASG000875,2026-06-18,Present,,True
ATD0008399,DUD100559,ASG000875,2026-06-26,Present,,True
ATD0008400,DUD100559,ASG000876,2026-08-18,Sick Leave,Illness,True
ATD0008401,DUD100559,ASG000876,2026-09-17,Present,,True
ATD0008402,DUD100559,ASG000876,2026-10-15,Present,,True
ATD0008403,DUD100559,ASG000876,2026-11-19,Present,,True
ATD0008404,DUD100559,ASG000876,2027-03-08,Present,,True
ATD0008405,DUD100559,ASG000876,2027-05-02,Present,,True
ATD0008406,DUD100559,ASG000876,2027-05-30,Present,,True
ATD0008407,DUD100559,ASG000876,2027-06-12,Present,,True
ATD0008408,DUD100559,ASG000876,2027-06-28,Absent,Unreported Absence,False
ATD0008409,DUD100559,ASG000876,2027-07-14,Present,,True
ATD0008410,DUD100559,ASG000876,2027-07-20,Present,,True
ATD0008411,DUD100559,ASG000876,2027-08-04,Sick Leave,Illness,True
ATD0008412,DUD100559,ASG000877,2027-10-16,Present,,True
ATD0008413,DUD100559,ASG000877,2027-10-17,Present,,True
ATD0008414,DUD100559,ASG000877,2027-10-18,Paid Leave,Annual Leave,True
ATD0008415,DUD100559,ASG000877,2027-12-06,Present,,True
ATD0008416,DUD100559,ASG000877,2028-01-23,Paid Leave,Annual Leave,True
ATD0008417,DUD100560,ASG000878,2023-08-10,Present,,True
ATD0008418,DUD100560,ASG000878,2023-08-20,Present,,True
ATD0008419,DUD100560,ASG000878,2023-09-21,Present,,True
ATD0008420,DUD100560,ASG000878,2023-10-24,Sick Leave,Illness,True
ATD0008421,DUD100560,ASG000878,2023-12-02,Present,,True
ATD0008422,DUD100560,ASG000878,2023-12-23,Present,,True
ATD0008423,DUD100560,ASG000878,2024-01-14,Present,,True
ATD0008424,DUD100560,ASG000878,2024-01-17,Present,,True
ATD0008425,DUD100560,ASG000878,2024-01-20,Present,,True
ATD0008426,DUD100560,ASG000878,2024-03-03,Sick Leave,Illness,True
ATD0008427,DUD100560,ASG000878,2024-09-17,Paid Leave,Annual Leave,True
ATD0008428,DUD100560,ASG000878,2024-11-29,Present,,True
ATD0008429,DUD100560,ASG000879,2025-03-09,Present,,True
ATD0008430,DUD100560,ASG000879,2025-03-24,Present,,True
ATD0008431,DUD100560,ASG000879,2025-06-16,Present,,True
ATD0008432,DUD100560,ASG000879,2025-07-15,Present,,True
ATD0008433,DUD100560,ASG000879,2025-09-07,Present,,True
ATD0008434,DUD100560,ASG000879,2025-09-15,Paid Leave,Annual Leave,True
ATD0008435,DUD100560,ASG000879,2025-09-18,Present,,True
ATD0008436,DUD100560,ASG000879,2025-09-30,Sick Leave,Illness,True
ATD0008437,DUD100560,ASG000879,2025-11-28,Paid Leave,Annual Leave,True
ATD0008438,DUD100560,ASG000879,2026-02-12,Present,,True
ATD0008439,DUD100560,ASG000879,2026-03-16,Present,,True
ATD0008440,DUD100560,ASG000879,2026-04-30,Present,,True
ATD0008441,DUD100561,ASG000880,2023-03-19,Present,,True
ATD0008442,DUD100561,ASG000880,2023-03-22,Present,,True
ATD0008443,DUD100561,ASG000880,2023-05-28,Present,,True
ATD0008444,DUD100562,ASG000881,2022-10-03,Present,,True
ATD0008445,DUD100562,ASG000881,2022-11-13,Present,,True
ATD0008446,DUD100562,ASG000881,2022-11-30,Present,,True
ATD0008447,DUD100562,ASG000881,2022-12-04,Present,,True
ATD0008448,DUD100562,ASG000881,2022-12-26,Present,,True
ATD0008449,DUD100562,ASG000881,2023-03-17,Present,,True
ATD0008450,DUD100562,ASG000881,2023-03-23,Present,,True
ATD0008451,DUD100562,ASG000881,2023-04-19,Present,,True
ATD0008452,DUD100562,ASG000881,2023-06-09,Present,,True
ATD0008453,DUD100562,ASG000881,2023-06-25,Present,,True
ATD0008454,DUD100562,ASG000882,2023-10-09,Present,,True
ATD0008455,DUD100562,ASG000882,2024-01-05,Present,,True
ATD0008456,DUD100562,ASG000882,2024-07-13,Paid Leave,Annual Leave,True
ATD0008457,DUD100562,ASG000882,2025-01-08,Absent,Personal Reasons,True
ATD0008458,DUD100562,ASG000882,2025-01-29,Present,,True
ATD0008459,DUD100562,ASG000882,2025-05-12,Present,,True
ATD0008460,DUD100562,ASG000882,2025-06-23,Present,,True
ATD0008461,DUD100562,ASG000882,2025-11-05,Paid Leave,Annual Leave,True
ATD0008462,DUD100562,ASG000882,2026-01-01,Present,,True
ATD0008463,DUD100562,ASG000882,2026-02-16,Present,,True
ATD0008464,DUD100562,ASG000882,2026-04-04,Present,,True
ATD0008465,DUD100562,ASG000882,2026-06-22,Present,,True
ATD0008466,DUD100563,ASG000883,2024-01-07,Present,,True
ATD0008467,DUD100563,ASG000883,2024-03-21,Sick Leave,Illness,True
ATD0008468,DUD100563,ASG000883,2024-05-04,Present,,True
ATD0008469,DUD100563,ASG000883,2024-09-06,Present,,True
ATD0008470,DUD100563,ASG000883,2024-09-07,Present,,True
ATD0008471,DUD100563,ASG000883,2024-10-09,Sick Leave,Illness,True
ATD0008472,DUD100563,ASG000883,2024-10-25,Present,,True
ATD0008473,DUD100563,ASG000883,2025-09-08,Present,,True
ATD0008474,DUD100563,ASG000883,2025-11-20,Present,,True
ATD0008475,DUD100563,ASG000883,2026-03-21,Present,,True
ATD0008476,DUD100563,ASG000883,2026-04-29,Present,,True
ATD0008477,DUD100563,ASG000883,2026-05-07,Present,,True
ATD0008478,DUD100564,ASG000884,2022-10-22,Absent,Unreported Absence,False
ATD0008479,DUD100564,ASG000884,2022-11-06,Present,,True
ATD0008480,DUD100564,ASG000884,2022-11-09,Present,,True
ATD0008481,DUD100564,ASG000884,2023-01-25,Sick Leave,Illness,True
ATD0008482,DUD100564,ASG000884,2023-03-13,Present,,True
ATD0008483,DUD100564,ASG000884,2023-03-16,Present,,True
ATD0008484,DUD100564,ASG000884,2023-04-07,Paid Leave,Annual Leave,True
ATD0008485,DUD100564,ASG000884,2023-07-02,Present,,True
ATD0008486,DUD100564,ASG000884,2023-07-04,Present,,True
ATD0008487,DUD100564,ASG000884,2023-08-01,Present,,True
ATD0008488,DUD100564,ASG000884,2023-11-28,Present,,True
ATD0008489,DUD100564,ASG000884,2024-03-12,Present,,True
ATD0008490,DUD100564,ASG000885,2024-05-24,Present,,True
ATD0008491,DUD100564,ASG000885,2024-08-07,Present,,True
ATD0008492,DUD100564,ASG000885,2024-10-14,Present,,True
ATD0008493,DUD100564,ASG000885,2024-10-18,Present,,True
ATD0008494,DUD100564,ASG000885,2025-02-26,Present,,True
ATD0008495,DUD100564,ASG000885,2025-03-05,Present,,True
ATD0008496,DUD100564,ASG000885,2025-04-10,Absent,Unreported Absence,False
ATD0008497,DUD100564,ASG000885,2025-08-14,Present,,True
ATD0008498,DUD100564,ASG000885,2026-01-31,Present,,True
ATD0008499,DUD100564,ASG000885,2026-04-07,Paid Leave,Annual Leave,True
ATD0008500,DUD100564,ASG000885,2026-05-25,Present,,True
ATD0008501,DUD100564,ASG000885,2026-08-09,Present,,True
ATD0008502,DUD100565,ASG000886,2024-10-11,Present,,True
ATD0008503,DUD100565,ASG000886,2024-10-26,Present,,True
ATD0008504,DUD100565,ASG000886,2025-01-22,Present,,True
ATD0008505,DUD100565,ASG000886,2025-04-30,Present,,True
ATD0008506,DUD100565,ASG000886,2025-06-26,Present,,True
ATD0008507,DUD100565,ASG000886,2025-07-10,Present,,True
ATD0008508,DUD100565,ASG000886,2025-11-14,Present,,True
ATD0008509,DUD100565,ASG000886,2025-12-14,Present,,True
ATD0008510,DUD100565,ASG000886,2026-02-14,Present,,True
ATD0008511,DUD100565,ASG000886,2026-03-04,Present,,True
ATD0008512,DUD100565,ASG000886,2026-06-06,Present,,True
ATD0008513,DUD100565,ASG000886,2026-06-14,Present,,True
ATD0008514,DUD100566,ASG000887,2022-08-24,Present,,True
ATD0008515,DUD100566,ASG000887,2022-10-01,Present,,True
ATD0008516,DUD100566,ASG000887,2022-12-14,Paid Leave,Annual Leave,True
ATD0008517,DUD100566,ASG000887,2023-01-10,Present,,True
ATD0008518,DUD100566,ASG000887,2023-01-31,Absent,Unreported Absence,False
ATD0008519,DUD100566,ASG000887,2023-03-16,Present,,True
ATD0008520,DUD100566,ASG000887,2023-04-21,Present,,True
ATD0008521,DUD100566,ASG000887,2023-07-09,Present,,True
ATD0008522,DUD100566,ASG000887,2023-08-08,Present,,True
ATD0008523,DUD100566,ASG000887,2023-08-23,Present,,True
ATD0008524,DUD100566,ASG000887,2023-08-30,Absent,Personal Reasons,True
ATD0008525,DUD100566,ASG000887,2023-09-02,Present,,True
