assignment_id,employee_id,client_id,assignment_start_date,assignment_end_date,assignment_status,position,commute_minutes,contract_type,renewal_flag,replacement_flag,assignment_reason
ASG001128,DUD100724,CLI0115,2022-12-23,2023-12-22,Transferred,ALT / English Teacher,113,Six-Month,0,0,Client Request
ASG001129,DUD100724,CLI0233,2024-01-10,NULL,Active,Experienced Teacher,72,Monthly,0,0,Replacement
ASG001130,DUD100725,CLI0261,2025-01-10,2025-04-18,Renewed,Experienced Teacher,55,Six-Month,0,0,Transfer
ASG001131,DUD100725,CLI0009,2025-05-04,NULL,Active,Senior Teacher,46,Three-Month,0,0,Client Request
ASG001132,DUD100726,CLI0222,2022-05-28,NULL,Active,Experienced Teacher,91,Monthly,0,0,Staffing Demand
ASG001133,DUD100727,CLI0200,2025-03-21,2025-10-07,Renewed,ALT / English Teacher,31,Six-Month,0,0,Client Request
ASG001134,DUD100727,CLI0037,2025-10-25,NULL,Active,Experienced Teacher,39,Annual,0,0,Replacement
ASG001135,DUD100728,CLI0103,2025-05-10,2026-03-26,Ended,ALT / English Teacher,118,Monthly,0,0,Client Request
ASG001136,DUD100728,CLI0121,2026-04-23,2027-07-04,Renewed,ALT / English Teacher,83,Six-Month,0,0,Replacement
ASG001137,DUD100729,CLI0130,2022-01-10,NULL,Active,ALT / English Teacher,82,Three-Month,0,0,Initial Assignment
ASG001138,DUD100730,CLI0075,2022-01-11,2023-04-23,Completed,ALT / English Teacher,73,Monthly,0,0,Replacement
ASG001139,DUD100730,CLI0128,2023-04-29,2023-09-28,Transferred,Experienced Teacher,94,Three-Month,0,0,Transfer
ASG001140,DUD100731,CLI0208,2023-11-23,2024-04-15,Ended,Experienced Teacher,94,Three-Month,0,0,Replacement
ASG001141,DUD100732,CLI0269,2024-11-30,NULL,Active,ALT / English Teacher,22,Annual,0,0,Initial Assignment
ASG001142,DUD100733,CLI0200,2025-07-29,NULL,Active,ALT / English Teacher,112,Six-Month,0,0,Staffing Demand
ASG001143,DUD100734,CLI0115,2022-09-07,2023-07-27,Ended,Experienced Teacher,99,Monthly,0,0,Transfer
ASG001144,DUD100735,CLI0240,2022-09-23,2024-01-23,Completed,ALT / English Teacher,50,Six-Month,0,0,Initial Assignment
ASG001145,DUD100736,CLI0043,2026-01-25,NULL,Active,Senior Teacher,110,Six-Month,0,0,Replacement
ASG001146,DUD100737,CLI0026,2023-03-15,NULL,Active,Senior Teacher,74,Six-Month,0,0,Replacement
ASG001147,DUD100738,CLI0107,2024-05-28,NULL,Active,Experienced Teacher,95,Six-Month,0,0,Replacement
ASG001148,DUD100739,CLI0208,2022-01-29,2023-01-14,Completed,ALT / English Teacher,22,Six-Month,0,0,Client Request
ASG001149,DUD100739,CLI0193,2023-02-07,NULL,Active,ALT / English Teacher,45,Six-Month,0,0,Staffing Demand
ASG001150,DUD100740,CLI0233,2023-08-01,2024-04-04,Completed,ALT / English Teacher,51,Three-Month,0,0,Replacement
ASG001151,DUD100740,CLI0131,2024-04-25,2025-08-07,Ended,Experienced Teacher,82,Three-Month,0,0,Initial Assignment
ASG001152,DUD100740,CLI0079,2025-09-05,2026-09-13,Transferred,Experienced Teacher,84,Three-Month,0,0,Initial Assignment
ASG001153,DUD100741,CLI0109,2024-08-21,2025-07-26,Completed,ALT / English Teacher,76,Three-Month,0,0,Initial Assignment
ASG001154,DUD100741,CLI0160,2025-08-06,NULL,Active,ALT / English Teacher,44,Three-Month,0,0,Replacement
ASG001155,DUD100742,CLI0121,2022-05-06,2022-10-09,Renewed,ALT / English Teacher,103,Monthly,0,0,Initial Assignment
ASG001156,DUD100742,CLI0085,2022-11-01,NULL,Active,ALT / English Teacher,120,Monthly,0,0,Replacement
ASG001157,DUD100743,CLI0139,2022-03-01,2022-12-08,Transferred,ALT / English Teacher,66,Annual,0,0,Replacement
ASG001158,DUD100743,CLI0045,2022-12-23,NULL,Active,ALT / English Teacher,43,Monthly,0,0,Transfer
ASG001159,DUD100744,CLI0112,2024-07-15,2025-06-07,Renewed,ALT / English Teacher,53,Monthly,0,0,Replacement
ASG001160,DUD100745,CLI0174,2022-01-23,2023-05-28,Completed,Senior Teacher,72,Monthly,0,0,Staffing Demand
ASG001161,DUD100745,CLI0199,2023-06-21,2024-04-11,Ended,ALT / English Teacher,55,Monthly,0,0,Transfer
ASG001162,DUD100745,CLI0137,2024-05-11,NULL,Active,ALT / English Teacher,77,Monthly,0,0,Replacement
ASG001163,DUD100746,CLI0241,2021-12-29,2022-09-09,Transferred,ALT / English Teacher,118,Six-Month,0,0,Initial Assignment
ASG001164,DUD100747,CLI0249,2025-11-25,NULL,Active,Senior Teacher,119,Monthly,0,0,Replacement
ASG001165,DUD100748,CLI0091,2022-11-19,2023-04-24,Ended,ALT / English Teacher,88,Three-Month,0,0,Initial Assignment
ASG001166,DUD100749,CLI0169,2022-12-25,NULL,Active,ALT / English Teacher,18,Monthly,0,0,Replacement
ASG001167,DUD100750,CLI0025,2024-12-15,2025-08-31,Transferred,Experienced Teacher,119,Six-Month,0,0,Client Request
ASG001168,DUD100750,CLI0253,2025-09-24,NULL,Active,ALT / English Teacher,58,Three-Month,0,0,Staffing Demand
ASG001169,DUD100751,CLI0266,2023-11-25,NULL,Active,ALT / English Teacher,110,Monthly,0,0,Transfer
ASG001170,DUD100752,CLI0269,2023-02-09,NULL,Active,ALT / English Teacher,30,Six-Month,0,0,Initial Assignment
ASG001171,DUD100753,CLI0128,2025-12-22,NULL,Active,Experienced Teacher,27,Annual,0,0,Replacement
ASG001172,DUD100754,CLI0258,2024-09-21,NULL,Active,ALT / English Teacher,120,Three-Month,0,0,Initial Assignment
ASG001173,DUD100755,CLI0243,2025-11-11,NULL,Active,ALT / English Teacher,32,Monthly,0,0,Staffing Demand
ASG001174,DUD100756,CLI0012,2021-10-19,NULL,Active,ALT / English Teacher,39,Annual,0,0,Staffing Demand
ASG001175,DUD100757,CLI0285,2026-01-01,2027-04-11,Completed,ALT / English Teacher,22,Three-Month,0,0,Client Request
ASG001176,DUD100757,CLI0025,2027-04-12,NULL,Active,Trainer,22,Six-Month,0,0,Transfer
ASG001177,DUD100758,CLI0273,2023-11-07,2024-09-25,Ended,Experienced Teacher,97,Monthly,0,0,Staffing Demand
ASG001178,DUD100758,CLI0200,2024-10-22,2025-02-07,Renewed,Experienced Teacher,59,Annual,0,0,Staffing Demand
ASG001179,DUD100758,CLI0177,2025-02-20,NULL,Active,ALT / English Teacher,108,Monthly,0,0,Transfer
ASG001180,DUD100759,CLI0109,2022-11-17,2023-06-26,Renewed,Experienced Teacher,43,Three-Month,0,0,Initial Assignment
ASG001181,DUD100759,CLI0103,2023-07-11,NULL,Active,ALT / English Teacher,87,Three-Month,0,0,Transfer
ASG001182,DUD100760,CLI0016,2024-11-11,2025-06-21,Ended,ALT / English Teacher,112,Six-Month,0,0,Transfer
ASG001183,DUD100760,CLI0192,2025-06-24,NULL,Active,ALT / English Teacher,35,Three-Month,0,0,Staffing Demand
ASG001184,DUD100761,CLI0134,2025-08-21,NULL,Active,ALT / English Teacher,32,Six-Month,0,0,Initial Assignment
ASG001185,DUD100762,CLI0199,2023-12-15,2024-08-14,Transferred,ALT / English Teacher,110,Three-Month,0,0,Replacement
ASG001186,DUD100763,CLI0170,2023-06-26,NULL,Active,ALT / English Teacher,102,Three-Month,0,0,Transfer
ASG001187,DUD100764,CLI0162,2022-07-05,2023-07-21,Ended,Senior Teacher,63,Six-Month,0,0,Initial Assignment
ASG001188,DUD100765,CLI0111,2026-01-19,2026-10-22,Ended,Experienced Teacher,93,Annual,0,0,Replacement
ASG001189,DUD100766,CLI0218,2022-01-19,2022-11-07,Renewed,ALT / English Teacher,111,Six-Month,0,0,Transfer
ASG001190,DUD100766,CLI0111,2022-11-15,2024-01-21,Ended,ALT / English Teacher,32,Monthly,0,0,Replacement
ASG001191,DUD100766,CLI0279,2024-02-02,NULL,Active,Trainer,59,Annual,0,0,Client Request
ASG001192,DUD100767,CLI0036,2026-01-29,2026-05-21,Renewed,ALT / English Teacher,114,Monthly,0,0,Transfer
ASG001193,DUD100767,CLI0290,2026-05-28,NULL,Active,Experienced Teacher,83,Monthly,0,0,Client Request
ASG001194,DUD100768,CLI0216,2024-06-20,2025-01-27,Transferred,ALT / English Teacher,19,Monthly,0,0,Client Request
ASG001195,DUD100769,CLI0002,2023-07-05,2024-01-26,Renewed,ALT / English Teacher,22,Three-Month,0,0,Transfer
ASG001196,DUD100769,CLI0271,2024-02-22,2024-08-07,Renewed,ALT / English Teacher,109,Monthly,0,0,Staffing Demand
ASG001197,DUD100769,CLI0185,2024-08-22,2025-02-26,Transferred,ALT / English Teacher,20,Annual,0,0,Staffing Demand
ASG001198,DUD100770,CLI0069,2023-05-22,NULL,Active,Senior Teacher,78,Monthly,0,0,Initial Assignment
ASG001199,DUD100771,CLI0138,2022-10-18,NULL,Active,Senior Teacher,58,Three-Month,0,0,Replacement
ASG001200,DUD100772,CLI0027,2021-02-19,NULL,Active,ALT / English Teacher,94,Three-Month,0,0,Staffing Demand
ASG001201,DUD100773,CLI0247,2023-09-18,2024-03-10,Completed,ALT / English Teacher,87,Annual,0,0,Client Request
ASG001202,DUD100773,CLI0292,2024-03-17,NULL,Active,ALT / English Teacher,84,Annual,0,0,Staffing Demand
ASG001203,DUD100774,CLI0201,2025-04-03,2025-07-09,Renewed,ALT / English Teacher,30,Annual,0,0,Initial Assignment
ASG001204,DUD100774,CLI0103,2025-07-10,NULL,Active,ALT / English Teacher,74,Three-Month,0,0,Staffing Demand
ASG001205,DUD100775,CLI0276,2022-12-05,2023-12-03,Ended,ALT / English Teacher,23,Annual,0,0,Replacement
ASG001206,DUD100775,CLI0224,2023-12-10,NULL,Active,Senior Teacher,42,Three-Month,0,0,Replacement
ASG001207,DUD100776,CLI0052,2022-09-05,2023-03-16,Transferred,Senior Teacher,52,Three-Month,0,0,Replacement
ASG001208,DUD100777,CLI0157,2021-11-28,NULL,Active,ALT / English Teacher,91,Six-Month,0,0,Replacement
ASG001209,DUD100778,CLI0131,2023-06-20,2024-05-02,Renewed,Experienced Teacher,94,Three-Month,0,0,Staffing Demand
ASG001210,DUD100778,CLI0246,2024-05-28,NULL,Active,Senior Teacher,95,Monthly,0,0,Client Request
ASG001211,DUD100779,CLI0138,2021-05-01,2022-06-26,Completed,Experienced Teacher,86,Annual,0,0,Staffing Demand
ASG001212,DUD100779,CLI0195,2022-07-15,2023-10-27,Ended,ALT / English Teacher,56,Three-Month,0,0,Replacement
ASG001213,DUD100780,CLI0128,2025-07-03,2026-03-06,Transferred,ALT / English Teacher,27,Monthly,0,0,Replacement
ASG001214,DUD100780,CLI0161,2026-04-05,NULL,Active,Senior Teacher,20,Annual,0,0,Replacement
ASG001215,DUD100781,CLI0091,2022-03-28,2022-07-30,Transferred,ALT / English Teacher,61,Monthly,0,0,Transfer
ASG001216,DUD100782,CLI0078,2026-02-18,NULL,Active,Experienced Teacher,17,Three-Month,0,0,Transfer
ASG001217,DUD100783,CLI0086,2024-12-20,2025-11-12,Transferred,ALT / English Teacher,50,Three-Month,0,0,Client Request
ASG001218,DUD100783,CLI0121,2025-11-25,NULL,Active,Experienced Teacher,120,Six-Month,0,0,Staffing Demand
ASG001219,DUD100784,CLI0213,2024-08-20,NULL,Active,ALT / English Teacher,52,Annual,0,0,Replacement
ASG001220,DUD100785,CLI0296,2022-01-21,2023-05-15,Transferred,Senior Teacher,68,Annual,0,0,Transfer
ASG001221,DUD100785,CLI0173,2023-05-29,NULL,Active,Experienced Teacher,96,Annual,0,0,Replacement
ASG001222,DUD100786,CLI0189,2021-04-09,2021-11-13,Ended,Experienced Teacher,20,Annual,0,0,Staffing Demand
ASG001223,DUD100786,CLI0198,2021-11-27,2022-06-19,Ended,ALT / English Teacher,51,Monthly,0,0,Transfer
ASG001224,DUD100786,CLI0175,2022-07-18,NULL,Active,Trainer,107,Annual,0,0,Client Request
ASG001225,DUD100787,CLI0117,2024-09-04,2025-09-13,Renewed,Experienced Teacher,50,Three-Month,0,0,Staffing Demand
ASG001226,DUD100788,CLI0034,2025-07-31,2026-01-29,Ended,ALT / English Teacher,68,Three-Month,0,0,Staffing Demand
ASG001227,DUD100788,CLI0260,2026-02-03,2027-06-15,Completed,Trainer,22,Monthly,0,0,Staffing Demand
ASG001228,DUD100789,CLI0073,2022-07-04,NULL,Active,ALT / English Teacher,21,Six-Month,0,0,Transfer
ASG001229,DUD100790,CLI0181,2023-07-09,NULL,Active,Trainer,15,Monthly,0,0,Replacement
ASG001230,DUD100791,CLI0108,2022-03-07,2022-07-07,Completed,ALT / English Teacher,102,Six-Month,0,0,Replacement
ASG001231,DUD100792,CLI0098,2025-05-11,NULL,Active,Senior Teacher,36,Annual,0,0,Client Request
ASG001232,DUD100793,CLI0147,2024-05-26,NULL,Active,ALT / English Teacher,102,Monthly,0,0,Replacement
ASG001233,DUD100794,CLI0122,2024-09-21,2025-02-07,Completed,Experienced Teacher,81,Three-Month,0,0,Staffing Demand
ASG001234,DUD100794,CLI0096,2025-03-07,2025-08-16,Transferred,ALT / English Teacher,120,Three-Month,0,0,Replacement
ASG001235,DUD100795,CLI0227,2021-02-26,NULL,Active,Experienced Teacher,38,Monthly,0,0,Client Request
ASG001236,DUD100796,CLI0046,2021-06-23,2022-05-06,Renewed,ALT / English Teacher,109,Six-Month,0,0,Staffing Demand
ASG001237,DUD100796,CLI0295,2022-05-18,2023-05-03,Completed,Experienced Teacher,115,Three-Month,0,0,Replacement
ASG001238,DUD100796,CLI0114,2023-05-21,NULL,Active,ALT / English Teacher,105,Monthly,0,0,Client Request
ASG001239,DUD100797,CLI0199,2021-06-07,2022-07-27,Ended,ALT / English Teacher,93,Three-Month,0,0,Transfer
ASG001240,DUD100797,CLI0283,2022-07-30,2023-04-06,Completed,ALT / English Teacher,115,Three-Month,0,0,Client Request
ASG001241,DUD100797,CLI0238,2023-05-01,NULL,Active,ALT / English Teacher,120,Three-Month,0,0,Staffing Demand
ASG001242,DUD100798,CLI0013,2021-12-04,2023-04-21,Ended,ALT / English Teacher,31,Monthly,0,0,Initial Assignment
ASG001243,DUD100798,CLI0032,2023-05-06,NULL,Active,ALT / English Teacher,82,Monthly,0,0,Initial Assignment
ASG001244,DUD100799,CLI0084,2023-03-29,2024-01-14,Ended,Experienced Teacher,44,Monthly,0,0,Staffing Demand
ASG001245,DUD100800,CLI0239,2024-03-18,2025-04-24,Renewed,ALT / English Teacher,18,Three-Month,0,0,Replacement
ASG001246,DUD100800,CLI0223,2025-05-15,NULL,Active,ALT / English Teacher,17,Annual,0,0,Staffing Demand
ASG001247,DUD100801,CLI0233,2022-09-02,NULL,Active,ALT / English Teacher,90,Three-Month,0,0,Replacement
ASG001248,DUD100802,CLI0270,2021-12-29,2022-10-03,Transferred,ALT / English Teacher,85,Six-Month,0,0,Client Request
ASG001249,DUD100803,CLI0065,2021-05-13,2022-10-03,Completed,Experienced Teacher,60,Three-Month,0,0,Client Request
ASG001250,DUD100803,CLI0295,2022-10-30,2024-04-11,Ended,ALT / English Teacher,109,Annual,0,0,Replacement
ASG001251,DUD100804,CLI0294,2024-06-30,2024-10-25,Transferred,ALT / English Teacher,37,Three-Month,0,0,Staffing Demand
ASG001252,DUD100804,CLI0116,2024-10-30,NULL,Active,ALT / English Teacher,56,Three-Month,0,0,Staffing Demand
ASG001253,DUD100805,CLI0084,2025-09-09,NULL,Active,Experienced Teacher,61,Six-Month,0,0,Replacement
ASG001254,DUD100806,CLI0146,2021-10-21,2022-11-28,Completed,ALT / English Teacher,29,Six-Month,0,0,Transfer
ASG001255,DUD100806,CLI0209,2022-12-05,2024-01-01,Transferred,ALT / English Teacher,74,Three-Month,0,0,Transfer
ASG001256,DUD100806,CLI0028,2024-01-13,NULL,Active,Experienced Teacher,107,Three-Month,0,0,Initial Assignment
ASG001257,DUD100807,CLI0286,2024-12-08,2025-04-06,Renewed,Senior Teacher,68,Annual,0,0,Transfer
ASG001258,DUD100808,CLI0020,2024-02-24,2025-02-18,Ended,ALT / English Teacher,98,Annual,0,0,Staffing Demand
ASG001259,DUD100808,CLI0116,2025-02-19,NULL,Active,Experienced Teacher,117,Monthly,0,0,Client Request
ASG001260,DUD100809,CLI0258,2021-07-21,2021-12-23,Transferred,Experienced Teacher,54,Annual,0,0,Staffing Demand
ASG001261,DUD100809,CLI0217,2021-12-25,2022-12-12,Transferred,ALT / English Teacher,61,Three-Month,0,0,Initial Assignment
ASG001262,DUD100809,CLI0250,2022-12-14,NULL,Active,Experienced Teacher,88,Annual,0,0,Replacement
ASG001263,DUD100810,CLI0241,2024-02-14,2025-06-09,Ended,Senior Teacher,28,Annual,0,0,Initial Assignment
ASG001264,DUD100810,CLI0154,2025-06-19,NULL,Active,Experienced Teacher,110,Three-Month,0,0,Initial Assignment
ASG001265,DUD100811,CLI0030,2022-03-26,NULL,Active,ALT / English Teacher,16,Monthly,0,0,Staffing Demand
ASG001266,DUD100812,CLI0113,2022-03-21,NULL,Active,Senior Teacher,109,Annual,0,0,Transfer
ASG001267,DUD100813,CLI0138,2023-06-16,NULL,Active,ALT / English Teacher,36,Annual,0,0,Client Request
ASG001268,DUD100814,CLI0029,2025-03-16,NULL,Active,Senior Teacher,64,Six-Month,0,0,Replacement
ASG001269,DUD100815,CLI0158,2025-12-07,NULL,Active,ALT / English Teacher,119,Annual,0,0,Transfer
ASG001270,DUD100816,CLI0010,2025-02-03,NULL,Active,ALT / English Teacher,32,Annual,0,0,Client Request
ASG001271,DUD100817,CLI0162,2021-12-24,2022-10-01,Renewed,ALT / English Teacher,51,Six-Month,0,0,Initial Assignment
ASG001272,DUD100817,CLI0300,2022-10-06,NULL,Active,Experienced Teacher,59,Six-Month,0,0,Replacement
ASG001273,DUD100818,CLI0029,2024-06-24,2025-02-03,Renewed,ALT / English Teacher,21,Annual,0,0,Initial Assignment
ASG001274,DUD100819,CLI0022,2025-02-12,2025-08-01,Transferred,ALT / English Teacher,35,Three-Month,0,0,Initial Assignment
ASG001275,DUD100820,CLI0192,2022-08-12,NULL,Active,Experienced Teacher,78,Monthly,0,0,Client Request
ASG001276,DUD100821,CLI0096,2025-02-24,NULL,Active,ALT / English Teacher,35,Six-Month,0,0,Initial Assignment
ASG001277,DUD100822,CLI0174,2023-06-25,2024-09-29,Transferred,ALT / English Teacher,53,Annual,0,0,Transfer
ASG001278,DUD100822,CLI0181,2024-10-13,NULL,Active,ALT / English Teacher,61,Monthly,0,0,Client Request
ASG001279,DUD100823,CLI0059,2022-04-11,NULL,Active,ALT / English Teacher,57,Three-Month,0,0,Initial Assignment
ASG001280,DUD100824,CLI0122,2026-01-12,2026-11-15,Renewed,ALT / English Teacher,25,Annual,0,0,Staffing Demand
ASG001281,DUD100824,CLI0280,2026-12-04,2027-11-23,Ended,ALT / English Teacher,26,Annual,0,0,Staffing Demand
ASG001282,DUD100825,CLI0115,2025-01-10,2025-06-15,Renewed,Experienced Teacher,105,Annual,0,0,Replacement
ASG001283,DUD100826,CLI0165,2021-11-02,2022-12-22,Renewed,Senior Teacher,53,Monthly,0,0,Client Request
ASG001284,DUD100826,CLI0290,2022-12-29,NULL,Active,ALT / English Teacher,40,Annual,0,0,Staffing Demand
ASG001285,DUD100827,CLI0202,2025-08-12,2026-01-09,Transferred,Experienced Teacher,69,Monthly,0,0,Staffing Demand
ASG001286,DUD100827,CLI0063,2026-01-28,2027-07-12,Transferred,Experienced Teacher,115,Three-Month,0,0,Transfer
ASG001287,DUD100828,CLI0202,2021-09-11,2022-09-30,Ended,ALT / English Teacher,47,Three-Month,0,0,Replacement
ASG001288,DUD100828,CLI0249,2022-10-22,NULL,Active,Experienced Teacher,56,Three-Month,0,0,Initial Assignment
ASG001289,DUD100829,CLI0171,2025-03-17,2026-08-11,Renewed,ALT / English Teacher,61,Annual,0,0,Replacement
ASG001290,DUD100829,CLI0010,2026-08-27,2027-05-16,Completed,ALT / English Teacher,46,Six-Month,0,0,Client Request
ASG001291,DUD100830,CLI0105,2025-06-21,2026-03-27,Ended,Experienced Teacher,99,Monthly,0,0,Replacement
ASG001292,DUD100830,CLI0241,2026-04-17,NULL,Active,Senior Teacher,70,Six-Month,0,0,Transfer
ASG001293,DUD100831,CLI0048,2024-04-14,NULL,Active,Experienced Teacher,21,Three-Month,0,0,Client Request
ASG001294,DUD100832,CLI0191,2023-03-31,2023-10-16,Transferred,ALT / English Teacher,86,Three-Month,0,0,Client Request
ASG001295,DUD100833,CLI0036,2022-03-12,NULL,Active,ALT / English Teacher,82,Annual,0,0,Replacement
ASG001296,DUD100834,CLI0166,2021-02-02,NULL,Active,Senior Teacher,47,Three-Month,0,0,Client Request
ASG001297,DUD100835,CLI0259,2025-03-12,NULL,Active,ALT / English Teacher,18,Six-Month,0,0,Transfer
ASG001298,DUD100836,CLI0028,2022-07-01,2023-12-11,Transferred,ALT / English Teacher,44,Monthly,0,0,Staffing Demand
ASG001299,DUD100836,CLI0292,2024-01-08,NULL,Active,Experienced Teacher,72,Three-Month,0,0,Staffing Demand
ASG001300,DUD100837,CLI0245,2021-03-07,NULL,Active,ALT / English Teacher,120,Monthly,0,0,Initial Assignment
ASG001301,DUD100838,CLI0152,2025-05-24,2026-03-03,Renewed,Senior Teacher,46,Three-Month,0,0,Replacement
ASG001302,DUD100839,CLI0205,2023-06-27,NULL,Active,ALT / English Teacher,60,Annual,0,0,Client Request
ASG001303,DUD100840,CLI0030,2024-01-05,NULL,Active,Experienced Teacher,89,Six-Month,0,0,Initial Assignment
ASG001304,DUD100841,CLI0292,2021-10-05,NULL,Active,ALT / English Teacher,76,Six-Month,0,0,Replacement
ASG001305,DUD100842,CLI0090,2023-11-26,2024-11-08,Renewed,ALT / English Teacher,19,Monthly,0,0,Transfer
ASG001306,DUD100842,CLI0097,2024-11-23,2025-12-01,Ended,ALT / English Teacher,68,Three-Month,0,0,Staffing Demand
ASG001307,DUD100842,CLI0049,2025-12-27,2026-08-05,Ended,ALT / English Teacher,32,Six-Month,0,0,Initial Assignment
ASG001308,DUD100843,CLI0015,2024-08-01,NULL,Active,Experienced Teacher,30,Monthly,0,0,Replacement
ASG001309,DUD100844,CLI0093,2022-06-02,2023-07-12,Transferred,Experienced Teacher,35,Annual,0,0,Transfer
ASG001310,DUD100844,CLI0158,2023-07-24,2024-02-25,Ended,Senior Teacher,32,Monthly,0,0,Initial Assignment
ASG001311,DUD100844,CLI0210,2024-03-01,NULL,Active,ALT / English Teacher,76,Monthly,0,0,Client Request
ASG001312,DUD100845,CLI0173,2022-10-17,NULL,Active,Senior Teacher,31,Monthly,0,0,Staffing Demand
ASG001313,DUD100846,CLI0054,2024-03-22,2024-07-06,Renewed,Senior Teacher,66,Annual,0,0,Replacement
ASG001314,DUD100847,CLI0101,2021-02-03,2021-09-05,Ended,ALT / English Teacher,48,Annual,0,0,Transfer
ASG001315,DUD100847,CLI0124,2021-09-23,2023-02-13,Completed,ALT / English Teacher,62,Monthly,0,0,Transfer
ASG001316,DUD100847,CLI0007,2023-02-19,NULL,Active,Senior Teacher,52,Annual,0,0,Initial Assignment
ASG001317,DUD100848,CLI0116,2023-07-10,NULL,Active,ALT / English Teacher,99,Three-Month,0,0,Client Request
ASG001318,DUD100849,CLI0267,2026-02-07,NULL,Active,ALT / English Teacher,29,Six-Month,0,0,Client Request
ASG001319,DUD100850,CLI0140,2023-05-01,2024-07-04,Renewed,ALT / English Teacher,77,Annual,0,0,Staffing Demand
ASG001320,DUD100851,CLI0269,2023-07-03,2024-11-21,Renewed,Experienced Teacher,115,Six-Month,0,0,Replacement
ASG001321,DUD100851,CLI0061,2024-11-25,2025-08-21,Ended,ALT / English Teacher,43,Six-Month,0,0,Staffing Demand
ASG001322,DUD100851,CLI0294,2025-09-03,2026-06-30,Ended,Senior Teacher,84,Monthly,0,0,Replacement
ASG001323,DUD100852,CLI0122,2023-03-14,NULL,Active,ALT / English Teacher,65,Annual,0,0,Transfer
ASG001324,DUD100853,CLI0020,2021-05-20,2021-09-09,Ended,Trainer,78,Three-Month,0,0,Client Request
ASG001325,DUD100853,CLI0080,2021-09-25,NULL,Active,Trainer,26,Six-Month,0,0,Transfer
ASG001326,DUD100854,CLI0100,2025-11-10,2026-11-22,Completed,Experienced Teacher,67,Monthly,0,0,Staffing Demand
ASG001327,DUD100854,CLI0234,2026-12-16,NULL,Active,ALT / English Teacher,54,Annual,0,0,Staffing Demand
ASG001328,DUD100855,CLI0198,2022-03-14,NULL,Active,Trainer,108,Six-Month,0,0,Replacement
ASG001329,DUD100856,CLI0269,2022-01-07,NULL,Active,Experienced Teacher,98,Annual,0,0,Initial Assignment
ASG001330,DUD100857,CLI0087,2024-08-01,2025-03-27,Completed,ALT / English Teacher,61,Annual,0,0,Transfer
ASG001331,DUD100858,CLI0123,2022-01-10,2023-04-09,Renewed,Experienced Teacher,66,Annual,0,0,Staffing Demand
ASG001332,DUD100858,CLI0297,2023-04-25,2024-05-18,Transferred,Experienced Teacher,51,Six-Month,0,0,Initial Assignment
ASG001333,DUD100858,CLI0241,2024-06-06,2025-11-24,Completed,Experienced Teacher,105,Annual,0,0,Initial Assignment
ASG001334,DUD100859,CLI0272,2021-05-11,NULL,Active,ALT / English Teacher,95,Three-Month,0,0,Initial Assignment
ASG001335,DUD100860,CLI0023,2022-05-02,NULL,Active,Senior Teacher,52,Monthly,0,0,Initial Assignment
ASG001336,DUD100861,CLI0047,2025-04-11,2026-07-07,Transferred,Experienced Teacher,80,Monthly,0,0,Client Request
ASG001337,DUD100862,CLI0072,2025-05-30,NULL,Active,ALT / English Teacher,37,Annual,0,0,Transfer
ASG001338,DUD100863,CLI0267,2023-12-24,NULL,Active,Trainer,31,Three-Month,0,0,Staffing Demand
ASG001339,DUD100864,CLI0063,2021-01-04,NULL,Active,Senior Teacher,28,Monthly,0,0,Initial Assignment
ASG001340,DUD100865,CLI0191,2022-07-05,2023-10-12,Transferred,ALT / English Teacher,33,Six-Month,0,0,Initial Assignment
ASG001341,DUD100865,CLI0242,2023-10-24,2024-06-12,Transferred,Experienced Teacher,35,Three-Month,0,0,Transfer
ASG001342,DUD100865,CLI0114,2024-06-24,NULL,Active,Experienced Teacher,46,Monthly,0,0,Staffing Demand
ASG001343,DUD100866,CLI0137,2026-01-18,2026-11-10,Completed,ALT / English Teacher,45,Annual,0,0,Transfer
ASG001344,DUD100867,CLI0170,2021-02-19,2022-06-28,Renewed,Experienced Teacher,94,Six-Month,0,0,Client Request
ASG001345,DUD100868,CLI0130,2021-06-06,2022-06-18,Ended,ALT / English Teacher,85,Six-Month,0,0,Transfer
ASG001346,DUD100868,CLI0243,2022-07-09,2022-10-30,Renewed,ALT / English Teacher,22,Six-Month,0,0,Staffing Demand
ASG001347,DUD100869,CLI0111,2025-05-11,2026-05-09,Completed,ALT / English Teacher,38,Annual,0,0,Staffing Demand
ASG001348,DUD100870,CLI0172,2024-03-04,2025-03-12,Renewed,ALT / English Teacher,98,Annual,0,0,Client Request
ASG001349,DUD100871,CLI0080,2026-01-14,2026-06-05,Completed,Experienced Teacher,56,Six-Month,0,0,Replacement
ASG001350,DUD100871,CLI0015,2026-06-06,NULL,Active,Senior Teacher,97,Monthly,0,0,Client Request
ASG001351,DUD100872,CLI0137,2024-01-08,NULL,Active,Experienced Teacher,35,Annual,0,0,Transfer
ASG001352,DUD100873,CLI0034,2023-01-10,NULL,Active,Experienced Teacher,103,Six-Month,0,0,Staffing Demand
ASG001353,DUD100874,CLI0110,2022-08-23,2023-12-17,Renewed,Experienced Teacher,81,Three-Month,0,0,Staffing Demand
ASG001354,DUD100875,CLI0283,2025-06-29,NULL,Active,Trainer,38,Three-Month,0,0,Client Request
